,입찰명,발주기관,낙찰자(상호)
9720,"체력단련장 코스장비(F/W 버티컬, 3갱 티모아) 구매",국군재정관리단,보라통상 주식회사
9749,00지역 망연동 보안시스템 구축사업(리스물건),국방출판지원단,동양씨엔티주식회사
9829,0000 비디오월 교체사업(리스물건),국군재정관리단,대신정보통신 주식회사
9842,00부대 방송용 장비 구매,제7821부대,삼형전자 주식회사
9866,17년 디지털포렌식 장비 등 긴급보강 사업,국방부검찰단,주식회사 네오티스
9873,전시 이동용 MW 전송장비(광전송장비) 제조 사업,국군재정관리단,주식회사 우리별
9902,중앙처리장치 1종,해군제2수리창,세일상사
9933,구내방송장치 제조설치,공군군수사령부,(사)한국나눔복지연합회 아이씨티사업소
10162,MW장비 AGC값 자동측정재료 구매사업,국군지휘통신사령부,하나유통
10174,전시 이동용 MW 전송장비 구매사업,국군지휘통신사령부,씨지에스아이티(주)
10176,상용 통신장비(핸드토키)구매,국방부근무지원단,오성통신 드론 교육원
10317,00부대 신축 AV설비(전관방송) 제조 설치,국군재정관리단,주식회사 좋은소리
10381,17-2차 정밀측정장비(광선로측정기) 구매사업,국군지휘통신사령부,(주)이서
10382,과학화경계시스템 성능개선사업(노후부품 교체) 계약,제1891부대,주식회사 포딕스시스템
10410,17-00창 노후 경계 CCTV 교체 사업,국군재정관리단,(주)에이앤피코리아
10466,영상전송장비세트 구매,국군재정관리단,주식회사 네오티스
10552,영상모의사격훈련장비 구매,수도방위사령부,(주)이인텍
10581,"사,군단급 MW통신소 교체장비 구매사업(광전송장비)",국군재정관리단,(주)우리넷
10733,AV설비(통합방송망) 제조 설치,국군재정관리단,주식회사 하이텍영상
10757,실내체육관 방송장비 제조설치,국군재정관리단,주식회사 아이엠피
10777,예비군용 교전훈련장비 상용품 구매,육군본부,(주)한일
10806,17-공군 디지털 교실 정보화사업(기타장비)(리스물건),국군재정관리단,주식회사 캐스트윈
10846,17년거짓말탐지검사실영상녹확시스템교체사업,국방부검찰단,(주)디지베이스
10847,(육성) 창원 스마트체계시스템 구축,제6128부대,위팩트(WIFECT)
10969,2017년 의무장비 원심분리기 소형탁상용 구매,국군의무사령부,부림약품
10979,2017년 의무장비 수욕기 일반용 구매,국군의무사령부,(주)한별메디케어
11039,헌병 모바일/물리복구 장비도입 사업,국군재정관리단,노드정보기술(주)
11065,"17-5,6,7차 정보체계예산(ATCIS운용용품,기타운영지원",제1862부대,와이제이테크
11427,`17년 군단급 화면전시체계 교체사업,국군재정관리단,유한책임회사 엔에이치네트웍스
11428,체력단련장 관리장비(12종) 구매,국군재정관리단,(주)토우그린
11477,'17년 학교교실 디지털화사업 장비구매 및 설치,국군재정관리단,주식회사 아이티센씨티에스
11519,재투자 의무장비 구매(천평전자식 일반형),국군수도병원,다익테크
11522,재투자 의무장비 구매(세균배양기 일반용),국군수도병원,케이지메디텍주식회사
11528,인사선발센터 출입통제시스템 구축,육군본부,주식회사 두원전자통신
11543,17년 전령용 특장차량 제작 / 납품사업,국군지휘통신사령부,무한씨엔씨
11546,'17년 후반기 브리핑장비 도입사업,국군재정관리단,(주)아이엔지시스템
11592,교육기관 모의수사실습 영상장비 구매,육군종합행정학교,주식회사 페리굿
11636,00부대 방송장비 제조납품,제1363부대,주식회사 영전
11655,17년 탑재모델 운용장비 교체사업(리스물건),국군재정관리단,도원정보시스템 주식회사
11687,방송 스테이션 등 3종,해군군수사령부,걸작
11725,상용 자석식 전화기 제조,국군재정관리단,주식회사 아워스
11783,음향장비(디지털 콘솔 등 2품목)구매,공군교육사령부,다옴컴퍼니
11814,기타장비 및 물자 구매,제3707부대,주연ICT
11860,000 상황실 브리핑 장비 교체 사업,국군재정관리단,주식회사 세오
11951,후반기 부대비품(통신장비) 및 통신운영물품 구매사업,제9965부대,티엠에스(TMS)
11963,17-P-00지역 해안경계통합시스템 구축사업(리스물건),국군재정관리단,주식회사 혜민이엔지
11975,통신(음향)장비 설치납품(17-통신-01),제8278부대,이지프라자
11988,17-침입방지시스템(IPS) 신규 도입사업,재경근무지원대대,비테크코리아 주식회사
12125,영상제작장비(미디어 스토리지) 구매,육군본부,청전정보기술
12129,17-191 영상 촬영용 드론,공군사관학교,그린종합사무기
12149,00후속양산사업 크레인 제조설치,국군재정관리단,주식회사 다해
12232,17년 방송장비(AMP) 구매,제6보병사단,주식회사 은새이앤티
12284,17년 예비군 영상모의사격장비 구매설치,국군재정관리단,주식회사 네비웍스
12342,중대급 교전훈련장비 상용품 구매,국군재정관리단,주식회사 창흥텔레콤
12377,'17년 전시자원소요분석모델 장비 교체사업,국군재정관리단,주식회사 동화이엔지
12378,'17년 지형분석장비 교체사업,국군재정관리단,주식회사 네오티스
12462,OO지역 디지털 영상장비 구매/설치,제1방공유도탄여단,서호전설 주식회사
12499,00부대 정보보호장비(UTM) 구매사업,국군지휘통신사령부,(주)티웍스
12601,디지털영상 상영 시스템 구매설치,국군재정관리단,삼화텔콤
12603,17년 예비군훈련대 종합관제시스템 구축,육군 제37보병사단,주식회사 일렉콤
12647,관사 및 통합생활관 방송장비 제조설치,국군재정관리단,반도산전(주)
12685,00지역 소출력 및 이동형 앰프시스템 구매설치사업ㅇ,국군지휘통신사령부,주식회사 케이원네트워크
12821,'17년 브리핑 장비 교체사업,국군재정관리단,효성아이티엑스 주식회사
12824,브리핑 시스템 교체 사업,국군재정관리단,주식회사 하이패스텔
12845,00처리체계 장비 구매,제3707부대,주식회사 시스텍
12900,의무장비(심장세동제거기 일반용) 구매,국군재정관리단,주식회사 디비메디칼(DB)
13010,전장체계 백업장비 교체사업,국군재정관리단,벨정보(주)
13056,'17년 OOO 브리핑장비 교체사업,국군재정관리단,대신정보통신 주식회사
13194,일반/통신장비커버류,물자계약팀,강서실업
13266,17년 차체인양기(4주식) 구매/설치사업,국군지휘통신사령부,인향페이퍼
13287,AFCCS 군사정보통신망 노후장비 교체사업(리스물건),국군재정관리단,(주)글로벌텔레콤
13493,영상 모의사격 시뮬레이터 구축,국군재정관리단,주식회사 젠탑(GENTOP)
13526,사령부 본청 신축공사 방송장비 제조설치,제25보병사단,주식회사 담소리
13531,PCB 제작시스템 구매사업,국군재정관리단,에이치티씨시스템(주)
13533,'17년 영상제작장비(영상편집기) 구매/설치,국군재정관리단,주식회사 담소리
13559,17-00전단 함정 도서 구매,해군 기동함대사령부,제주예스
13564,00지역 통합방송장비 등 14종 구매 납품,제6755부대,와이드디지털정보
13603,00부대 전자FAX 시스템 구축,제1363부대,대주씨앤에스 주식회사
13637,정밀측정장비 구매사업(레벨측정기),국군지휘통신사령부,주식회사 썬플라워즈
13682,00 지역 대출력 앰프시스템 구매 설치사업,국군재정관리단,株式會社 錦湖이.티.시
13687,U3지역 대출력 앰프시스템 구매 설치사업,국군재정관리단,케이씨씨정보통신 주식회사
13824,17년 상황전시기 및 브리핑장비 도입사업,국군재정관리단,(주)아이엔지시스템
13825,17년 상황전시기 및 브리핑장비 도입사업,국군재정관리단,(주)아이엔지시스템
13884,자주포 일반부품류,기동화력계약팀 (구:19.09.16),덕인산업
13895,17년 함정/항공기 위치식별체계 구축사업(리스물건),국군재정관리단,주식회사 왈도시스템
13938,00 자동출입통제시스템 구축사업(설치납품),제5897부대,주식회사 한일에스티엠
13944,00 자동출입통제시스템 구축사업(설치납품),제5897부대,주식회사 한일에스티엠
13962,17년 특수무기 케이블조립체류(일반),유도무기계약팀 (구:19.09.16),동양기전
13963,17년 지휘소 화면전시체계 교체사업 리스,국군재정관리단,롯데캐피탈(주)
14012,'17년 원격교육체계 음향시스템 설치 납품,육군교육사령부,제일정보통신 주식회사
14026,00대 생활관 신축 관급자재 방송 및 A.V 제조 설치,제9227부대,주식회사 엠제이케이
14032,00대 생활관 신축 관급자재 방송 및 A.V 제조 설치,제9227부대,주식회사 엠제이케이
14194,장비 일반고무제품류,기동화력계약팀 (구:19.09.16),덕인산업
14210,창조축소형 장비도입(네트워크 장비)사업,국군재정관리단,株式會社 錦湖이.티.시
14259,00지역 통합관리시스템 구축,제7016부대,(주)에스앤디비즈
14282,00 시스템 HW 구매사업,국군재정관리단,노드정보기술(주)
14344,"그릴,라디에이터용,차량용",일반장비계약팀 (구:19.09.16),탑앤케이코리아 주식회사
14372,창조축소형 장비도입(주 전산기)사업,국군재정관리단,(주)명신시스템
14373,창조축소형 장비도입(일체형PC)사업,국군재정관리단,주식회사 유니와이드
14375,17-회로역설계장비 구매,국군재정관리단,주식회사 창우
14410,"정보통신장비(PC, 모니터) 구매사업",국군재정관리단,주식회사 에이텍
14411,17년 00실 안전훈련센터 영상장비 교체사업,국군재정관리단,대진전자통신주식회사
14503,000 신호처리 장비 구매,제3707부대,동명이앤엘
14505,17년 상용차량 방수포 구매,육군 제37보병사단,주식회사 킴블스
14725,00지역 행정동 신축공사 방송설비 제조설치,국군재정관리단,주식회사 디지팍스
14728,00지역 본청 신축공사 방송설비 제조설치,국군재정관리단,합동전자통신(주)
14734,17-6차 일반의무비품(순번대기시스템 등 3건) 구매,국군의무사령부,주식회사 성진이엔디
14784,주전산장비 서버 교체(설치) 사업,국군재정관리단,(주)스마트비전
14825,무선방송 해드셋 75EA,해군군수사령부,레보 (주)
14850,영상제작장비 구매,육군본부,주식회사 카메디아스퀘어
14860,일반장비(고소작업대) 구매,국군재정관리단,주식회사 대동엠테크
14900,17-B-열영상카메라(CCTV) 제조 설치,국군재정관리단,보은전자방송통신(주)
14964,17-2차 기타장비 및 물자 구매(순번대기표),국군수도병원,제이유통
15007,17년 사무자동화장비(데스크톱PC) 도입사업(리스물건),국군재정관리단,(주)컴트리
15012,"일반광학장비부품(덮개, 입구용)",기동화력계약팀 (구:19.09.16),예지산업
15081,17년 사무자동화장비(프린터) 도입사업,국군재정관리단,주식회사 에스디시스템
15084,17년 해병대 지휘소 비디오월 교체사업(리스물건),국군재정관리단,주식회사 아이티센글로벌
15085,17년 사무자동화장비(노트북) 도입사업(리스물건),국군재정관리단,주식회사 넥스파시스템
15121,전자자료 유출방지 시스템  교체(S/W) 사업,국군재정관리단,(주)조은아이앤에스
15122,전자자료 유출방지 시스템 교체(H/W) 사업,국군재정관리단,주식회사 한국정보시스템
15237,복지지설 통신장비(키폰교환기) 교체사업,국군복지단,주식회사 유노미아
15267,공군 구내방송장치 제조설치,국군재정관리단,(사)한국나눔복지연합회 아이씨티사업소
15283,체력단련장 코스관리장비 구매,국군재정관리단,주식회사 케이제이
15301,헌병대 병영생활관 신축 방송영상설비 제조설치,제2군단,세광정보통신주식회사
15338,자주포 유지용 일반부품류,기동화력계약팀 (구:19.09.16),(주)경도
15517,"지형정보제작장비(도형작업기, 영상처리기) 구매",국군재정관리단,주식회사 넥스파시스템
