,입찰명,발주기관,낙찰자(상호)
2387,5톤 메가트럭 듀얼 밸브 등 40항목 구매(해파)(기동),육군군수사령부,안보종합상사
2532,전원보호장치(서지보호기) 제조 납품,국군재정관리단,(주)유투에스알
2549,군위성통신단말기(차량용)케이블조립체류,통신장비계약팀 (구:19.09.16),연합정밀(주)
2617,무정전전원장치(UPS) 제조설치(리스물건),국군재정관리단,현대파워시스템 주식회사
2772,00아파트 CCTV 제조 설치납품,제5897부대,한국이미지시스템(주)
2800,증류수 제조장치 필터 및 시약구매,제7001부대,경남상사
2839,(K)F-16 전자전 점검장비 제조,국군재정관리단,주식회사 휴미디어
2855,16-덕-경계용카메라(CCTV) 제조 납품,국군재정관리단,주식회사 금산
2881,00사령부 위병소 과학화 출입시스템 제조설치,국군재정관리단,동원안전시스템(주)
2910,보급창고 CCTV(관급자재) 제조설치 납품,공군제10전투비행단,주식회사 씨아이시스템
2989,00지역 영상전송체계 노후장비 제조설치(2),국군재정관리단,대진전자통신주식회사
2990,00지역 영상전송체계 노후장비 제조설치(3),국군재정관리단,주식회사 디에이치미디어테크
3018,00아파트 CCTV제조 설치납품,제5897부대,첨단정보통신  주식회사
3034,VIP SEAT 트레일러 제조구매,공군제15특수임무비행단,에스엘티
3110,00부대 00진지 전원공급기 제조설치,육군 제1군단,주식회사 우성텔레콤
3209,주둔지 경계용 CCTV 제조설치,국군재정관리단,(사)한국척수장애인협회ENG사업소
3210,16-덕-열영상감시카메라(CCTV) 제조 설치,국군재정관리단,주식회사나인정보시스템
3335,휴대용 무선 영상감시시스템 제조 / 구매,제7016부대,애드온스마트 주식회사
3336,대형 콘크리트 절단기 구매,국군재정관리단,(유)목양
3340,휴대용 무선 영상감시시스템 제조 / 구매,제7016부대,애드온스마트 주식회사
3371,안보관 음향시스템 제조설치(K-60),제2307부대,(주)홀리랜드테크놀러지
3425,포병대 시설 CCTV 제조/설치,제9해병여단,주식회사 세종보안시스템
3441,전원공급기 시험장비 TPS 제어부 랙 제조설치,국군재정관리단,주식회사 신도기전
3505,16-덕-광전송장치 제조 설치,국군재정관리단,삼우통신 주식회사
3528,자기케이블 권해선장비,함정계약팀 (구:19.09.16),한성웰텍(주)
3532,장비 보관 나무박스 제조 납품,제5757부대,맥
3562,LED구동장치 등 5품목,공군제5공중기동비행단,이토코리아
3579,덤웨이터 제조설치,육군훈련소,(주)대륜엘리스
3628,전관방송장비 제조 설치,국군재정관리단,야베스텍 주식회사
3669,000사업 CCTV 제조설치,제3707부대,주식회사 와이즈드림
3759,위병소 과학화 출입시스템 제조 설치,국군재정관리단,(주)지아이테크놀러지
3760,노후 WAN 장비 제조설치,국군재정관리단,주식회사 우리별
3836,계룡대 발전기 병렬운전반 제조 설치,국군재정관리단,주식회사 세강엔지니어링
3859,케리케이블 수중절단장치 1EA,해군교육사령부,유진상사
3908,000사업 발전기(200Kw) 제조설치,제3707부대,(주)썬테크
3952,'16년 특수무기 케이블조립체류,유도무기계약팀 (구:19.09.16),연합정밀(주)
3963,고각조절기 제조 설치,제9181부대,신우산업
3974,205항공대대 00사업 발전기 제조설치납품,제2군단,(주)지엔씨에너지
4025,마이크케이블 등 75품목,제9196부대,동진기업
4051,205항공대대 00사업 혼합골재 제조,제2군단,주식회사 케이제이개발(KJ)
4076,00병원 리모델링 공기조화기 제조설치,국군재정관리단,주식회사문명에이스
4190,00부대 전원공급장치(DC-48V 등 4품목) 제조 설치,국군재정관리단,주식회사 동이에코스
4406,'16년 특수무기 케이블조립체류(일반),유도무기계약팀 (구:19.09.16),주식회사 노티스
4413,00훈련장 음향장비 제조 설치,국군재정관리단,첨단정보통신  주식회사
4445,화포공장 호이스트크레인 제조설치,육군종합정비창,로얄코리아
4450,영내케이블 교체공사(광전송 장비 제조설치),육군 제1군단,주식회사 우리별
4531,케이블조립체(통신장비용),통신장비계약팀 (구:19.09.16),연합정밀(주)
4540,16-공-디젤발전기 60KW 등 5종 제조설치,국군재정관리단,주식회사 라온테크
4569,공사 생도학사정보체계 서버교체사업,국군재정관리단,(주)에이엔알
4583,경계용 CCTV 제조 설치납품,육군항공사령부,유에프엠시스템즈 주식회사
4584,경계용 CCTV 제조 설치납품,육군항공사령부,유에프엠시스템즈 주식회사
4591,전차포 사격장 모래구매,국군재정관리단,유한회사 창해
4602,K계열전차 변속기 성능시험장비 제조설치,국군재정관리단,코리아테스팅 주식회사
4649,16-본-육-4 방송설비 제조 설치,국군재정관리단,태웅이엔에스 주식회사
4675,16-해-항공전진기지 광전송장치 제조 납품,제9911부대,삼우통신 주식회사
4701,00부대 무정전전원장비 제조설치,제1363부대,주식회사 아세아이엔티
4738,지능형 CCTV 제조설치,제3707부대,주식회사 두원전자통신
4772,'16년 오리콘 사격통제장치 부품류 (제조),유도무기계약팀 (구:19.09.16),주식회사 다원시스
4784,16-해-중계소 CCTV 제조설치,국군재정관리단,주식회사 케이이엔지
4785,16-해-기계실 CCTV 제조설치,국군재정관리단,주식회사 에너지코리아
4786,16-해-기계실(00부대) CCTV 제조설치,국군재정관리단,주식회사 디피엔
4827,16-본-육-9 호이스트크레인 제조설치,국군재정관리단,케이엠네이쳐주식회사
4858,열상 장비(TAS-970K) 회로카드조립체 제조(물품),육군군수사령부,株式會社 이노텍
4859,TA-512K(A) 전화기 스위치등 2항목 구매(물품),육군군수사령부,알티하이텍
4864,"밸브 조립체,차단용(76미리함포 부품)",함정계약팀 (구:19.09.16),창진ENG(주)
4865,케이블류(K-1 전차),기동화력계약팀 (구:19.09.16),(주) 렘텍
4906,무인감시장비 제조설치,육군본부,서교정보통신(주)
4912,"연결기, 배기 파이프용 등 7항목 구매(궤도)",육군군수사령부,(주)승광
4994,항공부속 핸들 조립체 등 5항목 제조,육군군수사령부,청원메가텍 주식회사
4995,항공부속 덮개 조립체 등 7항목 제조(물품),육군군수사령부,대동공업사
5019,전차 주간표적지 3종 제조,국군재정관리단,주식회사 신스테이블
5039,밸브류(궤도장비용),기동화력계약팀 (구:19.09.16),삼호정밀
5062,기계실 이전 무정전전원장치(UPS)제조 설치,국군재정관리단,이화전기공업 주식회사
5110,"덮개,차량구성품용 등 4항목 제조(궤도)",육군군수사령부,예지산업
5148,16-해-변전실 CCTV 제조설치,국군재정관리단,세일
5149,16-해-변전실 비상발전기 제조설치,국군재정관리단,(주)대흥기전
5153,전원공급기 등 5항목 제조(특무),육군군수사령부,한세기전
5156,"포가,기관총용 등 43항목 제조(총포)",육군군수사령부,평화정밀
5264,케이블 조립체류(K1전차),기동화력계약팀 (구:19.09.16),연합정밀(주)
5268,항공부속 브라켓 등 2항목 제조(물품),육군군수사령부,창진ENG(주)
5273,대테러 권총벨트 등 3항목 제조(물자),육군군수사령부,주식회사 해피코리아
5299,연결기 등 16항목 제조(기장),육군군수사령부,주식회사 에스피스틸
5302,"접속장치, 통신장비용 케이블",지휘정찰계약팀 (구:19.09.16),연합정밀(주)
5326,13-본-국대-01 00학교이전 송풍기 제조설치,국군재정관리단,(주)오성기계엔지니어링
5327,16-해-기계실 광전송장치 제조 납품,국군재정관리단,삼우통신 주식회사
5328,16-해-중계소 광전송장치 제조 납품,국군재정관리단,(주)지엠디텔레콤
5334,00부대 CCTV 제조설치(16-47),제2307부대,주식회사 조인테크
5335,00부대 디젤발전기 제조납품(16-43),제2307부대,(주)디에코에너지
5337,00아파트 신축 CCTV 제조설치(16-28),제2307부대,주식회사 부림
5339,고각장치 등 3항목 제조(특무),육군군수사령부,주식회사 씨알테크
5351,차량밸브류,일반장비계약팀 (구:19.09.16),삼호정밀
5595,00부대 수배전반 전력제어장치 제조 설치,국군재정관리단,보광엔티
5629,"완충기,직접작동식 등 2항목 제조(생산능력)(궤도)",육군군수사령부,영광산업사
5668,00부대 관급자재(발전기) 제조설치,국군재정관리단,(주)썬테크
5766,화재진압장비 제조구매,제7보병사단,고은상사
5791,풀 트레일러 제조,공군군수사령부,주식회사 개풍스틸산업
5803,항공기 케이블 조립체 등 2항목 제조,육군군수사령부,시온테크
5805,케이블조립체(전술통신체계용),통신장비계약팀 (구:19.09.16),연합정밀(주)
5818,잠수함용 회전주파수 변환기 제조 설치,국군재정관리단,이화전기공업 주식회사
5839,디젤발전기 500KW 제조 설치,국군재정관리단,(주)디에코에너지
5863,통신장비용 포장대 등 3항목 제조(물품),육군군수사령부,주식회사 나루지엠에스
5865,"스위치,압력식(K-1전차용)",기동화력계약팀 (구:19.09.16),동남기업
5901,'16년  판매장비(냉장고/냉동고) 제조,국군재정관리단,씨알케이 주식회사
5906,의무장비(순수물제조기)구매,국군의무사령부,한밭사이언스
5907,산불진화장비(고압펌프 등 9종 set) 구매,제5보병사단,주식회사 이음
5967,권총벨트집 등 4종 제조구매,육군본부,（주）씨앤에스코리아（CNS KOREA）
6013,케이블/배선장치류,기동화력계약팀 (구:19.09.16),연합정밀(주)
6035,'16년 VoIP 교환기용 자동안내장치 제조설치,국군재정관리단,솔루텍(주)
6038,'16년 VoIP 교환기용 음성동보장치 제조설치,국군재정관리단,솔루텍(주)
6054,"펌프장치,유압식,동력구동식 등 2항목 구매(기장)",육군군수사령부,대광테크
6084,구내통신장비 케이블조립체 등 6항목 제조(물품),육군군수사령부,연합정밀(주)
6227,항공기 린스시설 관급자재 수배전반,공군제16전투비행단,주식회사 대원전기산업
6230,개인 상용정보통신장비 보관함 제조,국군재정관리단,주식회사 베니올
6258,마이크로 스위치상자 47EA,해군군수사령부,에스티통상
6369,위성장비 케이블조립체 등 4항목 제조(물품),육군군수사령부,주식회사 에스디텍
6389,RAPCON 통신통제장비 제조설치,국군재정관리단,광인정보통신(주)
6393,무선기동 영상전송장비 제조 설치,국군재정관리단,주식회사 우리별
6394,휴대용 영상전송장비 제조 설치,국군재정관리단,주식회사 우리별
6498,안테나 부수장비 제작자재 제조/구매,제3707부대,지구종합상사
6515,(16-030)기타일반장비획득(전동카트),공군제17전투비행단,한창CM
6537,이동형 발전기 제조설치,국군재정관리단,대흥기전(주)
6612,항공기 유도차 제조,국군재정관리단,세화자동차 주식회사
6613,00학교 이전 무정전전원장치(UPS) 제조설치,국군재정관리단,주식회사 세진파워텍
6614,사격장 방송장비시스템 제조설치,국군재정관리단,(사)한국지체장애인협회 영상음향사업소
6615,기동형 고성능 확성기 제조납품,국군재정관리단,(주)인터엠
6623,배선장치 등 42항목 제조,육군군수사령부,주식회사 에스피스틸
6633,제어 장치 판넬 등 10종 제조,공군군수사령부,창진ENG(주)
6712,전차축소사격 소총거치대 등 3종 제조,국군재정관리단,알티하이텍
6760,"좌석,차량용 등 4항목 제조(궤도)",육군군수사령부,강서실업
6817,13-본-국대-01 00학교 이전 자동소화장치 제조설치,국군재정관리단,(주)이지씨엔이
6818,전기-전자식 장비용 시험대 제조,국군재정관리단,한길씨앤씨주식회사
6916,저탐레이더 스위치등32종구매,육군종합정비창,시온테크
6978,궤도차량승무원용 배낭 등 4종 제조,국군재정관리단,대 흥 E N T
6983,"16-F-003, 압축기 유니트 제조 납품",국군재정관리단,주식회사 씨알테크
7009,"연결기 조립체,전기용 등 46항목 제조(기장)",육군군수사령부,주식회사 씨알테크
7070,13-본-국대-01 00학교 이전사업 송풍기 제조설치,국군재정관리단,유한회사 건영산업
7074,연구소 회의실 AV시스템 제조설치 납품,국군화생방방호사령부,주식회사 세명에스엠지
7183,전화기용 케이블 등 22종 구매,국군재정관리단,주식회사 삼도통신
7244,간성아파트 건립 발전기 제조납품,제22보병사단,(주)썬테크
7247,간성아파트 건립 전관방송 제조납품,제22보병사단,태웅이엔에스 주식회사
7271,14-본-육-10 00지역 아파트 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
7329,방송용 시스템 제조설치,국군재정관리단,유한회사 드림테크
7374,16년 무정전전원장치(UPS) 제조설치,국군재정관리단,이화전기공업 주식회사
7392,항공작전녹음기 제조 설치,국군재정관리단,엠에스전자통신주식회사
7408,밸브류(함정용),함정계약팀 (구:19.09.16),안전공업(주)
7420,식기소독기 등 15종 제조,국군재정관리단,주식회사 세기시스템
7628,00아파트 엘리베이터 제조설치,국군재정관리단,KR승강기（주）
7757,구내방송장치 제조 설치,국군재정관리단,일손과일터 전자사업부
7888,대형 콘크리트절단기 구매,국군재정관리단,제일공사
7989,16-잠수함 전투복 제조납품,국군재정관리단,대 흥 E N T
8557,13-본-국대-01 00학교이전 공기조화기 제조설치,국군재정관리단,한국냉열공사
8636,누전차단기 등 예방자재 29품목 구매,공군제5공중기동비행단,태은통상
8715,굴삭기 파이프 등 281항목 구매(기장),육군군수사령부,경기종합상사
8731,디젤발전기 400KW 제조설치,국군재정관리단,(주)대흥기전
8732,계룡대 비상용발전기 제조설치 납품,국군재정관리단,보국전기공업(주)
8806,UPS(무정전전원장치)제조 설치,국군재정관리단,대한전력전자주식회사
8807,UPS(무정전전원장치)제조 설치,국군재정관리단,대한전력전자주식회사
9020,간부숙소 시스템화장실 제조 설치납품,수도기계화보병사단,주식회사 효인산업
9046,관사 신축 엘리베이터 제조설치(17-295),제2307부대,(주) 지에스이엘리베이터
9204,00지역 주거시설 관급자재 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
9206,00지역 주거시설 관급자재(발전기) 제조설치,국군재정관리단,(주)디에코에너지
9217,K55A1 자주포 사업 크레인 제조 설치,제25보병사단,주식회사엠텍글로벌
9222,군단주둔지/통신소 경계용 CCTV 제조설치,제2군단,주식회사 라온 엔지니어링
9226,군단주둔지/통신소 경계용 CCTV 제조설치,제2군단,주식회사 라온 엔지니어링
9249,00포병대대 신축 화상회의시스템 구매설치,국군재정관리단,주식회사 케이원
9271,상가시설 지브크레인 제조 설치,국군재정관리단,주식회사 라움
9282,00사단 본청 신축 전관방송 제조설치,국군재정관리단,(사)한국나눔복지연합회 아이씨티사업소
9317,00군단 차기다련장 신축 CCTV 제조설치,국군재정관리단,(사)한국나눔복지연합회 아이씨티사업소
9333,755포병 차기다련장 호이스트크레인 제조설치,제2군단,주식회사 에이스엔지니어링
9345,OO단 울타리 감지센서 노후교체,제9965부대,문경전기정보통신
9355,OO단 울타리 감지센서 노후교체,제9965부대,문경전기정보통신
9372,전력설비 개선 관급자재(전력제어시스템) 제조설치,국군재정관리단,(주)차임이엔지
9441,훈련장시설 자산취득 구매(방송장비 및 발전기),육군 제37보병사단,주식회사코드원
9449,D004 남양이전사업 시설공사 관급자재-방송AV,공군 작사예하 방포사예하 제3여단,주식회사 이스젠
9456,표적기 트레일러 제조,공군미사일방어사령부,신우테크
9464,지역통제소 통제장비 노후 광케이블 교체,제20전투비행단,온세계정보통신(주)
9468,관급자재(자동제어장치) 제조 설치,국군재정관리단,코인스테크 주식회사
9489,본청 비상발전기 전용 규격전선 교체 설치납품,제5897부대,주식회사  신우전기
9493,건설장비 부품 구매(크라샤외 5개 품목),제55보병사단,신명
9606,함정장비 비상소화펌프 구매,제51보병사단,주식회사 주호산업
9636,관급자재(크레인) 제조 설치,국군재정관리단,주식회사 정문이엔이
9650,정찰용 UAV중대 신축 CCTV 제조설치,국군재정관리단,(사)한국장애인이워크협회일자리사업장
9672,기동형 중계소 케이블 REEL 제조설치납품,제3707부대,주식회사  다임마스타
9685,00병원 과학화 출입시스템 제조설치,국군재정관리단,주식회사 에코아이씨티
9831,정신교육장비(스피커 등 7종) 제조설치,국군재정관리단,(주)이노탑
9872,CCTV CAMERA POLE 보강공사,해군 기동함대사령부,주식회사 다복
9873,전시 이동용 MW 전송장비(광전송장비) 제조 사업,국군재정관리단,주식회사 우리별
9933,구내방송장치 제조설치,공군군수사령부,(사)한국나눔복지연합회 아이씨티사업소
10088,00부대 외곽 CCTV 제조설치,육군 제8군단,주식회사 후엔지니어링
10124,로더 및 그레이더 훈련장 개선(본공사),육군공병학교,진홍산업(주)
10125,로더 및 그레이더 훈련장 개선(전기공사),육군공병학교,(주) 쏠파워
10231,00학교 취약시설 CCTV 제조설치납품,육군3사관학교,주식회사 다윈
10317,00부대 신축 AV설비(전관방송) 제조 설치,국군재정관리단,주식회사 좋은소리
10411,17-00원 외곽경계 CCTV 제조 설치,국군재정관리단,주식회사 포올이앤씨
10412,17-B-광단국장비 제조 설치,제9196부대,주식회사 우리별
10415,17-목-합동생활관 CCTV 구매/설치,해군제3함대사령부,대진전자통신주식회사
10499,시설대대 항공등화자재(17-310),공군 제8전투비행단,엠케이서비스
10540,누전차단기 등 12품목,제9181부대,남양상사
10557,통신전자장비(고정형 중계기 등 4종) 제조설치,국군재정관리단,유니모테크놀로지 주식회사
10585,체육관 신축 관급자재(무대장치) 제조 설치(2),국군재정관리단,주식회사 엠라이테크
10592,신길동아파트 상가 사우나 냉각기 설치납품,국방부근무지원단,성원종합설비(주)
10600,함정장비 비상소화펌프 구매 계약,제6128부대,대광산업
10640,전원공급기(50kVA) 제조,공군제11전투비행단,태일자동제어(주)
10651,CCTV 세트 제조 설치,공군미사일방어사령부,주식회사 두고테크
10683,냉각기 제조설치납품,국군체육부대,주식회사 하늘기업
10693,실내체육관 신축 관급자재(태양광발전장치) 제조설치,국군재정관리단,주식회사 평화전력
10696,시추장비 로드 등 1항목 제조(기장),육군군수사령부,삼호정밀
10733,AV설비(통합방송망) 제조 설치,국군재정관리단,주식회사 하이텍영상
10757,실내체육관 방송장비 제조설치,국군재정관리단,주식회사 아이엠피
10810,항공용 신호탄 발사대 제조,국군재정관리단,와이티원
10871,"펌프 장치,유압식,수동식 1종",해군군수사령부,방주유압
10897,중대전차지뢰 목상자 등 2종 제조,육군 탄약지원사령부,금성목재
10902,17-야간투시경 탈거장비 제조,국군재정관리단,(주)아이펙
10905,17-방공관제사-76 정작처 전파차단기 및 금속탐지기,공군방공관제사령부,주식회사 이레전산
11239,(17-135) 광케이블 측정기,공군제18전투비행단,진성
11297,이동형 발전기(30KW) 제조,공군제11전투비행단,(주)디에코에너지
11304,105밀리 전차포 약실 검사 장비 제조,국군재정관리단,주식회사 덕광
11307,17-고압공기 압축기(DDH용) 6EA 제조,국군재정관리단,범한산업 주식회사
11423,K-1전차 제어장치 부품류(제조),기동화력계약팀 (구:19.09.16),대호정기(주)
11430,16-충-국-4 엘리베이터 제조 설치,국군간호사관학교,(주)대륜엘리스
11442,급유장비용 트레일러 제조,공군제11전투비행단,주식회사 보고
11517,재투자 의무장비 구매(순수물제조기),국군수도병원,(주)테스온
11548,00지역 경계용 CCTV 제조설치,국군재정관리단,(사)장애인인권센터ICT사업단
11567,박격포 스위치등5종구매,육군종합정비창,아이디
11609,권총벨트 등 3항목 제조(물자),육군군수사령부,주식회사 나루지엠에스
11624,발전기(200kw) 제조설치,국군재정관리단,주식회사 이스트파워
11636,00부대 방송장비 제조납품,제1363부대,주식회사 영전
11656,17-기동중계 장비(차량장착 포함) 제조 설치,국군재정관리단,주식회사 인텔리안테크놀로지스
11720,"링,지지용 등 2항목 제조(자주포)",육군군수사령부,하이펙 주식회사
11725,상용 자석식 전화기 제조,국군재정관리단,주식회사 아워스
11727,경계용 CCTV 제조 설치,국군재정관리단,주식회사 서림정보통신
11845,G/T발전기 냉각용 해수펌프 1종,해군군수사령부,주식회사한국종합기계
11862,경계용 CCTV 제조설치,국군재정관리단,유한회사 시영
11863,00부대 CCTV 제조설치,국군재정관리단,일손과일터 기전사업부
11878,17-해병-00대대 관급자재(크레인) 제조설치,제9181부대,주식회사 보은정공
11918,K9자주포 삽입기등4종구매,육군종합정비창,진광사
12067,00사격장 사격장비 제조 설치,국군재정관리단,주식회사 지에프테크놀로지
12092,이동식화장실 충전시스템 제조설치,국군재정관리단,현대파워시스템 주식회사
12149,00후속양산사업 크레인 제조설치,국군재정관리단,주식회사 다해
12319,"포가,기관총용 2항목 제조(총포)",육군군수사령부,지세스
12429,17-전원공급기 1대 제조,국군재정관리단,현대파워시스템 주식회사
12487,"케이블, 전화기용 등 4종",해군군수사령부,(주)일신마린써비스
12575,안전차단기 전선릴 등 63종,해군작전사령부,자인비
12599,17-통합건물(화악) 관급자재(CCTV) 제조 설치,국군재정관리단,(주)대경인트라넷
12614,17-본-공-8 다목적강당 신축공사 CCTV 제조/설치,공군교육사령부,동원특수음향
12625,케이블조립체(통신장비용),통신장비계약팀 (구:19.09.16),연합정밀(주)
12647,관사 및 통합생활관 방송장비 제조설치,국군재정관리단,반도산전(주)
12648,17-통합건물(화악) 관급자재(발전기) 제조 설치,국군재정관리단,(주)썬테크
12653,17-경계작전시설 통신공사 관급자재(CCTV) 제조 설치,국군재정관리단,주식회사 에스엠플러스정보통신
12681,"17-F-049, 탄약 견인 트레일러 제조",국군재정관리단,주식회사 광림
12826,17-다목적 강당 관급자재 자동제어장치 제조 설치,국군재정관리단,(주)대산시스템
12827,17-다목적 강당 관급자재 무대장치 제조 설치,국군재정관리단,주식회사 수정기업
12831,"시추장비 6인치 비트 등 2항목 제조(기장, 생산능력)",육군군수사령부,삼호정밀
12899,전원공급장치 제조설치,국군재정관리단,(주)썬일렉컴
12907,고정자 조립체 등 49항목 제조(자주포),육군군수사령부,디에스테크
12954,마이크로 스위치상자 51EA,해군군수사령부,서광전자
13018,간부숙소 객실관리시스템  제조설치,국군재정관리단,플러스전기 주식회사
13030,"디스크,클러치,차량용 등 4항목 제조(자주포)",육군군수사령부,주식회사 중앙유앤아이
13242,국군복지단 부대이전 출입통제시스템 제조 설치,국군재정관리단,주식회사 케이디에스
13244,전차 주간 표적지 3종 제조,육군본부,미도상사
13267,17년 판매장비 비품(진열대류) 제조납품,국군재정관리단,주식회사 디에스나이키
13268,17년 판매장비 비품(탁자) 제조납품,국군재정관리단,주식회사 원일퍼니처
13331,전차 영점표적지 제조,제9691부대,주식회사 신스테이블
13339,탄두회수장치 제조설치 납품,수도방위사령부,주식회사 다산엠에프에스
13400,17-00지역 신축공사 관급자재(발전기) 제조설치,국군재정관리단,케이피브이(주)
