참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(주소),낙찰률,낙찰금액
6,HDC0055,1,54121,***,20-용-01 20년 무한잉크 임대프린터,용역,HDC,공군제1전투비행단,201912301030,EF011,(주)우정오에이,woojung oa,양근선,062-352-2110,광주광역시 서구 내방로350번길2-0 (화정동) 2층,88.3055,31505040
253,SCL0145,1,54000,***,생도피복(조깅화 등 2종) 구매,물품,SCL,해군사관학교,201912301030,HED41,유어스 컴퍼니,UUS COMPANY,이춘복,07088095966,"경기도 고양시 일산서구 중앙로1560, 303-21호 (대화동, 다산스카이빌)",88.0019,46839160
2,SFC0162,1,53872,***,배추포기김치 등 5품목 구매,물품,SFC,제9691부대,201912301030,FFBF6,주식회사 토속,tosok,김대식,0313516831,경기도 화성시 우정읍 버들로76-0,93.8812,14591500
26,SCL0147,1,54014,***,생도피복(춘추운동복) 구매,물품,SCL,해군사관학교,201912301030,J8167,주식회사 케이앤씨어패럴,,최종민,033-910-6000,강원도 홍천군 홍천읍 홍천로460-0 1층동(상가동),88.1088,32904400
6,HCM0084,1,53412,***,"'20년 (진주, 사천) 임대프린터 임차용역",용역,HCM,공군교육사령부,201912271130,F451E,주식회사 예스정보통신,Yes,정경희,0557633838,"경상남도 진주시 서장대로393번길14 (1층,남성동)",88.0052,65330000
2,LPN0036,1,53251,***,직접입영신체검사 용역(경기 화성),용역,LPN,수도군단,201912271100,D2701,(사)대한결핵협회,knta,신민석,0226339461,서울특별시 서초구 바우뫼로6길57 (우면동),88.3388,30840000
5,SFD0179,1,53474,***,20-청룡회관 승강기 운행관리 용역,용역,SFD,제9227부대,201912271100,E81B2,청운엘리베이터주식회사,cheoungun E/V,황지성,0544623945,"경상북도 구미시 산동읍 신당1로4길5-4, 506호(이룸프라자2)",88.4587,7265580
24,UMM0006,1,00141,***,20-P-하·폐수 처리시설 위탁관리 용역,용역,UMM,국군재정관리단,201912271100,I11FB,주식회사 뉴엔텍,"Newentech Co.,LTD",윤종호,0319699527,경기도 고양시 덕양구 삼원로83-0 (원흥동) 광양프런티어밸리6차 821호,87.8899,130169527
4,HCL0009,1,00223,***,20-렌탈프린터 임차 계약,용역,HCL,공군사관학교,201912271100,C0E83,주식회사코드원,"CODEONE Co.,Ltd.",동중영,0432670001,"충청북도 청주시 서원구 사직대로164번길9, 401(사창동)",87.794,58888178
4,HCL0006,2,00105,***,20-생활계 폐기물 처리 용역,용역,HCL,공군사관학교,201912271100,EA1AF,주식회사 다나에너지솔루션,Dana Energy Solution,최경호,0432417887,충청북도 청주시 청원구 여천3길166-0 (오창읍),87.7507,85338000
1,UMM0779,1,51360,***,20년 블랙이글스 싱가포르 에어쇼 참가지원 용역,용역,UMM,국군재정관리단,201912271100,G07E7,주식회사 글로벌에이케이,"Global A.K. Co., LTD",김찬영,0234445507,"서울특별시 강서구 하늘길38 (방화동, 김포국제공항), 2층 계류장측 281호",96.3813,3443051190
39,SFL0130,1,53418,***,20-교-CBT교실 유지보수 용역,용역,SFL,제3283부대,201912271100,B884C,주식회사티앤씨텍,,전중서,0542856609,경상북도 포항시 남구 연일읍 철강로 51(),87.7637,76316980
17,MDG0254,1,53382,***,수도병원 리모델링 관급자재 설치납품(통합배선),물품,MDG,국군의무사령부,201912271100,B051B,주식회사 미디컴전자,"MIDICOM Co.,Ltd.",정광영,0323238867,"경기도 부천시 오정구 석천로345, 303동 404호 (삼정동, 부천테크노파크)",88.0566,339352449
16,MDG0253,1,53375,***,수도병원 리모델링 관급자재(자동제어),물품,MDG,국군의무사령부,201912271100,CB179,상림이엔지(주),"SANGRIM ENG CO.,LTD.",박태준,0316894749,경기도 남양주시 와부읍 덕소로 72 덕소한강벽산메가트리움상가 222(),88.004,824601000
11,HDM0177,1,53416,***,'20년 에이스가든 식자재(생가지외 451품목),물품,HDM,공군제17전투비행단,201912271030,E4343,주식회사 현대그린푸드,HYUNDAI GREEN FOOD,박홍진,031-525-2325,경기도 광주시 도척면 진우리1004(경인식품가공센터),83.5058,629918400
38,MFH0020,1,53424,***,17사단 병영생활관 소규모환경영향평가 용역,용역,MFH,국방시설본부,201912271030,FE76E,대현기술개발 주식회사,DaeHyun Engineering,김삼곤,0623516922,"전라남도 여수시 도원로272, 3층 (학동)",88.0072,17449000
67,SCF0457,1,53368,***,"감지소자,화재탐지장치용 등 2종",물품,SCF,해군군수사령부,201912271030,H4ECB,세라코,ceraco,김민효,010-2881-2805,"경상남도 창원시 성산구 완암로50, 메카동 413호(성산동, SK테크노파크)",98.8435,16170000
2,LDG0081,1,53496,***,20년 전기안전관리대행 용역(6탄약창),용역,LDG,육군 탄약지원사령부,201912271030,GA535,유한회사 장안전기안전관리,Jang-An eletrical safety administration,장안섭,063-226-0189,전라북도 전주시 완산구 우전로104-0 (효자동2가),89.2636,24196062
3,LDG0083,1,53498,***,20년 전기안전관리대행 용역(3탄약창),용역,LDG,육군 탄약지원사령부,201912271030,AC503,(주)유일엔지니어링,YUIL ENGINNERING.CO,김광수,0415741933,"충청남도 천안시 서북구 늘푸른2길14-4 (두정동, 유일빌딩4층)",89.0034,8094800
2,LDG0084,1,53499,***,20년 전기안전관리대행 용역(2탄약창),용역,LDG,육군 탄약지원사령부,201912271030,E30B3,(주)경북전기관리,kyeongbuk,서병조,0543371201,경상북도 영천시 새말1길44-0 (야사동),88.5943,21139800
2,LDG0086,1,53518,***,20년 전기안전관리대행 용역(11탄약창-세종 34지역),용역,LDG,육군 탄약지원사령부,201912271030,FF6B7,세종전기안전센터,sejong electrical safetv center,류지현,044-867-0485,세종특별자치시  조치원읍 허만석로31-0,88.2488,8289600
3,LDG0087,1,53519,***,20년 전기안전관리대행 용역(11탄약창-천안 2지역),용역,LDG,육군 탄약지원사령부,201912271030,AC503,(주)유일엔지니어링,YUIL ENGINNERING.CO,김광수,0415741933,"충청남도 천안시 서북구 늘푸른2길14-4 (두정동, 유일빌딩4층)",89.1662,1729800
6,LDG0088,1,53520,***,20년 전기안전관리대행 용역(9탄약창),용역,LDG,육군 탄약지원사령부,201912271030,DB5B5,유한회사 대웅전기안전기술단,daewoong,길수덕,055-605-3230,"경상남도 창원시 마산회원구 봉암공단9길45-0 (봉암동), 3층",88.004,5726370
201,MCS0165,1,53486,***,20-00지역 방제용역,용역,MCS,국방부계룡대근무지원단,201912271030,HD9FB,주식회사 산천에이엠비,sanchanamb,지정임,02-2627-5055,"서울특별시 금천구 가산디지털1로70, 406호(가산동, 호서대벤처타워)",87.7595,38257930
7,LQP0057,1,53228,***,JC부대 이동형 기상관측장비 등 10종 설치납품,물품,LQP,제1891부대,201912271030,H9550,에스앤엘system,S&L system,정영섭,070-4827-3168,충청북도 청주시 서원구 안뜸로39번길10-0 (분평동),88.0008,81041460
10,LQP0058,1,53213,***,JC부대 일반비품 34종 구매,물품,LQP,제1891부대,201912271030,F6583,주식회사 케이케이,KK,김화임,0439040031,충청북도 청주시 서원구 1순환로719번길11-5 (사창동),88.4488,64633700
8,LKD0029,2,50123,001,'20년 상병건강검진 민간위탁 용역,용역,LKD,제32보병사단,201912271030,ICE6E,대단한내과의원,,어원철,042-330-9000,"대전광역시 서구 둔산중로20-0, 지하1층(B102,B10A,B102B,B103~B106) (탄방동, 아르누보팰리스)",87.7834,30690
37,LGT0062,1,53654,***,대대 냉난방기 구매설치(19-421),물품,LGT,제2307부대,201912271030,F5AF1,주식회사 강원브이아이피시스템,KANGWONVIPSYSTEM,김도경,0332698700,강원특별자치도 춘천시 동내면 동내로141,88.0944,55089200
38,LGT0061,1,53652,***,본부 냉난방기 구매설치(19-397),물품,LGT,제2307부대,201912271030,E808F,주식회사 에스씨이엔지,SCENG,황영진,0332618744,강원특별자치도 춘천시 퇴계공단2길54-0 (퇴계동),88.043,43504500
2,LGT0060,1,53650,***,대대 PW창호 제조설치(19-421),물품,LGT,제2307부대,201912271030,E819B,주식회사 금성이엔지,KeumSungENG,나호수,0336537700,강원특별자치도 강릉시 강릉대로435-1 (포남동),88.1682,25350000
2,LGT0059,1,53649,***,본부 PW창호 제조설치(19-397),물품,LGT,제2307부대,201912271030,E3597,(주) 거성건설,GEOSEONG CONSTRUCTION CO.LTD,허천강,0337634500,강원특별자치도 원주시 단구로207-0 (개운동),88.5988,18126900
3,LGT0058,1,53638,***,00권역 PW창호 제조납품(19-385),물품,LGT,제2307부대,201912271030,E3597,(주) 거성건설,GEOSEONG CONSTRUCTION CO.LTD,허천강,0337634500,강원특별자치도 원주시 단구로207-0 (개운동),89.0642,103046900
3,LGT0057,1,53637,***,00권역 PD창호 제조납품(19-385),물품,LGT,제2307부대,201912271030,E3597,(주) 거성건설,GEOSEONG CONSTRUCTION CO.LTD,허천강,0337634500,강원특별자치도 원주시 단구로207-0 (개운동),88.8458,30259000
4,LCH0036,1,53249,***,00부대 간부숙소 진공온수보일러 제조설치(신-18),물품,LCH,특수전사령부,201912271030,D84D3,주식회사 동광보일러,"DONGKWANG BOILER CO., LTD.",박정연,0262588989,충청남도 아산시 수장로67-0 (배미동),88.3427,58140000
2,LFC0058,1,48176,001,장거리 이동 신병 도시락 제조납품,물품,LFC,육군훈련소,201912271000,J6DA6,두진푸드시스템,,최문근,0425828350,대전광역시 중구 보문산로294번길47 (문화동),90.6917,5690
3,LIK0060,1,50941,001,2020년 설날 경축특식(훈제닭다리),물품,LIK,제2군수지원여단,201912261530,F2A34,(주)서울식품,seoulfood,전영철,0337663181,강원특별자치도 원주시 내도매길 108(판부면),97.847,44700600
13,LMK0022,1,53093,***,[[19-181]19년 병영도서관 도서 구매,물품,LMK,제6보병사단,201912261130,H195E,조이나라,joynara,박미애,010-9905-9808,"경기도 포천시 소흘읍 호국로287번길9-24, 22동 209호(포천공구상가)",90.0051,49595980
3,HCF0171,2,51959,***,'20년 한마음회관 식자재 구매(어패류),물품,HCF,공군군수사령부,201912261100,G90F4,대명유통,daemyungyutong,권용선,0533251421,대구광역시 북구 장태실길29-0 (팔달동),88.2401,28955000
3,LQP0059,1,53215,***,JC부대 의료기재 등 44종 구매,물품,LQP,제1891부대,201912261100,C363B,(주)대한티앤에스,DAEHAN T/S,정창호,0432353401,"충청북도 청주시 흥덕구 봉명로31 티원타워 지식산업센터 119호, 416,417호",88.8375,35024000
5,SFD0178,1,53201,***,20-P-승강기 운행관리 용역,용역,SFD,제9227부대,201912261100,A1BD1,(주)경포엔지니어링,kpen,오장석,0542427818,경상북도 포항시 북구 장량로17번길33-0 (장성동),88.0827,34140800
20,MDN0021,1,53427,***,"기술용역 시험재료(시약, 초자) 구매",물품,MDN,국군화생방방호사령부,201912261100,J20B5,제이앤케이컴퍼니,,조병옥,031-994-2670,서울특별시 관악구 난곡로9길34-7 (신림동),88.1662,23653885
9,LGC0046,1,53120,***,20년 장교후보생 명찰 및 포제계급장 제조/부착/구매,물품,LGC,육군학생군사학교,201912261100,J46EC,히트로,,박한별,042-622-8776,대전광역시 대덕구 대전로1157번길39 (오정동),88.0825,39029010
3,SFH0004,1,00202,***,20-B-IP교환기 유지보수 용역,용역,SFH,제9196부대,201912261100,E9CDB,대신네트웍스(주),DSNW,문방오,0322358282,"인천광역시 남동구 호구포로139, 504호,505호,506호(고잔동, 청류지산)",87.9653,27642332
3,HCF0001,2,00161,***,"'20년 한마음회관 식자재 구매(쌀, 공산품)",물품,HCF,공군군수사령부,201912261100,G90F4,대명유통,daemyungyutong,권용선,0533251421,대구광역시 북구 장태실길29-0 (팔달동),89.3032,123626000
3,HCF0003,2,00114,***,'20년 한마음회관 식자재 구매(김치),물품,HCF,공군군수사령부,201912261100,G4F6B,시골김치,sigolkimchi,박순학,053-583-8800,대구광역시 서구 와룡로70길40-0 (중리동),89.1768,40127000
2,HCF0002,2,00113,***,'20년 한마음회관 식자재 구매(육류),물품,HCF,공군군수사령부,201912261100,GFF2A,진성축산,JINSUNGCHUKSAN,진광석,053-214-8292,"대구광역시 달서구 상인로9길19, 1층(상인동)",88.5563,39049560
36,UMM0730,1,53108,***,20~21년 團 전산장비 통합 유지보수 용역(2019G083-C),용역,UMM,국군재정관리단,201912261100,CBB15,(주)젤루텍,zellootec,이두규,0263091150,"서울특별시 영등포구 경인로775-0 (문래동3가), 1동 722호",87.7634,153702150
14,LPK0022,1,53227,***,간부숙소 용도변경 관급 통신단자함 설치납품R,물품,LPK,제8기동사단,201912261100,FF39D,주식회사 영은시스템,YEONGEUN-SYSTEM,정영서,07081446964,"경기도 군포시 봉성로82-3, 201호(당정동)",88.1019,117485772
2,LCM0044,2,49041,***,시설업무 수행용 차량 2대 임차용역,용역,LCM,육군교육사령부,201912261100,B2427,주식회사 레드캡투어,redcaptour,인유성,0427142392,"서울특별시 중구 을지로100, 비동 19층(을지로2가, 파인에비뉴)",91.2647,36144000
4,HDK0047,1,52957,***,20-사업장 생활계폐기물 처리 용역,용역,HDK,공군제11전투비행단,201912261100,C21B7,(주)삼명환경,sammungenv,정애경,0536166680,대구광역시 달성군 옥포읍 원전길52-10,87.8207,110082480
80,HDF0092,1,52931,***,2020년 군 숙소 청소용역,용역,HDF,공군 제8전투비행단,201912261100,H3476,주식회사 하이토탈크리닝,hightotalcleaning,최미진,0332448555,강원특별자치도 춘천시 퇴계로93번길20-22 (퇴계동) 1층,88.0092,59407000
4,HCL0079,2,51286,***,세세외 간부식당 식자재납품,물품,HCL,공군사관학교,201912261030,D392C,주식회사푸드라인,foodline,박수식,0432761100,충청북도 청주시 흥덕구 덕암로113번길 32(),88.441,353524375
5,LGS0040,1,53521,***,강원233호 간부숙소 용도변경 관급 온수난방패널,물품,LGS,육군 제8군단,201912261030,A1CA2,에스이디 주식회사,SED CORPORATION,김건형,0533841290,"대구광역시 중구 국채보상로150길89, 202호(삼덕동3가)",95.7337,32610000
241,LNG0025,1,52881,***,재사용 육군-034 군단직할 냉난방기 구매,물품,LNG,육군 제1군단,201912261030,F9D3B,주식회사 유니메인,Unimain,박진우,0314359246,경기도 시흥시 서울대학로59-20 701호 (배곧동),82.9962,32151660
36,MDP0009,1,53130,***,'20년 전산장비 유지보수 용역,용역,MDP,한미연합군사령부,201912261030,C980F,씨지에스아이티(주),CGSIT,최규식,0226328730,"서울특별시 금천구 가산디지털1로1-0 (가산동, 더루벤스밸리) 1208호",87.7781,56126230
65,LPN0035,1,53144,***,00부대 경계시설 출입통제시스템 제조설치,물품,LPN,수도군단,201912261030,D8568,주식회사 에스엠플러스정보통신,Smplus,왕성모,028670604,서울특별시 금천구 벚꽃로234-0 (가산동),87.9966,37914490
241,LNG0025,2,52881,***,재사용 육군-034 군단직할 냉난방기 구매,물품,LNG,육군 제1군단,201912261030,F9D3B,주식회사 유니메인,Unimain,박진우,0314359246,경기도 시흥시 서울대학로59-20 701호 (배곧동),82.9962,32151660
3,LKD0030,2,50144,001,'20년 사단 직접입영 부분위탁검사 용역,용역,LKD,제32보병사단,201912241530,BFCF8,온누리秀의원,ONNURISU,이소영,0425381000,대전광역시 서구 동서대로1147-0 (가장동),92.0842,5950
16,MDR0022,1,48200,***,2인승 00뱃트 세트 구매,물품,MDR,제9965부대,201912241430,IF171,주식회사 부한발란스,,최치원,0529333026,"울산광역시 남구 산업로517번길20-7 (여천동), 2층 3호",84.5558,247009023
7,HCG0075,1,51216,***,"항공관제 분석체계(HW,SW) 유지보수",용역,HCG,공군본부,201912241100,IF172,주식회사 코테스,,고기종,0432357292,충청북도 청주시 흥덕구 비하로59-2 (비하동),87.8201,29895000
3,SFL0121,2,50773,***,20년 사진(촬영 및 인화 납품) 용역,용역,SFL,제3283부대,201912241100,H5F7C,포토월드,photoworld,서문교,054-330-3877,경상북도 영천시 고경면 호국로495-0,97.8582,8908800
22,LHP0063,1,52854,***,간성아파트 신축공사 관급자재(플라스틱 도어),물품,LHP,제22보병사단,201912241100,GBCED,주식회사 예광창호,yekwang,오희근,0613929960,"전라남도 장성군 진원면 나노산단2로27-0 , 4동",88.0464,419460000
2,UMM0002,2,00042,***,20-입영신체검사(흉부/소변) 위탁 용역(2020H011-D),용역,UMM,국군재정관리단,201912241100,ICE6E,대단한내과의원,,어원철,042-330-9000,"대전광역시 서구 둔산중로20-0, 지하1층(B102,B10A,B102B,B103~B106) (탄방동, 아르누보팰리스)",87.999,92590000
3,UMM0003,2,00041,***,입영신체검사(흉부/소변)위탁 용역(2019H007-D),용역,UMM,국군재정관리단,201912241100,EA5FE,(사)한국건강관리협회 경상남도지부,,김인원,0552590100,경상남도 창원시 마산회원구 삼호로107-0 (양덕동),88.5807,64600000
10,UMM0725,1,49386,***,20년~ 21년 육군 온나라시스템 SW유지보수 용역,용역,UMM,국군재정관리단,201912241100,CD660,어니컴 주식회사,"ONYCOM, INC",이석호,025410080,"서울특별시 용산구 두텁바위로21, 5층 (갈월동, 어니컴빌딩)",86.824,231721780
3,UMM0711,2,49166,***,원격교육 스튜디오 장비 금융리스(2019G081-B),물품,UMM,국군재정관리단,201912241100,IBB3E,주식회사 아이엠캐피탈,,김병희,0264417827,"서울특별시 중구 남대문로125, 8층(다동)",99.02,226626180
133,UMM0782,1,48380,***,20-계룡대지역 조경관리용역(2020K005-H),용역,UMM,국군재정관리단,201912241100,F52B9,공우이엔씨 주식회사,KONGWOO ENC Corporation,이한기,0262760252,"서울특별시 영등포구 여의대방로43라길6-0 (신길동, 신길프라자3층)",78.49,1440447200
140,UMM0783,1,48373,***,20-자운대지역 조경관리용역(2020K004-H),용역,UMM,국군재정관리단,201912241100,F52B9,공우이엔씨 주식회사,KONGWOO ENC Corporation,이한기,0262760252,"서울특별시 영등포구 여의대방로43라길6-0 (신길동, 신길프라자3층)",77.9968,1121277700
3,SFG0195,2,50989,***,액화석유가스(LPG) 구매(소형저장),물품,SFG,제9181부대,201912241100,GADDD,KH에너지(주) 직영 김포충전소,"KH Energy Co.,Ltd",송진수,031-988-4971,경기도 김포시 대곶면 대곶북로141,91.4399,78172500
2,SFD0175,1,52571,***,20-P-음식물류폐기물 위탁처리 용역,용역,SFD,제9227부대,201912241100,E5866,(주)삼호환경,samhoenv,유성백,0542733333,경상북도 포항시북구 죽도동703-5 4층,95.0415,180960000
23,MDG0251,1,51885,***,2020년 VoIP 교환기 정비 유지보수용역,용역,MDG,국군의무사령부,201912241100,CCDF7,이주씨스템(주),"LEEJOO SYSTEM CO., LTD.",이복균,028133361,"서울특별시 영등포구 가마산로90길22, 2층",87.858,66422710
155,MDD0242,1,52712,***,19-20차 의무장비(환자관찰장치 중앙 및 침상용)구매,물품,MDD,국군수도병원,201912241100,D01DF,(주)도원씨앤씨,Dowon cnc,김경호,0613711190,전라남도 화순군 화순읍 만연중앙길19,83.0116,273060000
36,MCN0079,1,52167,***,'20년 복지시설 소모품 구매(연간 단가계약),물품,MCN,국방부근무지원단,201912241100,E6977,청일종합상사,,황정연,028350043,"서울특별시 영등포구 대림로40길 24,  1층(대림동)",69.5253,106841768
2,LPC0014,1,52250,***,화상회의 체계 구축사업 금융리스,물품,LPC,제25보병사단,201912241100,IBB3E,주식회사 아이엠캐피탈,,김병희,0264417827,"서울특별시 중구 남대문로125, 8층(다동)",92.6545,672241280
22,LHP0063,2,52854,***,간성아파트 신축공사 관급자재(플라스틱 도어),물품,LHP,제22보병사단,201912241100,GBCED,주식회사 예광창호,yekwang,오희근,0613929960,"전라남도 장성군 진원면 나노산단2로27-0 , 4동",88.0464,419460000
62,LHP0052,2,51348,***,간성아파트 신축공사 관급자재(기타가구) 제조설치,물품,LHP,제22보병사단,201912241100,C4797,주식회사 고성디자인엔지니어링,GOSUNG DESIGN ENGINEERING,권은향,025449615,서울특별시 강남구 논현로94길25-5 (역삼동),83.1232,886420000
98,LHM0054,2,51101,***,노후 냉난방기 교체 설치납품,물품,LHM,제15보병사단,201912241100,J4498,주식회사 삼대,,정영삼,0337340203,강원특별자치도 원주시 무실로158 (단계동),87.9973,63030360
3,LCM0042,2,48923,***,'20년 비행시뮬레이터 3종 외주정비 용역,용역,LCM,육군교육사령부,201912241100,3608F,(주)보성공업,"BOSUNG INDUSTRY CO.,LTD",김주한,0318658833,"경기도 양주시 은현면 운하로434번길81-11, 2층",87.4278,459000000
4,HCF0170,1,50411,***,차량견인식 FO 제거장비 구매,물품,HCF,공군군수사령부,201912241030,HD6B4,진성산업,JINSUNGINDUSTRY,황순우,055-384-1123,경상남도 양산시 산막공단남13길36-0 (호계동),83.5561,191865300
4,SCH0214,1,52871,***,냉동꽃게 등 5종,물품,SCH,해군작전사령부,201912241030,J3D3F,명이물류,,정대교,01040577095,부산광역시 북구 덕천로386번길72 (만덕동),97.5034,32735200
