참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(주소),낙찰률,낙찰금액
16,HCF0006,1,48439,***,신형 저장랙 제조 및 설치,물품,HCF,공군군수사령부,201812261030,I857E,나린코리아,NALINKOREA.co,김동주,0557853007,경상남도 양산시 학동길54-0 (어곡동),88.0548,76945100
230,SCF0533,1,49794,***,아령정리대 등 9종,물품,SCF,해군군수사령부,201812261030,H4C29,세광철물,tprhkdcjfanf,김병걸,033-521-6366,강원도 동해시 대동로133-0 (북평동),98.6919,10100000
7,HCS0033,1,49791,***,19년 상반기 토성회관 육류 계약,물품,HCS,제3훈련비행단,201812261030,HCC4E,주식회사 하나로축산기업,(ju)hanaro Chuksangieop,박정임,0557455827,경상남도 진주시 이현두곡길51 (이현동),88.6702,36668480
111,MDS0075,1,50158,***,수집안테나/RF부속장비 제작 부품/자재 구매,물품,MDS,제3707부대,201812261030,I4CB1,제이엠,JM,임현옥,010-6455-0721,"인천광역시 부평구 부평문화로37, 26동 1412호(부평동, 부평동아아파트)",88.0386,40244590
4,SFC0160,1,48806,***,분말짜장 등 212품목 구매,물품,SFC,제9691부대,201812261030,IBD96,주식회사 영진종합유통,,이영근,010-6878-1995,"경기도 광주시 행정타운로131, 제2동(회덕동)",88.1393,115653135
4,SCH0213,1,48236,***,돈등뼈 등 16종,물품,SCH,해군작전사령부,201812261030,BC466,서진유통,SEO JIN,박소선,051-754-9401,부산광역시 수영구 망미동803-32 28/3,77.4725,73995000
4,SCH0214,1,48234,***,감자수제비 등 93종,물품,SCH,해군작전사령부,201812261030,EBF4F,(주)씨티원서비스,ctone,최현준,0328151336,"인천광역시 남동구 앵고개로490번길53, 남동공단142블럭20로트(고잔동)",75.7501,131129630
3,SCH0215,1,48233,***,감귤 등 13종,물품,SCH,해군작전사령부,201812261030,BC466,서진유통,SEO JIN,박소선,051-754-9401,부산광역시 수영구 망미동803-32 28/3,76.1463,56448000
5,SCH0216,1,48226,***,일반우유 등 21종,물품,SCH,해군작전사령부,201812261030,BC466,서진유통,SEO JIN,박소선,051-754-9401,부산광역시 수영구 망미동803-32 28/3,77.3765,76332000
7,SCH0217,1,48181,***,배추김치 등 10종,물품,SCH,해군작전사령부,201812261030,EAF19,(주)유창상사,"YUCHANG FOOD SERVICE CO,.LTD",황보헌수,0512662325,부산광역시 사하구 구평로16번길24-0 (구평동),88.0963,45098120
4,SCF0625,1,47892,003,백단화 등 3종 구매,물품,SCF,해군군수사령부,201812261030,BE2F2,진해 양화 종합 상사,Jinhea yunghwa jonghwap sangsa,전명출,055-546-2380,경상남도 창원시 진해구 충장로 46-1(),88.3135,45950
4,SCF0625,1,47892,002,백단화 등 3종 구매,물품,SCF,해군군수사령부,201812261030,BE2F2,진해 양화 종합 상사,Jinhea yunghwa jonghwap sangsa,전명출,055-546-2380,경상남도 창원시 진해구 충장로 46-1(),88.6244,23350
4,SCF0625,1,47892,001,백단화 등 3종 구매,물품,SCF,해군군수사령부,201812261030,BE2F2,진해 양화 종합 상사,Jinhea yunghwa jonghwap sangsa,전명출,055-546-2380,경상남도 창원시 진해구 충장로 46-1(),88.2087,45950
121,MCS0142,1,49226,***,19-OO지역 방제용역,용역,MCS,국방부계룡대근무지원단,201812261030,A0A69,南富建業 株式會社,nambu,하범종,0552668801,"경상남도 창원시 의창구 중동북로23, 1동 1010호(중동, 제이디윙스빌딩주건축물)",87.7925,39804337
4,HDM0054,1,48753,***,'19년 레스큐가든 식자재(감자수제비외 238품목),물품,HDM,공군제17전투비행단,201812261030,DFA97,다해푸드,dahae.food,김기숙,0425876667,대전광역시 유성구 반석서로19번길35-0 (지족동),85.048,183635780
2,HCG0069,1,49793,***,`19년 기록보존장비 유지보수용역,용역,HCG,공군본부,201812261030,EF559,주식회사 산돌비엠티,"SANDOL BMT Co., Ltd.",김은아,023251225,"서울특별시 마포구 양화로3길 82, 국민빌딩 2층(합정동 426-21 국민빌딩 2층)",96.6076,45000000
4,MHD0086,1,47464,***,214급 잠수함 관련 중재의 위탁계약,용역,MHD,방위사업청(운영지원과),201812241400,D459E,법무법인(유한) 세종,SHIN&KIM,오종한,023164114,서울특별시 종로구 종로3길17 (청진동 디타워 디2),,450000000
12,HCM0081,1,48976,***,18-511 금속명찰 등 3품목 제조/ 구매,물품,HCM,공군교육사령부,201812241330,G6CA8,군장코퍼레이션,gunjangcorporation,강현,041-742-3110,"충청남도 논산시 연무읍 안심로61번길13-7, 1층",85.3862,167971500
10,HCG0066,1,48213,***,19년 항공관제 분석체계 유지보수 용역,용역,HCG,공군본부,201812241100,H041E,주식회사 시스텍,"systec co,.Ltd.",고윤안,070-8709-0666,"경기도 안성시 대덕면 서동대로4726, 중앙대학교 생활과학관 609관 2층",89.7377,28487000
69,HDS0018,1,49825,***,방-18-61 사격표적및표적기(대형선풍기등 3종) 구매,물품,HDS,공군미사일방어사령부,201812241100,H1AF6,경기종합상사,Kwung Gi Jong Hap Sang Sa,이선자,02-2631-8972,경기도 평택시 포승읍 호암1길13-4,88.0036,9543700
35,LMD0011,1,49095,***,13통신단 311대대 건설폐기물 처리용역,용역,LMD,제7821부대,201812241100,I8F71,주식회사 파주비앤알,PAJU B&R,손기용,0319436688,경기도 파주시 월롱면 정문로160-0,88.0291,43421000
5,SEE0057,1,49257,***,19-J-전기안전관리대행 용역,용역,SEE,제9해병여단,201812241100,D4FC2,(주)우림전기안전관리,woorim,양경희,064-724-0183,제주특별자치도 제주시 연삼로699-0 (화북이동),88.3347,13925645
241,LCM0045,1,49377,***,00부대 냉난방기 설치납품,물품,LCM,육군교육사령부,201812241100,GE914,(유)선정,sunjung,이강진,063-857-5104,전라북도 익산시 마동70-1번지 선정미싱상사,88.0233,45572104
5,LNT0029,1,49333,***,GOP 소초 냉난방기 구매,물품,LNT,제28보병사단,201812241100,ED820,이즈컴넷,iscomnet,김창범,031-965-4380,경기도 연천군 청산면 학담로107번길12-2,88.3337,38670000
5,UMM0738,1,47600,***,3개 부대 시설공사 관급자재 콘크리트 파일 제조납품,물품,UMM,국군재정관리단,201812241100,FB3CA,주식회사 명주파일,"MYUNG JU PILE CO.,LTD.",최형규,02-3218-1786,"경기도 김포시 삼도공단로39-0, 2층 (양촌읍)",88.4663,228337560
34,UMM0735,1,47587,***,3개 부대 관급자재 통합배선 제조설치,물품,UMM,국군재정관리단,201812241100,A1420,대신네트웍스(주),"DaeShin Networks Co.,Ltd.",장우혁,0536008000,"대구광역시 달서구 달서대로 559, 이앤씨이노비즈타워 606호(신당동)",88.0131,269944400
40,UMM0740,1,47567,***,부대개편 관급자재 자동제어시스템 제조설치,물품,UMM,국군재정관리단,201812241100,F5AF1,주식회사 강원브이아이피시스템,KANGWONVIPSYSTEM,김도경,0332698700,강원특별자치도 춘천시 동내면 동내로141,88.0014,89506200
