참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(주소),낙찰률,낙찰금액
2,LKT0079,1,58853,***,22년 사령부 영내 생활폐기물 처리용역,용역,LKT,제1989부대,202112301030,K6BA0,유한회사 드림에너지산업,,한귀광,0614520614,전라남도 무안군 청계면 해안로556-4,87.995,117392600
142,SCQ0205,1,58883,***,22-평 멸균딸기우유 등 3종 구매,물품,SCQ,제9911부대,202112301030,J111C,목요일,,임신정,031-767-0557,경기도 광주시 이배재로95 (탄벌동),88.01,73960190
93,DSS0097,1,58884,***,00장비 철거 용역,용역,DSS,국군제1068부대,202112301030,B6CDE,대길환경 주식회사,,유만종,0418563001,충청남도 공주시 이인면 백제큰길 1096(),88.007,14000900
3,SDF0179,1,58869,***,22-6-렌탈프린터 공급 및 유지보수 용역,용역,SDF,제5738부대,202112301030,KBCEB,세림정보통신,,박세림,054-275-7988,경상북도 포항시 북구 장량로61번길5-2 (장성동),88.157,8442682
7,SDF0180,1,58861,***,22-6-음식물류 폐기물 처리 용역,용역,SDF,제5738부대,202112301030,G823E,주식회사유공개발,YO GONG GAE BAL,안도영,0542448628,경상북도 포항시 남구 송도로35-1 (송도동),88.055,43642700
4,SDF0182,1,58882,***,22-00병원 승강기 유지보수 용역,용역,SDF,제5738부대,202112301030,E43B9,태경엘리베이터(주),Tae Kyung Elevator,최태광,054-246-1350,"경상북도 포항시 북구 새마을로26-0 (용흥동, 용흥 현대타워2차아파트) 2F",88.014,6445820
4,LGS0084,1,59336,***,'22년 프린터 임차용역,용역,LGS,육군 제8군단,202112301030,H4F94,강원쿼터스,gangwonqutus,최상훈,033-643-3521,강원도 강릉시 경강로2232-0 (포남동) 1층,88.078,12518360
976,SCQ0209,1,58900,***,22-평 콜라 등 8종 구매,물품,SCQ,제9911부대,202112301030,J8FE5,주식회사 케이기획,,김영대,01030349441,"서울특별시 구로구 신도림로16,105동801호 (신도림동, 신도림 대림아파트)",87.995,172023889
237,SCQ0208,1,58896,***,22-평 슬라이스치즈 등 84종 구매,물품,SCQ,제9911부대,202112301030,I4B1F,주식회사 아람비즈,arambiz,신옥성,0264590077,"서울특별시 금천구 가산디지털1로83, 405호(가산동,파트너스타워1차)",83.008,748295679
152,SCQ0207,1,58893,***,22-평 구이용삼겹살 등 8종 구매,물품,SCQ,제9911부대,202112301030,5479F,성화금속(주),"SUNGHWA METAL CO.,LTD",곽철성,0313568046,경기도 화성시 현대기아로 521(무송동),82.996,314000383
306,SCQ0206,1,58887,***,22-평 사과 등 11종 구매,물품,SCQ,제9911부대,202112301030,I8F66,다판다 주주마켓,Jiyun Tech,오주희,01089469372,"경기도 시흥시 역전로50, 1층 스포츠용품점(정왕동)",87.996,93655340
17,LNF0050,2,56447,001,'22년 음식물쓰레기 처리용역,용역,LNF,제1보병사단,202112301030,H9D47,리더,leader,한재석,01072218333,강원특별자치도 횡성군 강림면 강림서길41-0,80.782,149.94
28,HCQ0076,2,58483,***,특수임무대 종합전술훈련시설 관급자재 집진기,물품,HCQ,공군제5공중기동비행단,202112291600,D40FE,청해ENV주식회사,CHUNGHAE ENVIRONMENT COMPANY,이병관,0319463695,"경기도 파주시 가나무로143, 3층 (금릉동, 파주메트로프라자1)",88.114,303310800
14,HCM0134,1,58333,***,2022 배속병력 전세버스 임차,용역,HCM,공군교육사령부,202112291300,I18CD,주식회사 동양해외관광,Dongyang tour,최수연,0638414788,전북특별자치도 익산시 석암로142-0 (석암동),85.7,212698420
7,HCM0135,1,58342,***,2022 남은 음식물 위탁처리,용역,HCM,공군교육사령부,202112291300,C09E7,주식회사 이앤씨,enc,이태순,0555338871,경상남도 창녕군 대지면 학성세거리길 270(),85.132,120374950
100,HDQ0058,1,58605,***,22-작은도서관 위탁운영,용역,HDQ,제20전투비행단,202112291130,JEC5F,주식회사 시우,,이용운,01031212504,"경상남도 양산시 소주로181, 108동 301호(소주동, 양산서창대동아파트)",98.046,32163000
8,UMM0663,1,53119,***,(21G086-H)'22~'23년 위성장비 유지보수 용역,용역,UMM,국군재정관리단,202112291100,D7D06,주식회사 우리별,"Wooribyul Co., Ltd",이정석,0319807500,경기도 김포시 양촌읍 황금1로89 (학운리2962),90.92,2815346030
101,LNS0020,1,58373,***,22년 렌탈프린터 임차용역,용역,LNS,제55보병사단,202112291100,C38A5,현대기업,Hyundai.inc.,정연재,010-4398-2588,"경기도 부천시 소사로639-0 (여월동, 여월휴먼시아)상가동201호",88.037,43481350
8,HCL0059,1,58545,***,'22년 음식물쓰레기 처리 용역,용역,HCL,공군사관학교,202112291030,G0597,청명씨앤 주식회사,"Chungmyung CN co.,LTD",김재훈,0432386555,충청북도 청주시 서원구 남이면 갈원상발길179,88.655,86786700
10,LGC0059,1,58346,***,22년 문무아파트 승강기 유지관리 용역,용역,LGC,육군학생군사학교,202112291030,HC738,주식회사 영진이노텍,YOUNGJIN ELEVATOR,서영진,0438453377,충청북도 충주시 봉계1길4-0 (봉방동),88.355,10382650
22,MDN0020,1,58460,***,22년 전산장비 통합 유지보수 용역,용역,MDN,국군화생방방호사령부,202112291030,CCDF7,이주씨스템(주),"LEEJOO SYSTEM CO., LTD.",이복균,028133361,"서울특별시 영등포구 가마산로90길22, 2층",88.072,78129120
42,SCL0163,1,58456,***,야외용 테이블 등 4종 구매,물품,SCL,해군사관학교,202112291030,K42BF,디어유통,,김경민,01093056442,경상남도 창원시 의창구 반계로101 (팔용동) 103동 301호,88.164,4990170
7,LNG0015,1,58367,***,(재사용-육75)여성편의시설 컨테이너하우스 제조 구매,물품,LNG,육군 제1군단,202112291030,J7955,주식회사 와이에스이앤디,,전영오,0319890538,경기도 김포시 통진읍 고정1로97,88.115,41150215
10,LGC0060,1,58353,***,22년 승강기 유지관리 용역,용역,LGC,육군학생군사학교,202112291030,HC738,주식회사 영진이노텍,YOUNGJIN ELEVATOR,서영진,0438453377,충청북도 충주시 봉계1길4-0 (봉방동),88.471,24257600
249,LDA0027,1,58270,***,00부대 렌탈프린터 임차 용역,용역,LDA,지상작전사령부,202112291030,K83EA,바론,,정우연,01054270420,"경기도 구리시 벌말로226-6, 601동 402호(수택동, 영풍마드레빌1차아파트)",88,22917900
14,LKQ0023,1,58030,***,22년 전술훈련 시뮬레이터 외주정비 용역,용역,LKQ,육군항공학교,202112291030,B8DAD,주식회사 네비웍스,Naviworks,원준희,0316872000,"경기도 안양시 동안구 부림로170번길41-18(관양동, (주)네비웍스사옥)",86.439,293370000
145,LCH0070,1,58603,***,사격장 표적기 사격시스템 제조 구매(설치),물품,LCH,특수전사령부,202112291030,HF433,주식회사 에스에스피앤디,sspnd,김성수,01051071856,"서울특별시 강북구 도봉로77길6, 403-2호(수유동)",83.001,237205000
53,HCQ0073,1,58216,***,22년 무한잉크 임대프린터 임차,용역,HCQ,공군제5공중기동비행단,202112281600,H90D3,주식회사 수성이브이,,오세진,07048370703,"부산광역시 기장군 장안읍 명례산단6로124 , 사무동 2층 2호",88.091,31624820
196,HCQ0077,1,58512,***,특수임무대 종합전술훈련시설 관급자재 자동제어,물품,HCQ,공군제5공중기동비행단,202112281600,E442F,주식회사 유노미아,"EUNOMIA.CO.,LTD",배태웅,0424727437,"대전광역시 서구 도산로 485(탄방동, 4층)",88.004,85740346
3,HCQ0075,1,58436,***,(21-322 ) CN-235 조종석 외피 등 6종,물품,HCQ,공군제5공중기동비행단,202112281600,I1667,엠제이엠,MJM,김정애,0535878476,대구광역시 북구 팔달로7길73 (노원동3가),97.903,50644000
19,HCQ0074,1,58345,***,22년 하·폐수 처리시설 관리,용역,HCQ,공군제5공중기동비행단,202112281600,A951E,(주)대한환경이엔지,daehanengineering co.ltd,정태운,0515062828,부산광역시 동래구 여고북로73번길 37(온천동),88.007,28478767
16,HDP0070,1,58457,***,22년 오폐수처리장 관리용역,용역,HDP,공군제19전투비행단,202112281330,D40FE,청해ENV주식회사,CHUNGHAE ENVIRONMENT COMPANY,이병관,0319463695,"경기도 파주시 가나무로143, 3층 (금릉동, 파주메트로프라자1)",88.095,350430550
4,DSS0095,1,58050,***,22년 사용종료시설 무인경비 용역,용역,DSS,국군제1068부대,202112281100,FA03A,주식회사 코드원에스에스,,이윤희,0432660001,충청북도 청주시 서원구 사직대로164번길9-0 (사창동),89.289,66475748
4,LGM0052,1,58129,***,'22년 렌탈프린터 임차 용역,용역,LGM,제11기동사단,202112281100,KE58C,관고동,,정용민,01092913128,경기도 여주시 가남읍 일신로29 (굿모닝타워) 상가동 302호,88.364,71761864
49,UMM0736,1,56429,***,22년 공본지역 임대프린터 공급 및 유지보수 용역,용역,UMM,국군재정관리단,202112281100,K4FED,티에스인싸이트 유한회사,TSINSIGHT LLC.,전해석,07041243999,"서울특별시 영등포구 영신로220, 403호(영등포동8가)",87.84,64663100
3,SFH0134,1,57989,***,22년 백령도 부식류 민간위탁배송 용역,용역,SFH,제9196부대,202112281100,IF359,주식회사 옹진물산,,곽창열,0328364677,인천광역시 옹진군 백령면 사곶로122번길11-0,86.242,470150000
256,MDP0032,1,57178,***,신축숙소 비품(일체형 건조/세탁기 등 2종) 구매,물품,MDP,한미연합군사령부,202112281100,JF18C,주식회사 새론,"SAERON CO. ,Ltd (194-81-01977)",강연흠,0448675521,"세종특별자치시  조치원읍 충현로94-6, 303호(송옥빌딩)",83.183,217564770
15,MDI0006,1,57373,***,22년 전산장비 유지보수,용역,MDI,제7016부대,202112281100,A722E,영현정보통신(주),a,김두식,028699501,"서울특별시 구로구 공원로6나길12-0 (구로동,경방빌딩) 301호",87.819,22789765
5,MDI0005,1,57371,***,22년 교환기 유지보수 용역,용역,MDI,제7016부대,202112281100,08904,(주)넥슨정보통신,"Nexn Information & Communications Co.,Ltd",신양인,0222631212,서울특별시 종로구 청계천로 147(),94.245,32920800
5,LMG0019,2,55605,***,22년 입영신체검사(흉부/소변)위탁 용역,용역,LMG,제6군단사령부,202112281100,D2701,(사)대한결핵협회,knta,신민석,0226339461,서울특별시 서초구 바우뫼로6길57 (우면동),88.152,54050000
82,LCF0168,1,57290,***,21-충-육-26B 자동제어,물품,LCF,육군군수사령부,202112281100,A7640,탑인더스트리(주),"TOP INDUSTRIES.CO.,LTD",최정현,0262437800,경기도 김포시 통진읍 도이곶로54-1,87.981,81546800
8,HDP0071,1,58337,***,'22년도 간부식당 2개소 식자재 구매,물품,HDP,공군제19전투비행단,202112281100,B97CB,주식회사 신세계푸드,ShinsegaeFood,강승협,0233976112,"서울특별시 성동구 성수일로56, 4층~7층 (성수동2가)",83.016,426521925
4,HDE0008,1,57095,***,○○호텔등2개소세탁물(타올(대)등26종)처리용역,용역,HDE,공군항공안전단,202112281100,B7EFB,동천교역상사,Dong Chun,박재열,0226613750,"서울특별시 강서구 강서로45다길30-27 (화곡동, 초록아파트)104호단지내상가",87.793,117743000
3,HDK0037,1,56078,***,22-사업장생활계폐기물 처리 용역,용역,HDK,공군제11전투비행단,202112281030,C21B7,(주)삼명환경,sammungenv,정애경,0536166680,대구광역시 달성군 옥포읍 원전길52-10,85.04,120196945
103,HCL0060,1,58577,***,21-OO대대 통합 신축 관급자재(통합배선) 제조/설치,물품,HCL,공군사관학교,202112281030,BB399,(주)오성정보통신,OSIC,이만선,0623832600,"전라남도 무안군 후광대로 274(삼향읍, 남악 도청프라자1014호))",88.005,43647349
2,SCP0181,1,57916,***,22- 체단장 승강기 유지보수 용역,용역,SCP,제8385부대,202112281030,HC13F,동해엘리베이터주식회사,"DongHae Elevator.co.,ltd",전태식,0335210482,강원특별자치도 동해시 동회길12 (동회동),89.978,1027000
6,LPN0031,1,58153,***,00부대 행정동 신축 보일러 제조 설치납품,물품,LPN,수도군단,202112281030,D84D3,주식회사 동광보일러,"DONGKWANG BOILER CO., LTD.",박정연,0262588989,충청남도 아산시 수장로67-0 (배미동),93.869,52920000
23,LHK0063,1,58040,***,집행잔액13호 00부대 보일러 설치납품,물품,LHK,제2군단,202112281030,ADAC5,(합)대호건설,daeho,김영남,0332635745,강원특별자치도 춘천시 동면 춘천로 494(),88.023,25956662
107,LHK0062,1,58037,***,특별-1-1 시설공사 관급자재(통합배선),물품,LHK,제2군단,202112281030,IDAA9,주식회사 혜성테크윈,,우윤학,0317457005,"경기도 성남시 중원구 사기막골로99-0 (상대원동) 1508,1509,1510호",88.004,69086930
11,LGC0057,1,57865,***,22년 학군교 프린터 렌탈 용역,용역,LGC,육군학생군사학교,202112281030,CE01B,넥스트정보,NEXTJEONGBO,강석남,0432720868,충청북도 청주시 흥덕구 복대로102-0 (복대동),88.124,13089220
63,MDD0149,1,53938,***,2022년 국군수도병원 전산장비 유지보수 용역 계약,용역,MDD,국군수도병원,202112281030,B9FD4,(주)두손씨에스티,"DOOSONCST CO., LTD.",최수경,0260119999,서울특별시 금천구 벚꽃로234 에이스하이엔드6차 1001호,87.757,135719000
4,HDK0036,1,56102,***,22년 정화시설 관리 용역,용역,HDK,공군제11전투비행단,202112281030,E3C99,대명환경화학,DAE MYUNG ENVIR CAMICAL,김민환,0535610379,대구광역시 서구 와룡로65길 21(),88.301,103754620
59,UMM0735,1,56965,***,22-항공정보단 전산장비 유지보수(21J067-F),용역,UMM,국군재정관리단,202112281030,GB785,주식회사 유한테크,yoohantech,유종근,0319246360,경기도 고양시 일산서구 법곳길658-0 (구산동),87.782,98444195
2,SFN0079,2,55753,***,22-Y-액화석유가스(LPG) 구매,물품,SFN,연평부대,202112281030,E7AB2,중구LPG합동판매,,인치석,0328838180,인천광역시 중구 신흥동3가41,99.634,135309000
77,MDF0041,2,53038,***,'22~'23년 지휘통신 신속대응 장비 유지보수 용역,용역,MDF,국군지휘통신사령부,202112281030,A722E,영현정보통신(주),a,김두식,028699501,"서울특별시 구로구 공원로6나길12-0 (구로동,경방빌딩) 301호",87.856,132959888
63,MDD0149,2,53938,***,2022년 국군수도병원 전산장비 유지보수 용역 계약,용역,MDD,국군수도병원,202112281030,B9FD4,(주)두손씨에스티,"DOOSONCST CO., LTD.",최수경,0260119999,서울특별시 금천구 벚꽃로234 에이스하이엔드6차 1001호,87.757,135719000
3256,MCN0084,1,57166,***,22년 복지시설 소모품 구매,물품,MCN,국방부근무지원단,202112281030,H6AEB,주식회사블루케이,BLUEK,김규현,07073271199,강원특별자치도 강릉시 주문진읍 농공단지길40-61,87.995,114049660
3320,MCN0081,1,57144,***,22년 청소 및 위생용품 구매,물품,MCN,국방부근무지원단,202112281030,EBA52,유한회사 엔디클릭,endi click,최용석,07075844063,"전라남도 장성군 황룡면 강변로452-16, 3층 302호",87.996,118667020
5,MCN0080,1,57114,***,군숙소 헬스/골프장 위탁 용역,용역,MCN,국방부근무지원단,202112281030,I385A,예성사회적협동조합,YE SUNG,이완서,0319414150,"경기도 파주시 문화로23-0 (금촌동) , 2층",87.96,74040120
41,LNT0062,1,58048,***,작전대기시설 컨테이너 제조(2차),물품,LNT,제28보병사단,202112281030,B30CC,주식회사 디에스나이키,"DS NAIKI CO.,LTD",김준홍,027342125,"서울특별시 구로구 구로중앙로134, 4층(구로동, 리치몰)",88.142,269066600
21,LKS0095,1,58019,***,'22년 육군체력단련장 전산시스템 유지관리 용역,용역,LKS,육군인사사령부,202112281030,DF403,세종하이텍주식회사,SeJongHiTech.co.Ltd,윤국진,0612763200,전라남도 목포시 대양산단로149번길4(대양동),87.878,61972298
9,LHK0061,1,57312,***,22년 프린터 임차용역,용역,LHK,제2군단,202112281030,GE8BC,주식회사 건웅시스템(kunwoong Inc.),kunwoong Inc.,오덕수,070-5165-7800,강원특별자치도 원주시 장전길66 (태장동),88.312,60792000
15,LHK0058,1,57004,***,00부대 창고 신축 관급자재(우레탄패널),물품,LHK,제2군단,202112281030,H5DF0,(주)아성산업개발,A-sung.I.D.co.ltd,천성인,0319791542,경기도 파주시 파주읍 술이홀로157번길147,88.513,494921060
3,LCM0068,1,58162,***,'22년 렌탈프린터 임차,용역,LCM,육군교육사령부,202112281030,E2BE6,(주)테라네트웍스,teranetworks,고경윤,0424820720,대전광역시 중구 계백로1590번길46 (유천동),88.141,27689854
88,LCM0065,1,58096,***,소형무장헬기 훈련센터 신축 통합배선,물품,LCM,육군교육사령부,202112281030,BA19B,주식회사 인테크,INTECH,이상국,024170667,"경기도 하남시 미사강변서로25-0 (풍산동),F519호",88.028,46753650
59,LCM0066,1,58095,***,소형무장헬기 훈련센터 신축 콘크리트말뚝,물품,LCM,육군교육사령부,202112281030,F769A,더펜상사주식회사,THE PEN,고혜숙,0518320067,부산광역시 강서구 미음산단로139번길9 (구랑동),92.306,206719500
100,LCM0067,1,58094,***,소형무장헬기 훈련센터 신축 크레인,물품,LCM,육군교육사령부,202112281030,F2E13,주식회사 반도인더스,Bandoindus Co. Ltd,이요섭,0415324905,"충청남도 아산시 아산밸리동로 292(둔포면, (주)반도인더스)",87.996,72965444
31,LCM0064,1,58093,***,소형무장헬기 훈련센터 신축 항온항습기,물품,LCM,육군교육사령부,202112281030,B350C,주식회사 서번,Seobun Inc.,정용환,0518317676,부산광역시 강서구 화전산단5로27-0 (화전동),87.994,330000000
72,LCM0063,1,58092,***,소형무장헬기 훈련센터 신축 자동제어,물품,LCM,육군교육사령부,202112281030,A40D7,주식회사 아주엔지니어링,"Ah Joo Engineering Co., Ltd.",김규회,0432132181,충청북도 청주시 흥덕구 덕암로41번길86-0 (봉명동),88.049,136170000
161,LCM0062,1,58014,***,소형무장헬기 훈련센터 신축 원격검침,물품,LCM,육군교육사령부,202112281030,GB860,주식회사부경,bukyoung,강구일,0612770100,전라남도 목포시 연산로231(연산동),87.998,75207000
51,LCH0067,1,57385,***,렌탈프린터 임차 용역,물품,LCH,특수전사령부,202112281030,C38A5,현대기업,Hyundai.inc.,정연재,010-4398-2588,"경기도 부천시 소사로639-0 (여월동, 여월휴먼시아)상가동201호",87.756,111854490
7,LCG0096,2,53226,***,육군 유해환경작업장 전수조사 용역,용역,LCG,육군본부,202112281030,KCA3E,아인에스양산 주식회사,,박성옥,0553848787,"경상남도 양산시 고향의봄9길4-0 (북정동), 2층",87.802,127455700
4,HDK0036,2,56102,***,22년 정화시설 관리 용역,용역,HDK,공군제11전투비행단,202112281030,E3C99,대명환경화학,DAE MYUNG ENVIR CAMICAL,김민환,0535610379,대구광역시 서구 와룡로65길 21(),88.301,103754620
2,HCQ0072,1,56229,***,22년 사업장 생활계 폐기물 위탁처리,용역,HCQ,공군제5공중기동비행단,202112271600,CD9BC,(주)이레환경,Ireh environment,김태헌,0519711663,부산광역시 강서구 공항앞길221번길56  2층,88.27,22128590
2,LKT0075,1,57573,***,22년 직할대 음식물류 폐기물 처리용역,용역,LKT,제1989부대,202112271530,JB3D7,다복농장,,곽선우,061-453-0248,전라남도 무안군 현경면 성자동길79-36,97.033,84015000
1,LCF0562,1,43938,***,검층기/카메라 1항목 구매(통신),물품,LCF,육군군수사령부,202112271500,D2F83,씨앤에치아이앤씨 주식회사,C AND H Inc.,원용천,025013869,"서울특별시 강남구 강남대로 320, 황화빌딩 1505(역삼동)",72.354,1012000000
3,HDK0038,1,57588,***,"22-수질, 대기 측정 용역",용역,HDK,공군제11전투비행단,202112271400,E3331,주식회사 현진이앤씨,hyunjin E&C,배태호,0549735593,경상북도 칠곡군 왜관읍 칠곡대로1725-13,88.409,27661000
23,LDH1019,2,55140,***,3차원 자동정비공정용 포지셔너(2종) 구매 설치,물품,LDH,육군종합정비창,202112271300,H4339,주식회사보승글로벌,bosungglobal,위나영,07087065666,"경상남도 창원시 진해구 웅동로162-0, 105동 501호(두동, 청안해오름아파트)",84.047,241868100
4,HCQ0071,1,56050,***,22년 음식물류 폐기물 위탁처리,용역,HCQ,공군제5공중기동비행단,202112271100,CD9BC,(주)이레환경,Ireh environment,김태헌,0519711663,부산광역시 강서구 공항앞길221번길56  2층,84.414,98131968
10,SCU0169,1,57698,***,22-00 전기안전관리 대행 용역,용역,SCU,해군 기동함대사령부,202112271100,KF280,(주)태성전기안전관리,,고정훈,0648033005,제주특별자치도 서귀포시 중앙로150번길49-0 (동홍동)1층,88.155,25166200
5,SCU0168,1,57675,***,22-00 승강기 유지관리 용역,용역,SCU,해군 기동함대사령부,202112271100,FE2FB,주식회사 한독카리스산전,Handok Charis Industrial Electricity,최은영,0647438869,"제주특별자치도 제주시 서광로19길4, 라동 2층 211호",88.017,13554000
6,UAB0041,1,57504,***,2022남수원체단장 사업장폐기물처리용역,용역,UAB,국군복지단,202112271100,C609B,주식회사 녹색사람들,Green Partners,채복희,03180596400,"서울특별시 관악구 관악로 105, 동산빌딩 3층 2호(봉천동)",88.154,9292600
123,SFC0192,1,57431,***,22-덕-CCTV 및 다중화장비 유지보수 용역,용역,SFC,제9691부대,202112271100,C9451,포에스미디어(주),FORSMEDIA,원태우,0319779070,"경기도 고양시 덕양구 삼원로83, 1235호 (원흥동, 광양프런티어밸리6차)",88,32416103
113,SFC0191,1,57428,***,22-덕-AV 및 상황보고체계 유지보수 용역,용역,SFC,제9691부대,202112271100,03365,대동종합전설 주식회사,DAE DONE ELECTRIC CONSTRUCTION CO.LTD,윤명숙,0315672101,"경기도 남양주시 다산지금로16번길43, 512호 (다산동)",88,36733286
5,SFC0190,1,57424,***,22-덕-LPG(액화석유가스) 구매,물품,SFC,제9691부대,202112271100,G5224,우리가스,wooligas,이영채,02-889-7780,경기도 화성시 삼천병마로1474-0 (봉담읍),88.29,81481580
2,UMM0661,1,56022,***,"(21G199-A)출입통제,주전산기,원격재해복구 금융리스",물품,UMM,국군재정관리단,202112271100,B179B,롯데캐피탈(주),LOTTE CAPITAL,추광식,0234510099,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층",99.032,5614967180
2,SCU0167,1,57621,***,스위트콘 등 8종 구매,물품,SCU,해군 기동함대사령부,202112271100,GA542,오도유통,ODO,윤선숙,01050972520,제주특별자치도 제주시 구좌읍 김녕로129,88.137,100778920
8,MCS0107,1,57427,***,'22년 간부식당 식자재 구매,물품,MCS,국방부계룡대근무지원단,202112271100,D4976,한샘유통 주식회사,hansame,유임묵,0316470715,경기도 평택시 포승읍 여술2길25,83.083,2500615500
6,MCS0106,1,57420,***,"'22년 무궁화회관, 성우회관 식자재 구매",물품,MCS,국방부계룡대근무지원단,202112271100,G2475,주식회사 큐엔씨유통,QNC,신현세,0314051426,"경기도 안산시 단원구 달미로10(선부동, 산호상가 137, 138호)",83.052,666830800
11,LGS0082,1,57308,***,양양 동원훈련장 생활관 신축 전광판 설치,물품,LGS,육군 제8군단,202112271030,I03AE,(주)금호시스템,KUMHO SYSTEM,조규욱,0337356700,강원특별자치도 원주시 문막읍 동화공단로84 1층,88.005,54664857
10,LHM0059,1,57635,***,(21-신-33)GOP 통합급수 시설 현장제어장치 제조구매,물품,LHM,제15보병사단,202112271030,3257F,비콤시스템(주),"BECOM SYSTEM CO.,LTD.",신인근,0337327151,강원특별자치도 원주시 문막읍 문막공단길53,88.538,40763487
12,LHM0060,1,57641,***,21-신-32 GOP 통합급수 시설 소방배관 제조구매,물품,LHM,제15보병사단,202112271030,CBD24,주식회사 희성,HEESUNG,이현국,0334521700,강원특별자치도 철원군 동송읍 금학로31-80,88.18,23967717
