참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(주소),낙찰률,낙찰금액
116,HCQ0047,1,48561,***,17년 00부대 작전지원센터 청소용역,용역,HCQ,공군제5공중기동비행단,201612301000,E83A7,하나관리(주),HANA,이은주,0515299993,부산광역시 동래구 온천천로431번길  37(안락동),90.117,43365460.0
22,LGT0034,1,48136,***,0부대 중대시설 분전반 제조설치(16-312),물품,LGT,제2307부대,201612291100,F91A4,설악테크,seorak tech,김화성,0334610399,강원특별자치도 인제군 북면 원통로74번길10-5(원통농공단지),88.0408,29098720.0
22,UMM0839,1,48049,***,13-본-국대-01 00학교 가구 및 비품 제조설치,물품,UMM,국군재정관리단,201612291100,B30CC,주식회사 디에스나이키,"DS NAIKI CO.,LTD",김준홍,027342125,"서울특별시 구로구 구로중앙로134, 4층(구로동, 리치몰)",88.2297,2165042000.0
26,UMM0651,1,46580,***,17년 응용체계통합/온나라시스템 유지보수 용역,용역,UMM,국군재정관리단,201612291100,CD660,어니컴 주식회사,"ONYCOM, INC",이석호,025410080,"서울특별시 용산구 두텁바위로21, 5층 (갈월동, 어니컴빌딩)",87.7522,159414948.0
9,LGT0035,1,48138,***,00부대 중대시설 조명기구 제조납품(16-314),물품,LGT,제2307부대,201612291100,C959B,주식회사 한서,"HANSEO Co.,LTD",이명옥,0337462110,강원특별자치도 원주시 태장공단길47-0 (태장동),88.3713,32424410.0
4,HCL0100,1,48057,***,2017년 난방연료,물품,HCL,공군사관학교,201612291030,GAA78,주식회사거성에너지,kesung,박정봉,01055548097,충청북도 충주시 서흥1길22-0 (목행동),90.4952,149700000.0
8,LNF0041,1,49073,***,00부대 체육시설 비품구매(고소작업대 등 9종),물품,LNF,제1보병사단,201612291030,H0239,주연ICT,JUYEONICT,이주연,070-4789-0055,경기도 파주시 중앙로279-0 (아동동),88.1355,22380178.0
2,LKM0081,1,46789,***,입영장병 신체검사 위탁 용역(전북 임실),용역,LKM,제2632부대,201612281500,HB690,미래한국병원,MIRAE HANKOOK HOSPITAL,임영국,0415456114,충청남도 아산시 번영로230번길13 (모종동),96.3567,42778000.0
11,HFK0001,3,00009,***,천궁 CBT 유지보수용역,용역,HFK,제1방공유도탄여단,201612281400,G3F84,주식회사 에이티디랩,"ATD LAB.Co.,Ltd",정석진,053-357-2100,대구광역시 북구 노원로75-0 (노원동3가) 로봇혁신센터 305호,88.7875,48310000.0
28,MCK0003,2,47683,***,사무용 전산장비 운영체제 재설치,용역,MCK,국방전산정보원,201612281330,A76F7,셀렉트정보기술(주),select information,권영용,0234920193,서울특별시 강서구 월정로28길 28(),88.942,32812700.0
3,UMM0832,2,42902,***,17년 분석용 모델 유지보수 용역,용역,UMM,국군재정관리단,201612281100,D7A4A,트루인터페이스(주),trueinterface,김영국,025401636,"서울특별시 강남구 봉은사로129-0 (논현동, 거평타운오피스텔) 1126호",88.6973,291400000.0
2,HCM0002,1,00019,001,17년 액화석유가스(LPG) 구매,물품,HCM,공군교육사령부,201612281100,ECA82,주식회사 가스마켓코리아,"GASMARKET KOREA CO., LTD.",박영숙,0552982266,경상남도 창원시 의창구 동읍 동읍로1033-0,88.1977,1889.0
22,UMM0836,1,46997,***,17년 전자식 교환기 유지보수 용역,용역,UMM,국군재정관리단,201612281100,DDD5B,지에이치정보통신주식회사,"Global Hope Info Comm co.,ltd.",이원준,0417530300,충청남도 금산군 금산읍 남사직1길14-4,88.0945,68497773.0
11,UMM0834,1,46942,***,17년 디지털 포렌식 시스템 유지보수 용역,용역,UMM,국군재정관리단,201612281100,B95DE,주식회사 영신전기,YoungShinElectricity,김주호,0533116170,대구광역시 북구 매천로동17길 52(),87.849,71908799.0
23,UMM0838,1,45526,***,17년 국군수도병원 환자 급식보조원 용역,용역,UMM,국군재정관리단,201612281100,BDECC,(주)경포,gyong po,김동율,0547719356,경상북도 경주시 유림로 53-8(황성동),88.202,738734200.0
3,HCL0097,2,46235,***,군수처 취사연료,물품,HCL,공군사관학교,201612281030,GE2D7,SK가스충청충전소,SK Gas Choongchung Filling Station,홍금성,043-232-0520,충청북도 청주시 흥덕구 가로수로1086번길20-0 (비하동),88.0299,73519966.0
2,SCI0054,1,47686,***,'17-00부대 승강기 유지관리 용역,용역,SCI,제9121부대,201612281030,A8575,주식회사 에이엔티,"ANAMTECH CO.,LTD.",제정철,0553137070,경상남도 김해시 진례면 테크노밸리1로25-0,88.1353,8086450.0
2,LCG0130,1,47924,***,17년 방사선 피폭선량 측정 용역,용역,LCG,육군본부,201612281030,A766A,한일원자력주식회사,hanilnuclear.co.ltd,서승범,0314434284,"경기도 안양시 만안구 덕천로45, 301호,302호(안양동, 동영벤처스텔)",89.5599,13490000.0
1072,SFD0189,1,47797,***,17-P-02 문덕관사 청소 용역,용역,SFD,제9227부대,201612281030,H6762,주식회사 어울림에이치알에스,"aulimHRS co. ,ltd.",이승원,0226785354,서울특별시 영등포구 경인로71길70-0 (문래동5가) 벽산디지털밸리 805호,87.9958,213104280.0
1075,SFD0188,1,47796,***,17-P-01 청림관사 청소 용역,용역,SFD,제9227부대,201612281030,CA026,주식회사 은진,EUNJIN,조현순,028163263,서울특별시 동작구 여의대방로26길22-0 (대방동),88.002,239825600.0
1072,SFD0189,2,47797,***,17-P-02 문덕관사 청소 용역,용역,SFD,제9227부대,201612281030,H6762,주식회사 어울림에이치알에스,"aulimHRS co. ,ltd.",이승원,0226785354,서울특별시 영등포구 경인로71길70-0 (문래동5가) 벽산디지털밸리 805호,87.9958,213104280.0
1075,SFD0188,2,47796,***,17-P-01 청림관사 청소 용역,용역,SFD,제9227부대,201612281030,CA026,주식회사 은진,EUNJIN,조현순,028163263,서울특별시 동작구 여의대방로26길22-0 (대방동),88.002,239825600.0
2,SFC0229,1,47835,***,우갈비 등 15품목 (덕산스포텔),물품,SFC,제9691부대,201612281030,G75EF,충성축산,chungsung meat,석관희,031-8059-6205,경기도 화성시 정남면 만년로440-0,92.1355,57227200.0
2,SFC0228,1,47822,***,감자전분 등 211품목(덕산스포텔),물품,SFC,제9691부대,201612281030,D4976,한샘유통 주식회사,hansame,유임묵,0316470715,경기도 평택시 포승읍 여술2길25,84.4127,89830000.0
2,SFC0227,1,47817,***,다목적작업차,물품,SFC,제9691부대,201612281030,C6325,국제통상,KUKJETRADE,이중승,031-746-3317,경기도 성남시 분당구 벌말로40번길 4-1(),92.6953,49500000.0
5,LPG0062,1,48186,***,토양정화사업 액화석유가스(LPG) 구매,물품,LPG,제5보병사단,201612281030,GE29B,여주LPG충전소,YEOJU LPG FILLING STSTION,최일삼,031-884-7113,경기도 여주시 가남읍 경충대로900,70.0417,203537200.0
3,EGD0048,2,6003,***,상륙기동헬기 초도양산 지원장비,물품,EGD,항공기계약팀 (구:19.09.16),201612271500,F6841,우주산업플랜트 주식회사,wooju,최창식,0552865098,경상남도 창원시 의창구 봉강가술로537번길42-0 (대산면),89.5066,6856000000.0
2,HCS0043,1,45437,***,"17년 상반기 토성회관 식자재(채소류,공산물) 구매",물품,HCS,제3훈련비행단,201612271330,FAABC,한양상사,HanYang,박건점,055-753-5215,경상남도 진주시 촉석로207번길10-1 (수정동),89.3278,98364000.0
94,MDR0084,1,47084,***,어린이집 교구교재 51종 구매,물품,MDR,제9965부대,201612271130,H62BE,더에이치컴퍼니,THE H COMPANY,조현정,01097052089,"경기도 성남시 분당구 판교로393, 204동 702호(삼평동, 봇들마을)",87.996,29842600.0
8,HCL0096,2,45143,***,17년 렌탈프린터 임차 용역,용역,HCL,공군사관학교,201612271100,CE01B,넥스트정보,NEXTJEONGBO,강석남,0432720868,충청북도 청주시 흥덕구 복대로102-0 (복대동),88.8802,51086090.0
2,SFH0113,1,46951,***,코인 등 3품목,물품,SFH,제9196부대,201612271100,DBE6B,대한상역,"DH,,Lte",나혜만,010-4398-2588,인천광역시 강화군 양도면 강화남로374번길26-21,87.1585,22385000.0
25,MDI0025,1,45104,***,17년 전산장비 유지보수 용역,물품,MDI,제7016부대,201612271100,C4B7D,주식회사 페타바이트,PETABYTE,정세영,024160941,"서울특별시 서초구 방배로60, 광찬빌딩 3층 302호(방배동)",87.8498,22720170.0
7,MDG0154,1,46660,001,2017년 LPG 구매 (강원),물품,MDG,국군의무사령부,201612271100,BFA96,동방도시가스산업(주),Dong Bang Gas .In,안홍재,033-644-9361,강원특별자치도 강릉시 연곡면 동해대로 4076(),88.4603,866.0
3,MDG0153,1,46659,001,2017년 LPG 구매 (경기),물품,MDG,국군의무사령부,201612271100,F8A35,원진에너지주식회사,won jin energy,강수만,0325737223,경기도 안산시 단원구 장골1길38-0 (대부남동),88.4175,752.3
9,MDG0152,1,46658,001,2017년 LPG 구매 (전라),물품,MDG,국군의무사령부,201612271100,EB616,원진특수가스주식회사,"wonjin specialization gas co., ltd.",김경희,0635351008,전북특별자치도 정읍시 덕천면 황토현로646,89.1054,815.6
401,UMM0837,1,46835,***,국방통합데이터센터(2센터) 시설관리용역,용역,UMM,국군재정관리단,201612271100,AA964,(주)거성지엠에스,Geo-Sung GMS Co.Ltd,양봉조,0537421221,"대구광역시 수성구 시지로50-1, 4층 (시지동,거성알파빌딩)",88.0042,496570000.0
7,UMM0786,2,39099,***,국군의무사령부 외진셔틀버스 용역,용역,UMM,국군재정관리단,201612271100,ABC7B,주식회사 동양실업,dongyang,최충일,0638318100,전북특별자치도 익산시 서동로46길25-0 (석암동),89.719,641360000.0
2,SFH0113,2,46951,***,코인 등 3품목,물품,SFH,제9196부대,201612271100,DBE6B,대한상역,"DH,,Lte",나혜만,010-4398-2588,인천광역시 강화군 양도면 강화남로374번길26-21,87.1585,22385000.0
25,MDI0025,2,45104,***,17년 전산장비 유지보수 용역,물품,MDI,제7016부대,201612271100,C4B7D,주식회사 페타바이트,PETABYTE,정세영,024160941,"서울특별시 서초구 방배로60, 광찬빌딩 3층 302호(방배동)",87.8498,22720170.0
7,MDG0154,2,46660,001,2017년 LPG 구매 (강원),물품,MDG,국군의무사령부,201612271100,BFA96,동방도시가스산업(주),Dong Bang Gas .In,안홍재,033-644-9361,강원특별자치도 강릉시 연곡면 동해대로 4076(),88.4603,866.0
3,MDG0153,2,46659,001,2017년 LPG 구매 (경기),물품,MDG,국군의무사령부,201612271100,F8A35,원진에너지주식회사,won jin energy,강수만,0325737223,경기도 안산시 단원구 장골1길38-0 (대부남동),88.4175,752.3
9,MDG0152,2,46658,001,2017년 LPG 구매 (전라),물품,MDG,국군의무사령부,201612271100,EB616,원진특수가스주식회사,"wonjin specialization gas co., ltd.",김경희,0635351008,전북특별자치도 정읍시 덕천면 황토현로646,89.1054,815.6
2,MCN0113,1,47177,***,긴급 영선보수자재 구매(UPS배터리),물품,MCN,국방부근무지원단,201612271100,F98B0,주식회사 비엔피시스템,"BnPsystem Co.,Ltd",주희,0314297215,"경기도 안산시 상록구 서당길27, 1동 (주)비엔피시스템(양상동)",71.498,26961000.0
17,MCN0112,1,45582,***,00지역 시설공사 관급자재(알루미늄패널) 제조 납품,물품,MCN,국방부근무지원단,201612271100,A9CB5,주식회사 극동,"KukDong Co.,Ltd.",이은숙,0543349192,경상북도 영천시 도남공단3길28-28 (도남동),88.1959,121270000.0
141,MCN0111,1,45577,***,00지역 시설공사 관급자재(GHP) 설치납품,물품,MCN,국방부근무지원단,201612271100,B99CE,지엔원에너지 주식회사,"G-ENONE Energy Co.,Ltd.",장재우,031-420-4677,"경기도 안양시 동안구 학의로 268, 안양메가밸리 809(관양동)",83.2623,276511000.0
3,MCD0087,2,41952,***,단기 복무 청년층 장병 진로지원 프로그램 개발 연구,용역,MCD,국방부(운영지원과),201612271100,A8263,(사)한국능률협회,Korea Management Association,최권석,0232749200,"서울특별시 영등포구 의사당대로22, 8층 9층 10층(여의도동, 이룸센터)",0.0,46640000.0
49,LNR0015,1,47500,***,4개 개편부대 조명등 제조납품(정정공고),물품,LNR,수도기계화보병사단,201612271100,D03E7,주식회사 효선전기,Hoysun Electric Co.,박현주,0319451213,경기도 파주시 조리읍 등원로353번길15-38,88.0176,96697190.0
5,LHK0026,4,43261,***,공병여단 장간조립교 자재 제조납품,물품,LHK,제2군단,201612271100,1900F,전일목재산업 주식회사,JEONIL TIMBER,김병진,0635453131,전북특별자치도 김제시 백구면 금백로1138-0,88.2225,91549000.0
94,LHD0031,1,46286,***,7162부대 GOP 철책 시설물보강 자재구매,물품,LHD,제21보병사단,201612271100,H229E,케이엔피 트레이드,knp trade,구정희,01097224808,"강원특별자치도 고성군 거진읍 거탄진로142-0, 3층 1호",88.0466,50410176.0
2,LGP0122,1,46983,001,설 경축특식 빵세트,물품,LGP,제1군수지원사령부,201612271100,2442F,(주)빙그레,binggrae,김광수,01020565447,경기도 남양주시 다산순환로45 (다산동),97.8718,1456.0
154,LCH0037,1,46198,***,00부대 복지회관 신축 냉난방기 구매설치,물품,LCH,특수전사령부,201612271100,B706E,주식회사 파이런텍,PYLONTECH,이병길,024073588,"서울특별시 송파구 송파대로201-0, B동 13층 1301호 (문정동, 송파테라타워2)",88.0117,103530820.0
3,LCF0991,2,43703,***,신호처리기 조립체 등 16항목 구매(기장),물품,LCF,육군군수사령부,201612271100,BEB46,(주) 렘텍,LEM TECh,홍인숙,031-905-5703,"경기도 고양시 일산동구 일산로142-0 (백석동, 유니테크빌)619호",90.0703,665000000.0
2,HDM0051,1,46645,***,17-1 상층대기분석장비(UAAS-10) 외주정비,용역,HDM,공군제17전투비행단,201612271030,F7C49,(주)액티브솔루션,Active Solution Ltd.,김종원,0222029200,"서울특별시 송파구 오금로19길6, 202호(방이동)",88.4992,47857900.0
2,LHN0095,1,48112,***,사단 동계 대비 노후보일러 교체,물품,LHN,제7보병사단,201612271030,C82A7,사내종합설비,,이청준,033-441-0304,강원도 화천군 사내면 사창리365-4,91.5293,12804800.0
11,SDG0072,1,47752,***,17-인-프린터 임차,용역,SDG,제2002부대,201612271030,DBE6B,대한상역,"DH,,Lte",나혜만,010-4398-2588,인천광역시 강화군 양도면 강화남로374번길26-21,88.2464,17470200.0
8,SCH0348,1,47713,***,17-부 00회관 승강기 유지관리용역,용역,SCH,해군작전사령부,201612271030,E43E1,영재엘리베이터,Young Jae Elevator,김대진,051-808-0119,부산광역시 부산진구 부전동384-28 2F,90.3307,1052100.0
3,SFD0184,2,47429,***,17-P-생활 및 음식물류폐기물 위탁 처리 용역,용역,SFD,제9227부대,201612271030,E5866,(주)삼호환경,samhoenv,유성백,0542733333,경상북도 포항시북구 죽도동703-5 4층,88.3501,182045436.0
3,SFD0184,1,47429,***,17-P-생활 및 음식물류폐기물 위탁 처리 용역,용역,SFD,제9227부대,201612271030,E5866,(주)삼호환경,samhoenv,유성백,0542733333,경상북도 포항시북구 죽도동703-5 4층,88.3501,182045436.0
6,SFD0183,1,47425,***,17-P-포특사 하폐수처리시설 위탁 관리 용역,용역,SFD,제9227부대,201612271030,F066B,주식회사 씨엔지환경,Clean and Green Environment Co.Ltd,이동영,054-471-3861,"경상북도 구미시 산호대로187-0 (공단동, 낙동상가)606호",87.7701,68782960.0
30,SFM0126,1,47257,***,초코파이 등 27종 구매,물품,SFM,제3170부대,201612271030,B8DB8,씨제이프레시웨이 주식회사,CJFRESHWAY,이건일,0221496154,경기도 용인시 기흥구 기곡로32-0 (하갈동),83.0381,491870000.0
2,SFM0125,1,47201,***,모듬두텁떡 등 6종 제조,물품,SFM,제3170부대,201612271030,GA0E9,주식회사 장원식품,JANGWONFOOD CO.LTD,김오식,0538543301,경상북도 경산시 자인면 자인공단2로31-0 (장원식품),96.9668,270000000.0
34,SFM0123,1,47192,***,삼계탕 등 47종 구매,물품,SFM,제3170부대,201612271030,B9586,주식회사 에스피씨삼립,samlip,김범수,01053682751,경기도 시흥시 공단1대로 101(정왕동),83.2684,530199900.0
33,SFM0122,1,47189,***,초코우유 등 29종 구매,물품,SFM,제3170부대,201612271030,2442F,(주)빙그레,binggrae,김광수,01020565447,경기도 남양주시 다산순환로45 (다산동),83.2429,387575034.0
50,SFD0186,1,47442,***,17-P-수성사격장 시설물 관리 용역,용역,SFD,제9227부대,201612271030,AA46C,동양건설(주),dongyanggunsul,정석수,0547443871,경상북도 경주시 양정로234 (동천동) 3층,87.7835,47269000.0
3,SFD0184,3,47429,***,17-P-생활 및 음식물류폐기물 위탁 처리 용역,용역,SFD,제9227부대,201612271030,E5866,(주)삼호환경,samhoenv,유성백,0542733333,경상북도 포항시북구 죽도동703-5 4층,88.3501,182045436.0
6,SFD0183,2,47425,***,17-P-포특사 하폐수처리시설 위탁 관리 용역,용역,SFD,제9227부대,201612271030,F066B,주식회사 씨엔지환경,Clean and Green Environment Co.Ltd,이동영,054-471-3861,"경상북도 구미시 산호대로187-0 (공단동, 낙동상가)606호",87.7701,68782960.0
92,SFD0182,1,47424,***,17-P-사단 건물 청소 용역,용역,SFD,제9227부대,201612271030,H1CA7,라파워터텍,RAPHA WATER TECH,류향미,0546142681,경상북도 포항시 북구 기계면 새마을로1370-4,88.0016,69984620.0
52,SFC0225,1,47454,***,베트남전투사발간,물품,SFC,제9691부대,201612271030,CE88D,오스카인쇄,osk feninting,박장진,02-2274-0738,서울특별시 중구 퇴계로41길28-0 (인현동2가),87.9957,20287500.0
7,SCR0165,1,46684,***,16-해-항공정비실습장 주파수변환기 구매,물품,SCR,해군제3함대사령부,201612271030,G5D9E,(주) 테스,"TEES CO.,LTD",정인숙,0315933600,경기도 남양주시 비룡로411번안길31-0 (화도읍),55.8236,25300000.0
4,SCN0379,1,47677,***,'17-00사 음식물쓰레기 위탁처리용역,용역,SCN,제7001부대,201612271030,H35A3,영남농장,영남농장,김창호,010-5585-7880,경상남도 창원시 마산합포구 진전면 일암리246 (내평길33-246),89.3304,56076777.0
8,SCN0378,1,47668,***,'17-00의료원 조경관리 용역,용역,SCN,제7001부대,201612271030,FF328,남영조경건설주식회사,NYJK,이세정,0557533877,"경상남도 진주시 도동천로276,현대아파트 상가동 302호",87.8891,30932000.0
7,SCF0524,2,44767,017,햄버그스테이크 등 31종 구매,물품,SCF,해군군수사령부,201612271030,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",99.9132,5190.0
8,MDJ0022,1,46562,***,2017년 환자급식용 식재료 구매,물품,MDJ,국군대전병원,201612271030,DFA97,다해푸드,dahae.food,김기숙,0425876667,대전광역시 유성구 반석서로19번길35-0 (지족동),84.4738,493381020.0
3,LFN0040,1,46470,***,17년 생도증식 148종 구매,물품,LFN,육군3사관학교,201612271030,G1F6C,삼성웰스토리 (주),SAMSUNG WELSTORY INCORPORATED,정해린,03151714439,경상북도 칠곡군 왜관읍 삼청4길39-0,84.0192,199646370.0
27,LDG0047,1,47389,***,17년 과학화 경계시스템 외주정비 용역,용역,LDG,육군 탄약지원사령부,201612271030,E0E29,주식회사 에버정보기술,"EVER Information Technolongy Co.,LTD",김문희,0424850281,"대전광역시 유성구 테크노3로 65, 대덕 한신에스메카 630호(관평동)",87.8736,94400664.0
7,HCQ0046,1,48087,***,17년 프린터 임차 용역,용역,HCQ,공군제5공중기동비행단,201612271000,G71D1,메리트,merit,김진희,051-582-4035,부산광역시 금정구 중앙대로1893번길52-0 (구서동),88.3018,24343520.0
5,MDG0062,1,46402,***,2017년 음식물폐기물 처리용역,용역,MDG,국군의무사령부,201612261200,FFFA8,학산자원,HAKSAN Recycle,강윤구,031-867-1147,경기도 양주시 봉양동칠봉산로254번길 57-10,88.7551,30770000.0
3,MCR0025,1,44437,***,17년 종합정보시스템 유지보수 용역,용역,MCR,국방대학교,201612261100,F11C0,(주)트리토,TRITO,박은신,025405998,"서울특별시 서초구 서초대로64길47,303호 (서초동, 희정빌딩)",0.0,43505000.0
39,HCR0024,2,41943,***,관급자재-글라스울징크 판넬 제조.구매(설치포함),물품,HCR,공군제15특수임무비행단,201612261100,HB817,다얼테크,DA  EL  TECH,차정수,01050840017,"경기도 김포시 고촌읍 장차로13, 3층 303-2호",88.0421,32116930.0
4,MDG0057,2,46238,***,2017년 대구병원 승강기관리용역,용역,MDG,국군의무사령부,201612261100,E43B9,태경엘리베이터(주),Tae Kyung Elevator,최태광,054-246-1350,"경상북도 포항시 북구 새마을로26-0 (용흥동, 용흥 현대타워2차아파트) 2F",89.1722,7144347.0
2,HCG0001,1,00008,***,'17년 기록보존장비(M/F장비) 유지보수 용역,용역,HCG,공군본부,201612261100,EF559,주식회사 산돌비엠티,"SANDOL BMT Co., Ltd.",김은아,023251225,"서울특별시 마포구 양화로3길 82, 국민빌딩 2층(합정동 426-21 국민빌딩 2층)",98.1697,45000000.0
2,SFH0112,1,46635,***,식자재 구매(일반미 등 174품목),물품,SFH,제9196부대,201612261100,H2978,동원푸드,동원푸드,박진석,010-3705-0815,인천광역시 남동구 에코중앙로96-0 (논현동) 904동3503호,91.7136,121558687.0
5,MDD0102,1,46308,***,'17년 환자급식(증후식류) 식품 구매,물품,MDD,국군수도병원,201612261100,H8CBB,주식회사 삼우인더스트리,Samu International Inc,배상진,010-2130-3414,경기도 고양시 일산동구 문원길170번길67(설문동),83.716,105860000.0
7,MDD0101,1,46307,***,'17년 환자급식(부식류) 식품 구매,물품,MDD,국군수도병원,201612261100,B9586,주식회사 에스피씨삼립,samlip,김범수,01053682751,경기도 시흥시 공단1대로 101(정왕동),83.7235,481201000.0
11,HCF0148,2,46246,***,임대 프린터,용역,HCF,공군군수사령부,201612261030,E045E,주식회사 서트,"tonerworld Co.,Ltd.",차성호,0328671663,인천광역시 남구 미추홀대로669번길 81(도화동),87.7493,59116700.0
171,SFG0179,1,47665,***,페인트건 등 7종,물품,SFG,제9181부대,201612261030,G4CE2,금성기업,KUMSONG,김은애,0318110024,경기도 고양시 덕양구 주교동616-1 신양빌딩304호,88.1413,5684186.0
4,SFL0159,1,47608,***,17-교-CBT제작실 유지보수용역,용역,SFL,제3283부대,201612261030,G0B25,(주)앤디커뮤니케이션,"ND Communication Co.,Ltd.",엄의정,023251993,"서울특별시 영등포구 영등포로150, 비1308호(당산동1가, 생각공장 당산)",97.265,13200000.0
54,SFD0185,1,47438,***,17-P-평창훈련장 시설물 관리 용역,용역,SFD,제9227부대,201612261030,EA089,성주산업건설(주),"sungjoo industry Constrution Co.,Ltd",함주옥,0333736511,강원특별자치도 영월군 영월읍 팔괴로217-0,88.0841,24343636.0
4,HDP0038,2,44994,***,음식물쓰레기 처리용역(17년도),물품,HDP,공군제19전투비행단,201612261030,H229C,중원산업,JUNGWON Industry,김경민,01062460327,충청북도 충주시 주덕읍 화개1길16 (서충주신도시 삼일파라뷰 그랜드센트럴) 220동 212호,91.1995,34300000.0
2,SCN0375,2,46305,***,'17-프린터 10대 임차용역,용역,SCN,제7001부대,201612261030,G7193,TOP OA시스템,TOP OA SYSTEM,진주현,055-253-5346,경상남도 창원시 성산구 창원천로158-0 (반지동),88.7106,3942000.0
11,HCF0148,1,46246,***,임대 프린터,용역,HCF,공군군수사령부,201612261030,E045E,주식회사 서트,"tonerworld Co.,Ltd.",차성호,0328671663,인천광역시 남구 미추홀대로669번길 81(도화동),87.7493,59116700.0
5,UAC0082,1,46754,***,Truepress-jet520 전용잉크등 2종 구매,물품,UAC,국방출판지원단,201612261030,H9688,가온정보,GAON INFORMATION,이형구,010-5449-3049,서울특별시 금천구 벚꽃로286-0 (가산동) 삼성리더스타워 611호,92.8265,176388300.0
14,UAC0077,2,43976,***,인쇄용지8종 제조/구매,물품,UAC,국방출판지원단,201612261030,ACC15,세풍지업상사,,정헌화,0426278333,대전광역시 동구 태전로 56-9(),83.9948,210758908.0
12,SCN0350,2,40748,***,'16년 00정수장 퇴적물 준설처리 용역,용역,SCN,제7001부대,201612261030,E9591,주식회사 지엔티건설,G&Tconstruction,이명련,0552660820,경상남도 창원시 의창구 북면 감계로156번길15-0,88.0526,24664245.0
13,LPG0060,1,47516,***,00지역 철책 보강자재 구매,물품,LPG,제5보병사단,201612231600,H9254,현상사,hyunsaungsa,유현숙,070-4069-6457,경기도 가평군 조종면 운악청계로238-38,88.0194,33077735.0
87,MDR0085,1,47087,***,가전제품 7종 구매,물품,MDR,제9965부대,201612231430,DA795,와이엠,YM,이영주,070-8611-4873,대전광역시 서구 도산로403번길21 전자타운419호,88.1272,7035000.0
11,LMS0097,1,45083,001,'17년 설날 경축특식(과자세트) 구매(제조),물품,LMS,제7789부대,201612231400,DE986,성도교역,sungdo co ltd,최계영,023062353,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)",88.1151,1298.27
4,LDC0022,1,46485,***,00부대 생활관 증축공사 진공온수보일러 제조 / 설치,물품,LDC,육군과학화전투훈련단,201612231130,D84D3,주식회사 동광보일러,"DONGKWANG BOILER CO., LTD.",박정연,0262588989,충청남도 아산시 수장로67-0 (배미동),92.9709,32800000.0
