참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(주소),낙찰률,낙찰금액
2,HDC0048,1,57690,***,21-용-4 생활 폐기물 위탁처리 용역,용역,HDC,공군제1전투비행단,202012301030,B6532,초당환경유한회사,chodang environment,박영남,0629441488,전라남도 장성군 삼서면 옥산길9,88.411,82407000
3,SCL0137,1,57315,***,21-00학교 승강기 유지관리 용역,용역,SCL,해군사관학교,202012301030,F39C9,주식회사 우성엘리베이터,(joo)woosungelevator,화경호,0555411100,경상남도 창원시 진해구 이동로40번길3-0 (이동),88.937,19909824
4,LFN0037,1,57371,***,21년 3사교 교육정보종합시스템 SW 유지보수 용역,용역,LFN,육군3사관학교,202012301030,D6C35,Tonc,Tonc,이병일,0537462133,"대구광역시 수성구 동대구로386, 5층 505호(범어동)",88.685,39372740
12,SFD0120,1,57075,***,21-청룡회관 전기안전관리 용역,용역,SFD,제9227부대,202012301030,E4447,(주)영남전기,youngnamjungi,김문수,054-281-0616,경상북도 포항시 남구 희망대로687 (상도동),88.001,13026950
8,SFD0119,1,57067,***,21-청룡회관 하수처리시설 위탁관리 용역,물품,SFD,제9227부대,202012301030,A1BA5,(주)에싸,"Essa co.,ltd.",윤영내,0547412188,경상북도 경주시 알천북로249번길 1(동천동),88.105,15480000
4,SDQ0089,1,56823,***,21-대기오염 방지시설 검사용역,용역,SDQ,해군제2수리창,202012301030,J965C,주식회사영우환경,,송기면,0314143200,"경기도 안산시 단원구 광덕3로145-5, 402호 (고잔동, 동일프라자)",88.635,26848880
4,LKQ0020,2,52660,***,21년 비행3종 시뮬레이터 외주정비 용역,용역,LKQ,육군항공학교,202012301030,3608F,(주)보성공업,"BOSUNG INDUSTRY CO.,LTD",김주한,0318658833,"경기도 양주시 은현면 운하로434번길81-11, 2층",88.107,468500000
6,MHD0083,2,47210,***,대우조선해양 차기호위함 물품대금 소송위탁계약,용역,MHD,방위사업청(운영지원과),202012291600,IDE13,법무법인 평안,,박성준,0260106565,"서울특별시 서초구 서초대로50길8-0 (서초동)12층 (서초동,관정빌딩)",,35992000
4,MHD0086,1,55805,***,K-11복합형소총 관련 채무부존재확인 소송위탁계약,용역,MHD,방위사업청(운영지원과),202012291500,IDE13,법무법인 평안,,박성준,0260106565,"서울특별시 서초구 서초대로50길8-0 (서초동)12층 (서초동,관정빌딩)",,68970000
56,HDK0055,1,56634,***,항공관제레이더(ASR) 관급자재 통신배선반,물품,HDK,공군제11전투비행단,202012291330,G1717,주식회사 태영아이앤씨,,신동준,07077290752,"경기도 성남시 중원구 갈마치로302, B-1909호(상대원동,우림라이온스밸리5차)",88.094,88079379
10,HCS0036,1,57689,***,"'21년 육류(장교,토성회관)계약",물품,HCS,제3훈련비행단,202012291300,EB8EE,농업회사법인 주식회사 세명축산,saemyong,권호숙,0557412142,경상남도 진주시 명석면 판문로508,88.216,117772800
5,LHR0060,1,56463,***,21년도 무한잉크 및 렌탈프린터 임차용역,용역,LHR,육군 제37보병사단,202012291100,CE01B,넥스트정보,NEXTJEONGBO,강석남,0432720868,충청북도 청주시 흥덕구 복대로102-0 (복대동),87.776,41195200
6,HDT0029,1,56947,***,`21년~`22년 음식물쓰레기 위탁처리 용역,물품,HDT,공군작사근무지원단,202012291100,G51F9,아라환경,ara naturao recycie,이석재,0334354471,강원특별자치도 홍천군 홍천읍 영서로1981-0,88.041,41353804
9,HDF0078,1,56942,***,'21년 오수처리시설관리용역,용역,HDF,공군 제8전투비행단,202012291100,A44EB,그린건설환경(자),greencon,김영현,0335630788,"강원특별자치도 정선군 정선읍 서동로1240, 102호",88.051,22897730
3,SFH0006,1,00222,***,21-B-복지시설 식자재 구매 납품,물품,SFH,제9196부대,202012291100,I57B7,모아상사,moa,최중강,07087982774,인천광역시 미추홀구 인하로129(용현동),88.555,129995214
4,SFH0005,1,00220,***,21-B-IP교환기 유지보수 용역,용역,SFH,제9196부대,202012291100,DF9F3,주식회사 세븐전자코리아,SEVEN ELECTRONICS KOREA,김규근,0327776958,"인천광역시 중구 참외전로110-6, 1층 (인현동)",88.374,28161700
2,SFH0004,1,00188,***,21-B-오폐수처리시설 위탁관리 용역,용역,SFH,제9196부대,202012291100,06047,브니엘네이처 주식회사,bnlnature,박정호,0325660010,"인천광역시 서구 원당대로841(원당동, 골든벨프라자 6층)",90.306,180000000
8,HCL0004,1,00234,***,21-학사관리 통합체계 유지보수 용역,용역,HCL,공군사관학교,202012291100,C0E83,주식회사코드원,"CODEONE Co.,Ltd.",동중영,0432670001,"충청북도 청주시 서원구 사직대로164번길9, 401(사창동)",89.677,46059401
22,LPK0031,2,56717,***,정수기 임차용역(21년 ~ 23년),용역,LPK,제8기동사단,202012291100,GE743,웰컴퍼니,wellcompany,장석우,07088192580,경기도 고양시 덕양구 무원로6번길61 606-1호(행신동),87.851,129695930
69,LPG0045,3,52815,***,GOP 과학화 광망 경계시스템 재료(광망 등 12건),물품,LPG,제5보병사단,202012291100,FA03A,주식회사 코드원에스에스,,이윤희,0432660001,충청북도 청주시 서원구 사직대로164번길9-0 (사창동),90.384,90598174
3,LKG0056,1,57245,***,21년 부산지역 음식물쓰레기 처리용역,용역,LKG,육군제53보병사단,202012291100,H29B4,(주)지원환경,jiwon.Inc.,이연희,0519148880,부산광역시 기장군 정관읍 산단7로92-34,89.209,106269000
33,LDC0015,1,56964,***,'21년 과학화 전투훈련 체계 유지보수 용역사업,용역,LDC,육군과학화전투훈련단,202012291030,FBE8A,주식회사 코어인프라,CoreInfra,김정훈,0314225017,"경기도 의왕시 이미로40, C동 904호,905호 (포일동, 인덕원IT밸리)",87.777,39986700
6,LQG0058,1,57043,***,00부대 토양환경평가용역,용역,LQG,육군 52보병사단,202012291030,EE9B6,재단법인 한국환경산업연구원,KEIRI,편서연,0312836923,"경기도 수원시 영통구 대학4로17 (이의동) 에이스광교타워 413호,412호,411호,410호",88.018,44317000
22,SDG0056,1,56994,***,20-인-토양정밀조사 용역,용역,SDG,제2002부대,202012291030,EDE7A,재단법인 환경보건기술연구원,Environmental Health Technology Institute,백영만,0262101400,서울특별시 강서구 허준로202-26 (가양동),88.011,35447000
5,SFD0118,1,56958,***,21-청룡회관 승강기 운행관리 용역,물품,SFD,제9227부대,202012291030,HECAA,주식회사 에이스이노테크,"ACEINNOTECH CO., LTD",정근섭,0544635234,경상북도 구미시 산호대로142-5 (공단동),88.116,6923030
8,SFD0117,1,56853,***,21-P-임목폐기물 수거운반 위탁처리 용역,물품,SFD,제9227부대,202012291030,FBA52,지씨테크(주)경산공장,GCTECH,우인석,0537190500,경상북도 경산시 남산면 서원천로40길8-21,88.094,46288900
117,LKT0095,1,57657,***,한국형기동헬기 후속양산 시설사업(콘크리트파일),물품,LKT,제1989부대,202012291030,HCB8E,강원CNS,KANGWON CNS,이명윤,07047105543,"강원특별자치도 원주시 능라동길75, 5층 507호 (무실동, 휴먼시티)",88.002,52813930
145,MFH0026,1,57008,***,00시설 2개소 조정공사,물품,MFH,국방시설본부,202012291030,C1C48,(주)우성아이앤피,woosunginp,조수영,0226327043,서울특별시 영등포구 영등포로5길19-0 (양평동2가) 동아프라임밸리 810호,87.774,87728571
73,UAZ0046,1,56588,***,21-00대학교 국외 정기간행물 구매,물품,UAZ,합동군사대학교,202012291030,GD778,지오,G.Operation,고황순,010-9905-9808,"경기도 포천시 소흘읍 호국로287번길9-24, 22-208",90,9201830
178,SFD0121,1,57094,***,항공연료고 감시제어설비 제조 설치,물품,SFD,제9227부대,202012291030,JD7BE,주식회사 우명기전,,여혜숙,0334412975,강원특별자치도 화천군 화천읍 산수화로14-0,87.997,113983000
178,SFD0121,2,57094,***,항공연료고 감시제어설비 제조 설치,물품,SFD,제9227부대,202012291030,JD7BE,주식회사 우명기전,,여혜숙,0334412975,강원특별자치도 화천군 화천읍 산수화로14-0,87.997,113983000
9,SCH0207,2,54846,***,21-부 음식물류 폐기물 처리용역,용역,SCH,해군작전사령부,202012291030,C09E7,주식회사 이앤씨,enc,이태순,0555338871,경상남도 창녕군 대지면 학성세거리길 270(),84.549,132685058
8,MDK0040,1,56921,***,하버크레인 엔진 외주정비 용역(20-2차),용역,MDK,국군수송사령부,202012291030,EF182,주식회사 하늘기업,HANEUL ENTERPRISE,박순옥,0335226238,"충청남도 태안군 태안읍 군청3길13, 1층",87.999,89359182
7,MDK0038,1,56534,***,20-3차 아크부대 재보급물자 항공수송 관리용역,용역,MDK,국군수송사령부,202012291030,G3CAF,에스앤지 주식회사,SNG Co,유은상,0318422484,"경기도 남양주시 별내면 용암도감말길7-49,2층",87.883,59123456
3,HCS0035,1,57645,***,'21년 병사식당 음식물류 폐기물 처리,용역,HCS,제3훈련비행단,202012281100,E2F27,누리바이오텍주식회사,bedel,김유정,055-635-5853,경상남도 거제시 피솔길 193(),87.864,58350425
23,NIT0026,1,54524,***,'21년 임대용 컬러프린터 용역,용역,NIT,국방부조사본부,202012281100,J23C9,에이치제이컴퍼니,,김형주,010-9767-6362,"서울특별시 영등포구 선유로9길30,  103동 904호",88.08,34162128
34,SCU0148,1,56458,***,21-00전대 하수관거시설 민간위탁관리 용역,용역,SCU,해군 기동함대사령부,202012281100,F7A1B,주식회사 창진,Chang Jin,이찬미,0634515779,전북특별자치도 군산시 개정면 번영로730-0,88.02,44366120
9,MCX0047,1,56555,***,21-전산장비 유지보수 용역,용역,MCX,자운대근무지원연대,202012281100,CE585,주식회사 케이에스솔루션,KSSolution,김상순,0428245966,"대전광역시 중구 가재울로4번길58-0, 2층(산성동)",88.035,15153270
6,HCL0001,1,00190,***,"간부식당 식자재 (성무,웅비)",물품,HCL,공군사관학교,202012281100,D392C,주식회사푸드라인,foodline,박수식,0432761100,충청북도 청주시 흥덕구 덕암로113번길 32(),88.056,383316490
7,HCL0003,1,00170,***,공사 파입부대 식자재 계약 (3부대),물품,HCL,공군사관학교,202012281100,I385F,아이원,ione,최광순,043-854-8966,충청북도 충주시 산척면 동산로725-0,89.035,134219350
6,HCL0002,1,00146,***,생도식당 계란조림 등 251종,물품,HCL,공군사관학교,202012281100,D392C,주식회사푸드라인,foodline,박수식,0432761100,충청북도 청주시 흥덕구 덕암로113번길 32(),88.72,165222110
54,MDD0196,1,56143,***,21년 2-3차 리모델링 의무비품 구매,물품,MDD,국군수도병원,202012281100,IF0C9,주식회사 에스앤아이글로벌,,박성철,01055176769,"경기도 용인시 기흥구 강남서로9, 840호(구갈동, 아카데미프라자)",88.001,27970790
448,MDD0197,1,56115,***,21년 2-4차 리모델링 의무비품 구매,물품,MDD,국군수도병원,202012281100,G6EA3,주식회사 동명디자인,(주)DONG MYOUNG DESIGN,허성연,031-761-9752,경기도 광주시 신대길109-0 (곤지암읍),87.999,23855830
4,MDD0188,2,53657,***,20년 리모델링 2-1차 의무비품 구매,물품,MDD,국군수도병원,202012281100,BF889,한국케이엔티(주),hankook kitchen technology,최해덕,0326824171,경기도 부천시 오정구 삼작로171번길9 (내동),96.338,39420000
57,LMH0034,1,56113,***,공정사단 B여단 관급자재(통합배선) 제조설치,물품,LMH,제7군단,202012281030,F0934,주식회사 우리이엔시,WOORIENC,이연진,0316983445,경기도 성남시 중원구 갈마치로302 (상대원동) 우림라이온스밸리5차 A동 205호,87.972,99931000
2,SCH0213,1,57038,***,21-부 프린터 및 복합기 임차용역,용역,SCH,해군작전사령부,202012281030,HB8CE,월드오피스 서부산지사,worldoffice seo busan branch,정예문,051-206-0677,부산광역시 강서구 명지오션시티9로33-0 (명지동),88.317,9384420
1088,LQG0057,1,56653,***,00부대 열화상 카메라 구매(22대),물품,LQG,육군 52보병사단,202012281030,J9CC3,더플러스에셋 주식회사,,한진만,01053931639,경기도 화성시 봉담읍 마당바위로236,88,39796820
60,MDK0037,1,56487,***,21년 무한잉크 프린터 임차,용역,MDK,국군수송사령부,202012281030,IC4C2,비앤샵,,김현진,010-9769-1842,"경상남도 창원시 성산구 용지로90-0 (중앙동),공성상가 2층 19-1호",88.009,12935000
2,SFD0116,1,56532,***,21-P-경주지역 음식물류폐기물 위탁처리 용역,용역,SFD,제9227부대,202012281030,JD995,석계농장,,서정숙,010-7212-6210,경상북도 경주시 외동읍 상석길15-0  석계리 813번지,88.587,11851840
2,SFD0115,1,56558,***,21-P-하수관로 준설작업 용역,용역,SFD,제9227부대,202012281030,GBC69,서진건설 주식회사,seojin,박효순,0543316615,경상북도 영천시 최무선로204(성내동),88.024,40290055
4,SCR0100,2,52543,***,21-안 000운용대 급식 구매,물품,SCR,해군제3함대사령부,202012281030,H19A8,형제푸드시스템,hyeongjefoodsistem,조신철,0612435810,전라남도 목포시 자유로148번길13-0 (산정동),90.869,104206500
3,LFC0037,1,52298,001,장거리 이동 신병 도시락 납품,물품,LFC,육군훈련소,202012281000,H5294,(주)비룡푸드,BIRYONG FOOD,황진희,0426237060,대전광역시 동구 산내로1257번길97-0 (낭월동),84.084,5410
6,HCF0181,1,55065,***,'21년 한마음회관 식자재 구매(육류),물품,HCF,공군군수사령부,202012241500,G90F4,대명유통,daemyungyutong,권용선,0533251421,대구광역시 북구 장태실길29-0 (팔달동),88.021,50211000
3,HCF0182,1,55143,***,'21년 한마음회관 식자재 구매(어패류),물품,HCF,공군군수사령부,202012241500,J8A6A,새마음식육점,,엄경희,053-989-1167,대구광역시 동구 방촌동90-14 K2 공군기지내 새마음회관,88.636,34196000
6,HCS0034,1,56150,***,"'21년 공산품 및 채소류(장교,토성회관)계약",물품,HCS,제3훈련비행단,202012241100,FC27C,(주) 현대그린푸드  영남센터,HYUNDAI GREEN FOOD,박홍진,0522191457,경상남도 밀양시 부북로전사포리 232,83.397,457013381
6,LDG0098,1,55909,***,'21년 전기안전관리대행 용역(6탄약창),용역,LDG,육군 탄약지원사령부,202012241100,I511F,JB전기안전관리,JBESM,김성호,0632256321,전북특별자치도 전주시 완산구 안행로27-0 (삼천동1가) 3층,88.084,24986940
4,LDG0097,1,55923,***,'21년 전기안전관리대행 용역(7탄약창),용역,LDG,육군 탄약지원사령부,202012241100,D39BC,부강이엔에스(주),"BUGANG E&S Co., LTD.",박규식,0432373039,충청북도 청주시 흥덕구 서부로1168번길23-4 (석곡동),88.165,7609834
5,LDG0096,1,55922,***,'21년 전기안전관리대행 용역(8탄약창),용역,LDG,육군 탄약지원사령부,202012241100,I406C,진성이엔씨 주식회사,JINSUNG E&C,류윤균,01084360224,충청북도 청주시 흥덕구 서촌로98 (서촌동),88.11,14622700
10,LDG0095,1,55908,***,'21년 전기안전관리대행 용역(9탄약창),용역,LDG,육군 탄약지원사령부,202012241100,DB5B5,유한회사 대웅전기안전기술단,daewoong,길수덕,055-605-3230,"경상남도 창원시 마산회원구 봉암공단9길45-0 (봉암동), 3층",88.101,6388900
3,LDG0094,1,55921,***,'21년 전기안전관리대행 용역(11탄약창-천안2지역),용역,LDG,육군 탄약지원사령부,202012241100,D4CD3,충청전기관리,,정만해,041-523-7447,충청남도 천안시 동남구 청당3길 107(청당동),88.372,1810000
2,LDG0093,1,55920,***,"'21년 전기안전관리대행 용역(11탄약창-3,4지역)",용역,LDG,육군 탄약지원사령부,202012241100,FF6B7,세종전기안전센터,sejong electrical safetv center,류지현,044-867-0485,세종특별자치시  조치원읍 허만석로31-0,88.534,8733120
5,LDG0092,1,55919,***,'21년 전기안전관리대행 용역(비군사),용역,LDG,육군 탄약지원사령부,202012241100,CE588,(주)충청전기안전사,,박응순,0432337488,충청북도 청주시흥덕구 비하동75-53,88.163,3433320
105,LDG0091,1,55897,***,'20년 렌탈프린터 임차 용역,용역,LDG,육군 탄약지원사령부,202012241100,J7C88,베스트 사무기,,오선희,0542757977,"경상북도 포항시 북구 창흥로67 (창포동, 주공두호아파트2차)",88.03,36150385
35,HCR0064,1,56121,***,21년도 임대프린터,용역,HCR,공군제15특수임무비행단,202012241100,K35A5,신도중앙OA,,박승우,031-841-2290,경기도 의정부시 금신로208 (신곡동),88.007,21635000
5,SFL0017,1,00208,***,21-교-승강기 안전 관리 용역,용역,SFL,제3283부대,202012241100,HB97E,주식회사 에스이엘리베이터,SE,최동환,0547728399,경상북도 경주시 현곡면 안현로209,88.326,12958180
10,SCU0147,1,56076,***,21-00지역 전기안전관리 대행 용역,용역,SCU,해군 기동함대사령부,202012241100,J908E,남부전기기술단,,은서양,064-764-1204,제주특별자치도 서귀포시 남원읍 남조로140-0  C동 202호,88.226,25016720
3,SCU0146,1,56073,***,21-00지역 승강기 유지관리 용역,용역,SCU,해군 기동함대사령부,202012241100,G9610,주식회사 비케이텍,,정경희,010-2368-5086,"부산광역시 수영구 수영로631, 8층 801호(광안동)",88.562,13695596
4,MCX0045,1,55957,***,가지 등 385종 구매,물품,MCX,자운대근무지원연대,202012241100,E442F,주식회사 유노미아,"EUNOMIA.CO.,LTD",배태웅,0424727437,"대전광역시 서구 도산로 485(탄방동, 4층)",93.355,74567854
9,LDG0101,1,55926,***,'21년 전기안전관리대행 용역(2탄약창),용역,LDG,육군 탄약지원사령부,202012241100,ID096,주식회사 누리전기기술단,,박인식,054-281-6162,경상북도 포항시 북구 양학로177-1 (득량동),88.122,20204000
4,LDG0100,1,55925,***,'21년 전기안전관리대행 용역(3탄약창),용역,LDG,육군 탄약지원사령부,202012241100,D4CD3,충청전기관리,,정만해,041-523-7447,충청남도 천안시 동남구 청당3길 107(청당동),88.31,8411490
4,LDG0099,1,55924,***,'21년 전기안전관리대행 용역(5탄약창),용역,LDG,육군 탄약지원사령부,202012241100,CE588,(주)충청전기안전사,,박응순,0432337488,충청북도 청주시흥덕구 비하동75-53,88.075,23403600
72,UMM0003,1,00166,***,21년 프린터 임대 용역(21J009-I),용역,UMM,국군재정관리단,202012241100,C38A5,현대기업,Hyundai.inc.,정연재,010-4398-2588,"경기도 부천시 소사로639-0 (여월동, 여월휴먼시아)상가동201호",87.752,60722420
46,SFL0015,1,00192,***,21-교-CBT교실 유지보수 용역,용역,SFL,제3283부대,202012241100,B95DE,주식회사 영신전기,YoungShinElectricity,김주호,0533116170,대구광역시 북구 매천로동17길 52(),87.753,85046465
47,UMM0625,1,56004,***,20-국방홍보원 신축 무대장치 제조설치,물품,UMM,국군재정관리단,202012241100,03479,제이엠스테이지 주식회사,"JM Stage co.,ltd",임헌학,0226920844,"서울특별시 구로구 디지털로27길 24, 벽산디지털밸리1차 505호(구로동)",88.184,1161424600
18,UMM0624,1,51503,***,21-해병대 대형버스 수송 용역,용역,UMM,국군재정관리단,202012241100,F0000,주식회사 한라고속관광,hallatour,송미숙,0426379700,대전광역시 유성구 노은동로79번길64-0 (노은동),87.645,312432000
20,MDI0010,1,54616,***,21년 전산장비 유지보수 용역,용역,MDI,제7016부대,202012241100,A10B7,주식회사글로벌엔씨,"Global NC. Co., Ltd",임채익,0237750055,"서울특별시 마포구 백범로199, 416호(신공덕동, 메트로디오빌)",87.771,22864000
4,MDI0009,1,54612,***,21년 교환기 유지보수 용역,용역,MDI,제7016부대,202012241100,08904,(주)넥슨정보통신,"Nexn Information & Communications Co.,Ltd",신양인,0222631212,서울특별시 종로구 청계천로 147(),94.946,40977200
29,MDD0195,1,55221,***,21년 2-2차 리모델링 의무비품 제조 구매,물품,MDD,국군수도병원,202012241100,H93A3,주식회사 예닮,YEDARM,양두환,0337340459,강원특별자치도 원주시 소초면 장수2로196-4,88.041,46987000
3,MDD0194,1,55120,***,21년 2-1차 리모델링 의무비품 구매,물품,MDD,국군수도병원,202012241100,B0B6A,주식회사 명성기업,"MyungSung Co.,Ltd.",이은재,0315368308,"경기도 포천시 자작로6길59-0 (자작동, 587-4)",88.028,77965200
43,HDN0036,1,55882,***,00비 00창 강릉지소 신축공사(항온항습기 제조설치),물품,HDN,공군제18전투비행단,202012241100,F9486,(주)에스앤티,"SNT CO.,LTD",임은석,0315080252,경기도 화성시 마도면 청원산단5길26-0,88.047,123251000
27,HDR0018,1,55053,***,간부숙소 신축(성거) - 냉난방기 구매설치,물품,HDR,공군방공관제사령부,202012241030,G0CA8,주식회사 성진엔지니어링,sungjin eng,장수영,0415539448,"충청남도 천안시 동남구 충무로527, 1층 (원성동)",88.066,42875000
394,MFH0025,1,56706,***,20년 후반기 전산운영용품 구매,물품,MFH,국방시설본부,202012241030,K0464,주식회사 아인츠,,고세란,02-2235-8301,서울특별시 성동구 성수이로147 (성수동2가)아이에스비즈타워1107호,88.001,17232383
3,SCR0095,2,52602,***,21-목 콩나물 등 25종 구매,물품,SCR,해군제3함대사령부,202012241030,H19A8,형제푸드시스템,hyeongjefoodsistem,조신철,0612435810,전라남도 목포시 자유로148번길13-0 (산정동),90.654,82965000
694,MCS0100,1,55695,***,21-간부숙소 청소용역,용역,MCS,국방부계룡대근무지원단,202012241030,E6240,포스텍에너지 주식회사,fostech co.ltd,나혜원,0537430702,"경상북도 구미시 금오시장로1길12, 지하1층(원평동)",87.996,501686335
25,LPN0034,1,55872,***,00부대 토양정밀조사 용역(700),용역,LPN,수도군단,202012241030,CD60F,전남대학교 산학협력단,University-industry Liaison Office of CNU,이윤성,0625301147,광주광역시 북구 용봉로77(용봉동),87.786,105969300
176,LMR0029,1,55418,***,군 숙소 청소 용역,용역,LMR,제5군단사령부,202012241030,EB9FE,(주)에이치엠산업,HM Industry,박정미,0438727904,충청북도 음성군 음성읍 시장로32-0,87.782,20027710
7,MCN0094,3,49180,***,'21년 차량정비용(버스/트럭)수리부속 구매,물품,MCN,국방부근무지원단,202012231500,CEFB8,삼일상사,SAM IL SANG SA,최문식,02-715-7788,서울특별시 용산구 원효로 79-1(),89.123,79960000
4,UMM0555,1,43545,***,(20G059-H)사이버 상황공유체계 구축사업,용역,UMM,국군재정관리단,202012231400,B75F1,(주)도전하는사람들,Dosanet CO.Ltd.,송태현,028510002,"서울특별시 구로구 디지털로26길61, 에이스하이엔드타워2차 2001호 (구로동)",,1633900000
