참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(주소),낙찰률,낙찰금액
13,SCR0096,1,62316,***,24년 흑산도 000전진기지대 급식 구매,물품,SCR,해군제3함대사령부,202312291030,L7685,주식회사 대성에프앤디,,조태광,0519739981,부산광역시 강서구 강동중곡2길9-0 (강동동),83.087,636884200
15,SCR0095,1,62304,***,24년 흑산도 운용대 급식 구매,물품,SCR,해군제3함대사령부,202312291030,B8DB8,씨제이프레시웨이 주식회사,CJFRESHWAY,이건일,0221496154,경기도 용인시 기흥구 기곡로32-0 (하갈동),83.172,336347250
14,SCR0093,1,60464,***,24년 욕지도 운용대 급식 구매,물품,SCR,해군제3함대사령부,202312291030,J1935,파머스 미트,,조성겸,01075973832,"부산광역시 강서구 맥도강변길912-43, 별관 1층(대저2동)",83.686,206320300
6,SCR0092,1,60463,***,24년 거문도 운용대 급식 구매,물품,SCR,해군제3함대사령부,202312291030,K9CE7,유한회사 형제식품,,백대종,0612435811,"전라남도 목포시 석현로45번길6, 8 (석현동)",83.54,223352780
13,MCS0138,1,63388,***,`24년 간부식당 김치류 구매,물품,MCS,국방부계룡대근무지원단,202312291030,D12D9,(주)신세대푸드,sinsedaefood,김성태,0319890288,경기도 김포시 월곶면 애기봉로275번길 123(주)신세대푸드,88.013,248812426
58,MCS0135,1,62411,***,계룡대 아파트 개선공사 (가구) 제조 납품,물품,MCS,국방부계룡대근무지원단,202312291030,F645D,장원퍼니디어,jangwonfurnidea,오병석,0312867391,경기도 화성시 양감면 은행나무로170번길18-0,88.023,454781660
45,UMM0784,1,59085,***,24-M-프린터(복합기) 렌탈 용역,용역,UMM,국군재정관리단,202312281100,IE6F6,주식회사 연수물산,,박승용,027069196,"서울특별시 마포구 대흥로110, 304호(대흥동, 수안빌딩)",87.348,304214990
5701,LHP0054,2,62972,***,00부대 GOP철책 경계력보강 자재 구매,물품,LHP,제22보병사단,202312281100,H636B,동해산업,dong hae,김해리,05026923000,전라남도 순천시 주암면 창동주암길114-0,88,44798190
8,HCR0059,4,60324,***,24년 국지공역감시체계(PSE) 유지보수,용역,HCR,공군제15특수임무비행단,202312281100,G6E56,주식회사 씨엔테크,CNTech,김훈석,07077208157,"경기도 김포시 양촌읍 황금로117, 이젠테크노존 가동 411호",88.361,32700000
723,MHD0001,1,00036,***,2024년 방위사업교육원 환경미화(청소) 용역,용역,MHD,방위사업청(운영지원과),202312281100,A6B7F,(주)영진,"YOUNG JIN CO.,LTD.",원정길,0317947701,경기도 하남시 검단산로17-0 (하산곡동),90.004,57507920
5701,LHP0054,3,62972,***,00부대 GOP철책 경계력보강 자재 구매,물품,LHP,제22보병사단,202312281100,H636B,동해산업,dong hae,김해리,05026923000,전라남도 순천시 주암면 창동주암길114-0,88,44798190
2071,HCR0065,1,63139,***,24년 임대프린터 임차,용역,HCR,공군제15특수임무비행단,202312281100,M4F19,브유라(BYL),,구본덕,01065127799,"경기도 용인시 처인구 명지로16번길25-0 (역북동, 우미린센트럴파크)",88.015,78578483
9,HCR0064,1,63109,***,"24년 사업장폐기물(폐목재,임목류) 처리",용역,HCR,공군제15특수임무비행단,202312281100,F755E,고양경일에너지 주식회사,goyangkyungil,윤인구,0319759191,경기도 고양시 일산동구 통일로1267번길143-70 (지영동),88.034,7099852
8,HCR0063,1,63102,***,24년 사업장폐기물(생활쓰레기) 처리,용역,HCR,공군제15특수임무비행단,202312281100,BFA50,리뉴에너지경기 주식회사,Renewenergy Gyeonggi corporation,장현진,03180279459,경기도 광주시 곤지암읍 열미길22,88.025,78224400
3,HCM0069,1,63324,***,정통학교 신축 관급자재(진공온수보일러) 제조 구매,물품,HCM,공군교육사령부,202312281030,D84D3,주식회사 동광보일러,"DONGKWANG BOILER CO., LTD.",박정연,0262588989,충청남도 아산시 수장로67-0 (배미동),88.188,108690000
11,LDA0033,2,62997,***,"00부대 토양오염정화 등 2건 설계용역, 22-북-육-194",용역,LDA,지상작전사령부,202312281030,CA008,주식회사 신화엔지니어링,"Shin-Hwa Engineering Co., LTD.",신화정,0319680441,"경기도 고양시 덕양구 마상로140번길54, 3층 (주교동, 선곡빌딩)",88.007,85376290
11,LDA0033,1,62997,***,"00부대 토양오염정화 등 2건 설계용역, 22-북-육-194",용역,LDA,지상작전사령부,202312281030,CA008,주식회사 신화엔지니어링,"Shin-Hwa Engineering Co., LTD.",신화정,0319680441,"경기도 고양시 덕양구 마상로140번길54, 3층 (주교동, 선곡빌딩)",88.007,85376290
4,SCQ0171,1,62993,***,24-평 의료폐기물 처리 용역,용역,SCQ,제9911부대,202312281030,DAB5B,주식회사 이에스지한일위생,HANIL,이길용,029534511,"경기도 안산시 상록구 선진6길44, 107호(사동)",88.346,4550000
9,SCQ0170,1,62986,***,24-평 승강기 유지보수 용역,용역,SCQ,제9911부대,202312281030,B1187,(주)진양엘리베이터,JIYANUG,이인성,0312987612,경기도 수원시 권선구 산업로92번길 51(),88.027,9072000
217,MCS0007,1,00042,***,24-무한잉크 프린터 임차용역,용역,MCS,국방부계룡대근무지원단,202312281030,L79B2,샛별유통,,한시현,01034149799,"충청남도 아산시 배방읍 광장로181-0 , 빅토리아빌 오피스텔1015호",88.013,44717026
29,SCL0084,1,62959,***,냉온정수기 등 2종(65대) 임차용역,용역,SCL,해군사관학교,202312281030,K89C6,주원글로벌,,서진주,01074300888,"경상남도 창원시 성산구 원이대로774 (상남동, 성원아파트) 201동 2002호",88.02,85977490
8,SCK0007,1,00039,***,24-000센터 현장체험학습 버스 임차 용역,용역,SCK,해군교육사령부,202312281030,C5D5E,주식회사 대진고속관광,DAEJIN TOUR,김재식,0555452226,경상남도 창원시 진해구 충장로 235(),88.614,33618800
9,SCL0081,3,60174,***,24-00학교 승강기 유지관리 용역,용역,SCL,해군사관학교,202312281030,EB433,주식회사하나엘리베이터,hanaelco,윤은철,0552751100,"경상남도 창원시 성산구 완암로 50, SK테크노파크 테크동617(성산동)",88.048,28030900
9,SCL0081,2,60174,***,24-00학교 승강기 유지관리 용역,용역,SCL,해군사관학교,202312281030,EB433,주식회사하나엘리베이터,hanaelco,윤은철,0552751100,"경상남도 창원시 성산구 완암로 50, SK테크노파크 테크동617(성산동)",88.048,28030900
5,SDF0236,1,63122,***,24-항-07 승강기 유지보수용역,용역,SDF,제5738부대,202312281030,HB97E,주식회사 에스이엘리베이터,SE,최동환,0547728399,경상북도 경주시 현곡면 안현로209,88.024,29105500
3,SDF0234,1,63108,***,24-항-03 컬러프린터 임차용역,용역,SDF,제5738부대,202312281030,J7C88,베스트 사무기,,오선희,0542757977,"경상북도 포항시 북구 창흥로67 (창포동, 주공두호아파트2차)",89.508,9762174
11,SDF0232,1,63098,***,24-항-01 전기안전관리대행 위탁 용역,용역,SDF,제5738부대,202312281030,E4447,(주)영남전기,youngnamjungi,김문수,054-281-0616,경상북도 포항시 남구 희망대로687 (상도동),88.275,12201360
8,HDK0043,1,62444,***,"24-수질, 대기 측정 용역",용역,HDK,공군제11전투비행단,202312281030,JE132,주식회사 가온환경,,신동미,0438485500,충청북도 충주시 금제3길7 (금릉동),88.375,27117370
13,SCN0189,1,62202,***,가지 등 80종 구매,물품,SCN,제7001부대,202312281030,LB1CA,진해식자재마트,,박종열,0555527091,경상남도 창원시 진해구 조천북로76-0 (경화동),88.003,96580000
6,HCL0001,1,00037,***,24-복지대대 음식물폐기물 위탁처리 용역,용역,HCL,공군사관학교,202312281030,M4CD9,삼성환경,,김봉호,0432878843,충청북도 청주시 청원구 내수읍 청암로347-54,87.767,99891180
13,SCN0189,2,62202,***,가지 등 80종 구매,물품,SCN,제7001부대,202312281030,LB1CA,진해식자재마트,,박종열,0555527091,경상남도 창원시 진해구 조천북로76-0 (경화동),88.003,96580000
32,MDS0028,1,62983,***,사령부 취사식당 신축 GHP 실외기 설치납품,물품,MDS,제3707부대,202312281030,2392F,경일산업개발 주식회사,p,김경영,0319968060,경기도 김포시 대곶면 율마로181번길67,88.069,72905598
2,LDF0023,1,58393,***,전술통신체계 교육용 시뮬레이터,용역,LDF,육군정보통신학교,202312280900,D9F00,주식회사 아레스,"Ares Co., Ltd.",김진원,0428610743,"대전광역시 유성구 은구비남로33번길23, 3층 (지족동, 경동빌딩)",0,3600000000
375,UAB0136,1,63009,***,24년 국군복지단 체력단련장 방역소독 위탁관리 용역,용역,UAB,국군복지단,202312271700,FC6B5,주식회사  용 문,"YONGMUN Co., Ltd.",민경미,0315657188,"서울특별시 영등포구 영중로22길6, 301호",88.001,14720200
3,UAB0135,2,62487,***,24년 국군복지단 대천콘도 방역소독 용역,용역,UAB,국군복지단,202312271700,KE153,대보,,박혜경,0419349317,"충청남도 보령시 원동1길69, 121호(대천동, 시티타워)",88.127,2951000
3,UAB0135,1,62487,***,24년 국군복지단 대천콘도 방역소독 용역,용역,UAB,국군복지단,202312271700,KE153,대보,,박혜경,0419349317,"충청남도 보령시 원동1길69, 121호(대천동, 시티타워)",88.127,2951000
18,UAB0134,1,62467,***,23년 밀리토피아호텔 회계감사 위탁용역,용역,UAB,국군복지단,202312271700,L9976,송정회계법인,,김윤섭,0220516110,"서울특별시 강남구 도곡로111, 4층(역삼동, 미진빌딩)",88.216,8484600
2,HDT0021,2,47189,***,00기지 환경개선 사업 분석평가 및 선행연구 용역,용역,HDT,공군작사근무지원단,202312271100,M0C14,주식회사 한국건설경영기술원,,박장권,01076853396,경기도 고양시 덕양구 권율대로656-0 (원흥동) 17층 1739호,86.28,86000000
155,LHP0055,1,63135,***,005GP 법면보수 직영공사 자재구매,물품,LHP,제22보병사단,202312271100,J91D8,웰컴컴퍼니,,김도한,07078032224,강원특별자치도 삼척시 원덕읍 삼척로439-2,88.002,26504940
158,HFK0022,1,59410,***,23-조달-12-004 체육비품 22종 구매,물품,HFK,제1방공유도탄여단,202312271100,HA989,삼보,SAM BO,한영수,010-8838-3533,"대구광역시 북구 연경중앙로55, 101동 302호(연경동, 대구연경 연경숲)",88.017,26904220
2,UMM0787,1,62797,***,23-F-브리핑/화상회의시스템 도입 등 2건 금융리스,물품,UMM,국군재정관리단,202312271100,B179B,롯데캐피탈(주),LOTTE CAPITAL,추광식,0234510099,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층",98.166,12298969950
6,UMM0785,1,61647,***,(23F273-A) 식기세척기 임차용역,용역,UMM,국군재정관리단,202312271100,CEB6F,닉스,NIX,권은숙,0318579285,경기도 동두천시 동광로72 (생연동)3층,87.868,163328700
3289,UMM0780,1,60726,***,24-M-프린터(복합기) 임차 용역,용역,UMM,국군재정관리단,202312271100,L12D5,이루리,,권민희,01053604470,"서울특별시 강남구 개포로630, 4층(일원동)",87.746,178386860
3148,UMM0782,1,52144,***,(23G260-I) 24년 프린터 임차용역,용역,UMM,국군재정관리단,202312271100,L1EA7,호나랩,,김환수,01022224741,"경상남도 창원시 마산합포구 완월남로45, 101동 405호(완월동, 청구제네스)",87.745,181149300
121,SFC0161,2,56765,***,체력단련장 식자재(가지 등 174품목) 구매,물품,SFC,제9691부대,202312271100,B8DB8,씨제이프레시웨이 주식회사,CJFRESHWAY,이건일,0221496154,경기도 용인시 기흥구 기곡로32-0 (하갈동),83.413,225204422
444,LPK0036,1,61598,***,실외기(GHP) 구매,물품,LPK,제8기동사단,202312271100,HAAEE,주식회사 디앤엠팩토리,"DNM FACTORY CO.,LTD",김도현,0319444727,경기도 파주시 지목로89-41 (신촌동) 2동 1층,89.031,171200000
125,LPC0039,1,61008,***,25사단 72여단 포병대 관급자재(오버헤드크레인) 제조,물품,LPC,제25보병사단,202312271100,E8F26,대영이엔지 주식회사,"DAEYOUNGENG CO., LTD.",최재남,041-363-4026,충청남도 당진시 합덕읍 농공단지길31-0 (합덕농공단지),87.995,66965170
133,LDH0883,1,63105,***,통합병영식당 신축 자동제어장치 제조설치,물품,LDH,육군종합정비창,202312271100,EA2F4,주식회사 베스텍,bestec,김시우,0632626777,전북특별자치도 완주군 이서면 오공로21-29,88.011,30343810
154,LDA0032,1,62616,***,00부대 로더 구매,물품,LDA,지상작전사령부,202312271100,G1D4E,현대중장비전남판매(주),HYUNDAI HEAVY INDUSTRY,임승채,0623668611,전라남도 나주시 교원교촌길4-0 (남평읍),88.003,189750000
2,LCG0137,1,62469,***,[23-육-7] 23-3차 정보화사업 통합금융리스,물품,LCG,육군본부,202312271100,B179B,롯데캐피탈(주),LOTTE CAPITAL,추광식,0234510099,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층",93.614,5591362890
6,HCL0081,1,62013,***,항의원 진료시설 증개축 자연석판석 등 2종,물품,HCL,공군사관학교,202312271030,L9292,월드다이아몬드,,최태성,0417418320,충청남도 논산시 가야곡면 강청1길8-16,89.329,32526000
27,SCP0167,1,62511,***,24-체력단련장 소독 방제 관리 용역,용역,SCP,제8385부대,202312271030,KB010,주식회사 클라우스,,권재왕,01089012217,"강원특별자치도 정선군 정선읍 애산로171, 1동 2층 203호",88.089,2526170
16,SCP0166,1,62495,***,24-0함대 렌탈프린터 임차 용역,용역,SCP,제8385부대,202312271030,K668A,금성상사,,강영실,01052181431,강원특별자치도 동해시 서동로721-6 (신흥동),88.055,13913890
34,LNQ0081,1,61993,***,'24년1월-3월 부대조달 식자재 구매(식육가공품),물품,LNQ,제17보병사단,202312271030,H3C83,주식회사 프라임푸드시스템,primefood,허두임,0555523375,경상남도 창원시 진해구 안골로285번길12-1 (안골동),88.008,59365100
4,LNQ0080,1,61950,***,'24년1월-3월 부대조달 식자재 구매(면류),물품,LNQ,제17보병사단,202312271030,L7295,무민,,조예주,01025573456,경기도 수원시 영통구 동수원로543-0 (원천동) 1층 103호,88.705,8720000
4,MCN0078,2,58542,***,'24년 차량정비용(버스/트럭)수리부속 구매,물품,MCN,국방부근무지원단,202312271030,CEFB8,삼일상사,SAM IL SANG SA,최문식,02-715-7788,서울특별시 용산구 원효로 79-1(),88.338,51830000
4,SCP0170,1,62624,***,24-기 음식물류폐기물 처리 용역,용역,SCP,제8385부대,202312271030,J9557,두미르환경,,김나경,01053897169,강원특별자치도 춘천시 동면 소양강로398-0,88.255,27790330
4,SCP0165,1,62016,***,24-거 음식물류폐기물 처리 용역,용역,SCP,제8385부대,202312271030,J9557,두미르환경,,김나경,01053897169,강원특별자치도 춘천시 동면 소양강로398-0,88.314,35806770
5,SCP0169,1,62593,***,24-기 생활쓰레기 처리 용역,용역,SCP,제8385부대,202312271030,HBA63,주식회사 에스씨제이,scj,심소림,0336719200,강원특별자치도 양양군 손양면 상촌로160,88.443,18232710
85,LDA0031,1,62575,***,112통신대대 일반차량 정비고 등 3건 건축감리,용역,LDA,지상작전사령부,202312271030,L7BD2,휴앤 건축사사무소,,임성우,033-651-2497,강원특별자치도 강릉시 입암로139-0 (입암동),88.005,18211350
11,SCP0168,1,62525,***,24-체력단련장 폐기물(초본류) 위탁처리 용역,용역,SCP,제8385부대,202312271030,M2A74,주식회사 도송에너지,,이현숙,0316520099,경기도 안성시 원곡면 지문로84-91,88.065,9228804
9,SFD0100,2,59061,***,24-P-승강기 관리용역,용역,SFD,제9227부대,202312271030,E49B4,바론엘리베이터 주식회사,"Baron Elevator Co., Ltd",김승기,0544720069,"경상북도 구미시 산동면 신당1로24, 306호(바젤파크시티)",88.196,22792410
16,SCN0188,1,62201,***,닭고기 등 12종 구매,물품,SCN,제7001부대,202312271030,L7026,영진식자재,,권영희,010-9331-7380,경상남도 창원시 진해구 조천북로62-0 (경화동) 101호,88.038,32135664
7,SCN0187,1,62195,***,가자미 등 29종 구매,물품,SCN,제7001부대,202312271030,J1559,행복유통,,이윤영,055-546-0842,경상남도 창원시 진해구 태평로48번길2-0 (태평동)1층,88.305,39022300
8,SCN0186,1,62194,***,배추김치 등 3종 구매,물품,SCN,제7001부대,202312271030,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",88.199,28201500
8,SCN0185,1,62189,***,가스오부시 등 105종 구매,물품,SCN,제7001부대,202312271030,LB6A3,로아푸드,,강이경,07040621714,"경상남도 창원시 진해구 용원중로25번길6-19 (용원동), 101호",88.314,88470000
219,LGZ0006,1,63165,***,00부대 제2 취사식당 취사기구 구매,물품,LGZ,제1987부대,202312271030,FB5C1,희민상사,Hee Min Corp,설민희,01072367739,"충청북도 음성군 맹동면 장성1길9-0, 304-104",88,80303120
239,LGZ0004,1,63123,***,00유격훈련장 취사기구 구매,물품,LGZ,제1987부대,202312271030,JFE22,다드림,,김영애,07040421380,경상북도 포항시 남구 새천년대로439-36 (대잠동),88.002,32552847
499,HDM0014,1,62318,***,[23-0295] 잠수마스크 등 2품목,물품,HDM,공군제17전투비행단,202312271030,L6EA9,좋은터,,배재옥,01048693900,"대전광역시 동구 석천로43-23, 302호(낭월동)",88.001,47495986
2,LKD0078,1,62637,***,간부숙소 신축 관급자재 타일(203),물품,LKD,제32보병사단,202312271030,KAFC6,주식회사 마도세라믹스,,김태연,0313554742,경기도 화성시 마도면 화성로785번길32,97.496,63339000
4,SDG0074,1,62568,***,돼지고기(앞다리살) 등 11종 구매,물품,SDG,제2002부대,202312271030,G257A,(주)세계종합유통,world.d,허정희,032-429-0551,인천광역시 연수구 먼우금로222번길10-11 (연수동),88.549,194541890
2,SDG0073,1,62567,***,배추 등 100종 구매,물품,SDG,제2002부대,202312271030,G257A,(주)세계종합유통,world.d,허정희,032-429-0551,인천광역시 연수구 먼우금로222번길10-11 (연수동),92.116,141496900
3,SDG0072,1,62566,***,떡국떡 등 119종 구매,물품,SDG,제2002부대,202312271030,I1C95,주식회사상아에프에스,sangafs,이진숙,0327155635,"인천광역시 남동구 찬우물로33, 2층 (수산동)",88.39,162528150
4,SCR0091,1,61383,***,24년 0함대 포장두부 등 32종 구매,물품,SCR,해군제3함대사령부,202312271030,H2881,한울F&S,HANUL F&S,백명실,07087425810,전라남도 목포시 삼학로241번길22(산정동),84.831,189544000
4,SCR0089,1,61336,***,24년 0함대 국수(소면) 등 323종 구매,물품,SCR,해군제3함대사령부,202312271030,ED9DD,(주)해도식품,haedofood,윤현주,0616427322,전라남도 여수시 국동남8길10(국동),83.661,805212890
2,SCN0191,1,63043,***,24~26 00숙소(227) 유선 TV 방송 및 인터넷 용역,용역,SCN,제7001부대,202312271030,A83F9,주식회사 케이티,KT Corporation,김영섭,0317270114,경기도 성남시 분당구 불정로 901층(정자동),88.359,80733769
20,MCS0136,1,62431,***,`24년 간부식당 식자재 구매,물품,MCS,국방부계룡대근무지원단,202312271030,HC49B,유원푸드,youwonfood,김용남,042-626-8812,"대전광역시 유성구 유성대로822번길32, 1층 101호 유원푸드(장대동)",82.997,2109072280
3,MCS0134,1,62272,***,`24년 복지회관 김치류 구매,물품,MCS,국방부계룡대근무지원단,202312271030,H48F3,농업회사법인 비에스푸드 주식회사,BSF,심재일,0415815200,충청남도 천안시 서북구 성환읍 대홍4길69-6,91.856,35690000
30,MCS0123,1,61129,***,계룡대 아파트(합성수지도어 및 문틀) 제조 납품,물품,MCS,국방부계룡대근무지원단,202312271030,E68DE,주식회사 대림하우인,"DAELIMHOUIN CO., LTD.",윤덕상,0432724204,충청북도 청주시 서원구 남이면 저산척북로203-15,88.033,145667100
92,MCR0072,1,61895,***,'24년 동양 및 서양 정기간행물 구입,물품,MCR,국방대학교,202312271030,IA2B1,서이과학교육,seoiiscience,목정수,07087696006,서울특별시 양천구 등촌로46 (목동) 씨엔와이빌딩 2층,88.002,30083526
18,MCN0081,1,62441,***,군숙소 헬스/골프장 위탁관리  용역,용역,MCN,국방부근무지원단,202312271030,JBA8E,주식회사 보라,,신보라,0314952604,경기도 시흥시 군자로475-0 (거모동) 401호,88.181,84375610
23,LNQ0079,1,61857,***,'24년1월-3월 부대조달 식자재 구매(빵류),물품,LNQ,제17보병사단,202312271030,K6F38,주식회사 토리미트,,황순기,0519970083,부산광역시 강서구 제도로975-5 (강동동) 2호,88.024,143233700
941,LIK0120,1,59192,001,'24년 경축특식(설날) 아이스모찌 제조/구매,물품,LIK,제2군수지원여단,202312271030,K3F7C,비전상사,,장미영,01097628462,"경기도 남양주시 별내5로81 (별내동, 남양주 별내 스위첸)3104-2604",87.996,2642
7,LHR0050,2,58510,***,'24년 음식물쓰레기 처리용역,용역,LHR,육군 제37보병사단,202312271030,H229C,중원산업,JUNGWON Industry,김경민,01062460327,충청북도 충주시 주덕읍 화개1길16 (서충주신도시 삼일파라뷰 그랜드센트럴) 220동 212호,84.303,106687870
71,LGI0158,1,62183,001,'24-1차 부대계약 후식(초코류) 구매,물품,LGI,제3군수지원여단,202312271030,LB6A3,로아푸드,,강이경,07040621714,"경상남도 창원시 진해구 용원중로25번길6-19 (용원동), 101호",83.102,1843
65,LGI0157,1,62182,001,'24-1차 부대계약 후식(음료류) 구매,물품,LGI,제3군수지원여단,202312271030,H58AB,주식회사 엔미디어솔루션,N-media solution,이근식,01042405887,"인천광역시 계양구 계산새로71, 비동 310호(계산동, 하이베라스)",83.019,5663.42
20,LGI0156,1,62180,001,'24-1차 부대계약 영내자증식(컵밥 등 11종),물품,LGI,제3군수지원여단,202312271030,M5CCA,나성푸드,,임찬범,051-974-0942,부산광역시 강서구 공항로383번길40-0 (대저2동),83.304,12968
33,HDK0041,1,60346,***,24-정화시설 관리 용역,용역,HDK,공군제11전투비행단,202312271030,D40FE,청해ENV주식회사,CHUNGHAE ENVIRONMENT COMPANY,이병관,0319463695,"경기도 파주시 가나무로143, 3층 (금릉동, 파주메트로프라자1)",88.001,114632639
6,HDK0042,1,60345,***,24-사업장폐기물 처리 용역,용역,HDK,공군제11전투비행단,202312271030,IA9D0,용호그린 주식회사,YonghoGreen,오기화,053-582-6080,대구광역시 달성군 하빈면 하빈남로104길30-18,84.345,92528470
11,HCM0066,3,58884,***,신병4대대 재건축 관급자재(급탕탱크)제조 구매,물품,HCM,공군교육사령부,202312271030,J846C,주식회사 일성이엔지,,금중일,0549317546,경상북도 성주군 선남면 선노로40-28,90.151,495085000
5,UAB0122,2,58762,***,24년 서귀포호텔 승강기안전관리 용역,용역,UAB,국군복지단,202312261700,FE2FB,주식회사 한독카리스산전,Handok Charis Industrial Electricity,최은영,0647438869,"제주특별자치도 제주시 서광로19길4, 라동 2층 211호",88.494,4637900
5,HCR0061,1,60330,***,24년 기동형 전파차단장비(SS) 유지보수,용역,HCR,공군제15특수임무비행단,202312261330,G6E56,주식회사 씨엔테크,CNTech,김훈석,07077208157,"경기도 김포시 양촌읍 황금로117, 이젠테크노존 가동 411호",97.615,158000000
125,HDF0071,1,61909,***,23-0비 치악관 다목적 강당 리모델링 관급자재 조명릴,물품,HDF,공군 제8전투비행단,202312261100,E4EF5,(주)화성이엔지,hwa sung eng,김택환,0226449166,서울특별시 마포구 성미산로11길15(성산동),88.019,113855668
