참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(주소),낙찰률,낙찰금액
4,LQP0094,1,62637,***,22~28년 식기세척기 임차 용역,용역,LQP,제1891부대,202212291030,I279A,주식회사 엠에스케이원(MSK1 Inc.),MSK1 inc.,김미숙,070-8717-0155,"경기도 성남시 수정구 위례대로83, 에이동 지상1층 17번매장(창곡동)",88.202,31347610
11,SDF0191,2,60615,***,23-항-승강기 유지보수 용역,용역,SDF,제5738부대,202212291030,E43B9,태경엘리베이터(주),Tae Kyung Elevator,최태광,054-246-1350,"경상북도 포항시 북구 새마을로26-0 (용흥동, 용흥 현대타워2차아파트) 2F",88.526,19684170
9,LKF0038,1,62892,***,50사단 유휴시설철거 건설폐기물처리용역,용역,LKF,제6755부대,202212291030,D4656,주식회사해림환경개발,HAELIM ENVIRONMENT,김탁동,0538135678,"대구광역시 수성구 파동로30길44, 106동 지하층 비01호(파동)",88.037,79866280
4,SFD0116,1,62356,***,23년 호텔마린 승강기 관리 용역,용역,SFD,제9227부대,202212291030,HB97E,주식회사 에스이엘리베이터,SE,최동환,0547728399,경상북도 경주시 현곡면 안현로209,88.477,6207250
13,SFD0115,1,62343,***,23년 호텔마린 전기안전관리 대행 용역,용역,SFD,제9227부대,202212291030,L1A72,주식회사 한빛전기기술단,,이구형,0548230582,"경상북도 안동시 제비원로221, 2층(안기동)",88.121,13662001
356,LHG0111,1,62628,***,00부대 안전장갑 구매,물품,LHG,제1862부대,202212291030,KF594,대영,,김성재,01053780075,강원특별자치도 동해시 천곡로48 (천곡동) 302호,88,51129718
151,LHG0109,1,62617,***,22-39차 부대구매(의료기재) - 신속항원진단키트,물품,LHG,제1862부대,202212291030,K9A48,동해상사,,최승종,01062487950,강원특별자치도 동해시 서동로721-6(신흥동),88.008,79301890
3,SCN0201,1,62579,***,액화석유가스(LPG) 구매,물품,SCN,제7001부대,202212291030,KF250,대양산업가스 주식회사,,박종춘,0555519921,경상남도 창원시 진해구 남영로582번길52(남양동),88.961,20738000
18,LDF0012,1,62034,***,'19년 사이버대응 훈련센터 보강사업 유지보수 용역,용역,LDF,육군정보통신학교,202212291030,D8804,대양종합전력(주),DAEYANG,김영숙,0622648788,"광주광역시 북구 서암대로90번길9, 1층(신안동)",94.443,51568264
2,UAB0147,1,63362,***,"태릉체단장, 밀리골프연습장 사업장폐기물 처리용역",용역,UAB,국군복지단,202212281700,K2BED,수정환경,,이향식,03180418525,경기도 시흥시 오이도로21-0 (정왕동) 3층 315호(에이-랜드 에쓰비센타),88.771,27786727
7,EHF0209,2,2B060,***,헬멧부속재,물품,EHF,미래전력사업전력운영계약팀,202212281100,0005F,삼부산업 주식회사,-,노석우,0317673744,경기도 광주시 옥토골길33-44 (태전동),97.563,306136320
33,UMM0749,1,60531,***,23-공-기록관련 전산체계 유지보수 용역(22J072-D),용역,UMM,국군재정관리단,202212281100,C0E83,주식회사코드원,"CODEONE Co.,Ltd.",동중영,0432670001,"충청북도 청주시 서원구 사직대로164번길9, 401(사창동)",87.762,126615800
3,LIK0133,1,61068,***,'22~25년 식기세척기 임차용역,용역,LIK,제2군수지원여단,202212281100,IF4EC,주식회사 덕수기업,,윤인원,0415337745,충청남도 아산시 음봉면 연암산로71-13 에이동,88.348,38005632
5,HDE0007,2,56696,***,공군 호텔 등 2개소 세탁물(시트 등 26종) 처리용역,용역,HDE,공군항공안전단,202212281100,HC8AC,워시웰,Washwell,장인호,010-4197-6019,경기도 안양시 만안구 예술공원로63번길14-0 (안양동),89.816,121777777
23,HCS0032,1,62109,***,"'23년 육류계약(장교,토성회관)",물품,HCS,제3훈련비행단,202212281100,J7CF3,미트팜,,홍정애,0557448154,"경상남도 진주시 서장대로213번길8-0, 1층(이현동)",88.167,137310200
34,HCS0031,1,62095,***,"'23년 채소및공산품(장교,토성회관)",물품,HCS,제3훈련비행단,202212281100,B8DB8,씨제이프레시웨이 주식회사,CJFRESHWAY,이건일,0221496154,경기도 용인시 기흥구 기곡로32-0 (하갈동),83.098,560128676
13,ERA0015,1,3032,***,군위성통신체계-Ⅱ정비지원장비(공구류),물품,ERA,우주지휘통신총괄계약팀,202212281030,IE3D1,주식회사 제이에프,,진주,01090320950,"충청북도 청주시 청원구 율봉로159번길73-1, 301호(율량동, 스톰비오피스센터)",84.188,1070000000
381,SFL0117,1,61830,***,플라스틱 명찰 제조 납품,물품,SFL,제3283부대,202212281030,L12D9,소망돌,,장민정,07082852302,"경상북도 포항시 남구 상도로8번길19-7, 302호(상도동)",88.001,54941152
4,SCI0109,1,61817,***,'23-000사 승강기 유지보수 용역,용역,SCI,제9121부대,202212281030,EC3B9,주식회사 피케이에스,SAMSUNG ELEVATOR CO.,이승호,0552611201,"경상남도 창원시 성산구 용지로94-0 (중앙동, 올림피아상가) 4층 403-2호",88.424,15381700
42,MCS0108,1,62157,***,23-전산장비 외주정비 용역,용역,MCS,국방부계룡대근무지원단,202212281030,E0E29,주식회사 에버정보기술,"EVER Information Technolongy Co.,LTD",김문희,0424850281,"대전광역시 유성구 테크노3로 65, 대덕 한신에스메카 630호(관평동)",88.043,37208180
62,MCS0107,1,62144,***,23-감시장비 유지보수 용역,용역,MCS,국방부계룡대근무지원단,202212281030,E0E29,주식회사 에버정보기술,"EVER Information Technolongy Co.,LTD",김문희,0424850281,"대전광역시 유성구 테크노3로 65, 대덕 한신에스메카 630호(관평동)",88.116,41566530
60,SFH0150,1,62137,***,23-B-방송장비 유지보수 용역(도서지역),용역,SFH,제9196부대,202212281030,K1D2D,주식회사 가온정보통신,,최종화,0313606480,"경기도 의왕시 오봉산단1로12, 7층 717호 (이동,에이스하이테크비전21)",88.002,35119112
22,MCS0110,1,62172,***,23-계룡대 승강기 유지보수 관리용역,용역,MCS,국방부계룡대근무지원단,202212281030,I1ED4,제일엘리베이터 주식회사,cheilelevator,백승관,0313772767,"경기도 오산시 대호로117번길39, 602호(궐동, 아이원빌딩)",88.009,56947000
8,HFK0001,1,00062,***,111-3포대 오수처리시설 관리용역,용역,HFK,제1방공유도탄여단,202212281030,B9EAF,주식회사 푸른환경이엔지,Green,구석본,0553294946,경상남도 김해시 칠산로251번길16-5 (화목동),88.067,9897728
100,MCS0109,1,62166,***,23-무한잉크 프린터 임차용역,용역,MCS,국방부계룡대근무지원단,202212281030,L6FD4,주식회사 케이알티엔유,,우한솔,01043507722,충청남도 서산시 부석면 마산로179-28,88.005,56169040
5,MCS0106,1,62135,***,23-계룡대 복지회관 음식폐기물 처리용역,용역,MCS,국방부계룡대근무지원단,202212281030,KE8AD,주식회사 에코버,,변정민,031-682-4070,"경기도 평택시 오성면 청오로255-7, 1층",98.573,8316000
5,MCS0105,1,62117,***,23-계룡대 간부식당 음식폐기물 처리용역,용역,MCS,국방부계룡대근무지원단,202212281030,G51F9,아라환경,ara naturao recycie,이석재,0334354471,강원특별자치도 홍천군 홍천읍 영서로1981-0,88.238,52905010
13,SDF0195,1,62072,***,23-항-오수처리시설 위탁관리 용역,용역,SDF,제5738부대,202212281030,DBD45,강원그린텍,kangwon greenteck,박경희,054-853-7001,경상북도 안동시 서후면 명리두솔원길5-5,88.159,23759550
3,LHZ0010,1,62035,***,23년 렌탈프린터 임차용역,용역,LHZ,제2포병여단,202212281030,L0A3D,행복한아침못,,최지혜,07047111855,강원특별자치도 춘천시 신북읍 아침못길187,88.94,26146540
30,MDN0004,1,00061,***,23년 전산장비 통합 유지보수 용역,용역,MDN,국군화생방방호사령부,202212281030,K4FED,티에스인싸이트 유한회사,TSINSIGHT LLC.,전해석,07041243999,"서울특별시 영등포구 영신로220, 403호(영등포동8가)",87.845,84083800
11,MCT0078,1,60904,***,"23년도 선수급식(농 수산물,공산품 등 779종)",물품,MCT,국군체육부대,202212281030,DFA97,다해푸드,dahae.food,김기숙,0425876667,대전광역시 유성구 반석서로19번길35-0 (지족동),82.997,908028300
3,MCS0103,1,62094,***,23-계룡대 병영식당 음식폐기물 처리용역,용역,MCS,국방부계룡대근무지원단,202212281030,CE7DE,(주)그린월드,,김중기,0316824068,경기도 평택시 오성면 청오로 255-7(),84.629,156456000
7,HDQ0090,1,61984,***,23-음식물 폐기물 위탁처리 용역,용역,HDQ,제20전투비행단,202212281030,H229C,중원산업,JUNGWON Industry,김경민,01062460327,충청북도 충주시 주덕읍 화개1길16 (서충주신도시 삼일파라뷰 그랜드센트럴) 220동 212호,84.303,119299900
2,UAB0145,1,62049,***,국군복지단 대천콘도 전기안전관리 용역,용역,UAB,국군복지단,202212271700,G2D69,(주)중부전기안전관리,joonghujungi annejuan,신순식,0416313395,충청남도 홍성군 홍성읍 의사로72번길30-14,90.631,8189113
85,SCQ0194,1,60949,***,관급자재(해상구조훈련장 크레인) 구매,물품,SCQ,제9911부대,202212271400,10202,주식회사 제이엠모터스펌프,"JM Motors Pump CO., LTD",이영훈,0557136233,경상남도 창원시 의창구 차상로172-11 (팔용동),88.033,33684258
12,ELA0048,2,6143,***,보호의 포장재,물품,ELA,화력총괄계약팀,202212271100,FCD50,주식회사 엔에이치,"NH CO., LTD.",이남택,07042862207,경기도 남양주시 진접읍 내각1로73번길38-1,87.474,286549822
1462,HCR0008,1,61623,***,23년도 임대프린터 계약,용역,HCR,공군제15특수임무비행단,202212271100,K0955,비드(BID)마루,,김건희,01026632378,"서울특별시 노원구 노해로508 (상계동, 상계주공아파트)",88.001,68273328
7,LGM0053,1,61451,***,23년 렌탈프린터 임차 용역,용역,LGM,제11기동사단,202212271100,E1CD6,삼성공조,JANGMI INC,김미숙,02-599-1897,경기도 여주시 점동면 어우실길195,88.041,77203010
1367,LGM0052,1,60810,***,22-18차 의무물자 부대구매,물품,LGM,제11기동사단,202212271100,J5ED2,모건다비드,,김영대,0316650073,경기도 여주시 점동면 청안로130-2,88,52739830
5,LGQ0056,1,61419,***,22년 육성지원예산 일체형 수통 및 디지털 수통피,물품,LGQ,제36보병사단,202212271100,B6BB7,우주보온공업주식회사,COSMOS VACUUM BOTTLE CO.LTD,이현기,0317634311,경기도 광주시 포은대로640-7 (고산동),91.538,35420000
4,UMM0748,1,56735,***,23-생활쓰레기 처리 용역(22K061-H),용역,UMM,국군재정관리단,202212271100,A4C41,도원환경(주),,박종모,0234910160,서울특별시 도봉구 마들로28길 63대능빌딩 2층,83.873,380550000
35,UMM0754,1,55623,***,(22G057-H)23년 IP 교환기 유지보수 용역,용역,UMM,국군재정관리단,202212271100,11200,주식회사 아워스,HOURS,송치선,0422734268,"대전광역시 서구 도산로485, 3층 (탄방동)",87.873,67116400
22,MDI0011,1,60889,***,23년 전산장비 유지보수 용역,용역,MDI,제7016부대,202212271100,D03A4,(주)에스앤디비즈,"SND Biz Co.,Ltd",정성호,0222417131,"서울특별시 송파구 송이로164, 301호 (가락동)",87.779,21361000
3,MDG0209,1,58590,***,23년 VoIP 교환기 정비 유지보수용역,용역,MDG,국군의무사령부,202212271100,GBFBE,주식회사 제이넷시스템즈,jnetsystems,임준식,0222940002,"경기도 수원시 영통구 신원로250번길13, 215호 (원천동,현대테라타워 영통 지식산업센타)",96.982,61581099
13,LPM0033,1,61037,***,'23년 사단 음식물류 폐기물 위탁처리 용역,용역,LPM,제9보병사단사령부,202212271100,H9D47,리더,leader,한재석,01072218333,강원특별자치도 횡성군 강림면 강림서길41-0,80.918,347536869
43,LNR0026,1,61061,001,23-1차 식재료 구매(3개월분),물품,LNR,수도기계화보병사단,202212271100,H9480,주식회사 제이브로,JBRO.co,장인상,0312852293,경기도 용인시 처인구 양지면 은이로20번길34,83.039,1501638
2,EKA0052,2,7010A,***,(22년)K1A기관단총 안전성향상 사업(현존전력 극대화),물품,EKA,기동총괄계약팀,202212271030,1203F,에스앤티모티브주식회사,"SNT Motiv Co.,Ltd",권형순,0515092033,부산광역시 기장군 철마면 여락송정로 363(),85.8,11632485048
4,LKS0068,2,59189,***,창공대체력단련장 연동형 컨테이너 제조설치납품,물품,LKS,육군인사사령부,202212271030,G298C,쉘유니트 주식회사,,박응래,0416332055,충청남도 홍성군 서부면 서부로712,97.165,63910000
15,LMR0068,1,61615,***,운천관사 씽크대 교체 제조설치납품,물품,LMR,제5군단사령부,202212271030,E9842,바첼,VACHEL,이광배,031-982-8601,경기도 김포시 대곶면 송마로47-38,88.01,36496300
50,MCS0102,1,61607,***,VR체험형 안전교육장비 설치납품,물품,MCS,국방부계룡대근무지원단,202212271030,FC246,(주)엠라인스튜디오,"M-line Studio.,co.Ltd",안희덕,029997220,"서울특별시 강남구 강남대로58길17-0 (도곡동) 2층, 3층, 4층, 5층, 6층, 7층",88.339,36000000
107,LKF0037,1,61595,***,120여단 예비군훈련대개편 재해영향평가용역,용역,LKF,제6755부대,202212271030,I7B47,주식회사 세종방재연구소,"Sejong Disaster Management Institute Co.,Ltd",김도현,07047257417,"충청남도 공주시 교동1길2-0, 2층 (교동)",88.009,53082000
3,SDF0192,1,61590,***,23-00병원 음식물 폐기물 처리 용역,용역,SDF,제5738부대,202212271030,G823E,주식회사유공개발,YO GONG GAE BAL,안도영,0542448628,경상북도 포항시 남구 송도로35-1 (송도동),93.952,8480000
669,MCS0101,1,61532,***,23-계룡대지역 방제용역,용역,MCS,국방부계룡대근무지원단,202212271030,E5CE1,(주)파란세상,Blue World.co.ltd,유 진석,042-636-1104,대전광역시 대덕구 대전로 1066(오정동),88,84902040
6,SCK0153,1,61490,***,23년 00사 승강기 유지관리 용역,용역,SCK,해군교육사령부,202212271030,CE2B1,주식회사 서경엘리베이터,seo kyung elevator,석성길,0552770191,"경상남도 창원시 의창구 우곡로 2-11301호(도계동, 강남프리텔)",88.618,20891400
2,LBB0079,1,61468,001,**'23년 음식물류폐기물 위탁 처리 용역,용역,LBB,육군제7789부대,202212271030,JD751,자연환경,,김현숙,0318661491,"경기도 양주시 부흥로1899-0, 상가동 101호 (광사동, 주내신도8차푸른숲아파트)",88.406,137.56
5,SCH0151,1,60957,***,23-부 음식물류 폐기물 처리용역,용역,SCH,해군작전사령부,202212271030,CD9BC,(주)이레환경,Ireh environment,김태헌,0519711663,부산광역시 강서구 공항앞길221번길56  2층,98.408,101640000
27,MCM0018,2,51970,***,00체계 라이선스 구매(연장),물품,MCM,4284부대,202212271030,J165D,주식회사 래브라도랩스,,김진석,029210419,"서울특별시 서초구 반포대로20, 3층, 4층(서초동)",91.95,323000000
171,LQG0175,1,61645,***,00부대 성당 신축공사 AV설비 설치,물품,LQG,육군 52보병사단,202212271030,E2037,해용정보통신주식회사,Hai Yung Communication,백다리아,0319714969,"경기도 고양시 일산동구 중산로 247306,307호 (중산동, 중산프라자)",83.045,14053160
11,LKQ0017,2,58387,***,"'23년 항행안전시설 2종(VOR, ILS) 외주정비 용역",용역,LKQ,육군항공학교,202212271030,C4BAB,한양무선통신,HanYang radio communication,최영복,0552551400,경상남도 창원시 의창구 팔용로 399(),87.86,54632000
140,LKF0036,1,61582,***,120여단 예비군훈련대개편 소규모환경영향평가용역,용역,LKF,제6755부대,202212271030,J9B6F,(주)신일이앤씨,,소민섭,01077738578,"강원특별자치도 원주시 흥업면 한라대길28 , 원주에너지기술센터 305호",87.762,124887900
135,LKF0035,1,61574,***,501여단 예비군훈련대개편 재해영향평가용역,용역,LKF,제6755부대,202212271030,I2E1D,주식회사에이치케이이앤씨,HKENC,박현재,0515833317,"부산광역시 금정구 범어천로31-0 (남산동), 대영빌딩4층",87.802,143568900
142,LKF0033,1,61544,***,501여단 예비군훈련대개편 소규모환경영향평가용역,용역,LKF,제6755부대,202212271030,CA008,주식회사 신화엔지니어링,"Shin-Hwa Engineering Co., LTD.",신화정,0319680441,"경기도 고양시 덕양구 마상로140번길54, 3층 (주교동, 선곡빌딩)",87.774,114462620
21,LKF0030,1,60493,***,00사단 4개지역 토양오염복원사업 설계용역,용역,LKF,제6755부대,202212271030,FDCDA,주식회사 정동엔지니어링,jungdongeng.ltd,이윤미,07088016517,"경기도 안산시 단원구 삼일로310 (선부동, 서울프라자), 602호",87.933,113750000
4,LHK0070,2,59890,***,실전적 과학화훈련장 구축 관급자재(맨홀뚜껑),물품,LHK,제2군단,202212271030,J532F,주식회사 종합맨홀,,오상석,0632148801,전북특별자치도 전주시 덕진구 정암길7-0 (장동),88.706,141792600
4,LHG0106,1,59700,001,23년1월 부대계약(부식)식자재납품,물품,LHG,제1862부대,202212271030,G1811,삼성웰스토리 주식회사,SAMSUNG WELSTORY INCORPORATED,정해린,03151714408,경기도 성남시 분당구 구미로8-0 (구미동),51.591,1469251
18,LHG0104,2,59526,***,23년1월_부대계약_식자재납품(면류),물품,LHG,제1862부대,202212271030,IC8B6,로아푸드,,강이경,070-4062-1714,경상남도 창원시 진해구 용원중로25번길6-19 (용원동),88.213,13807400
21,LHG0103,2,59521,***,23년1월부대계약식자재납품(식육가공품-미트볼),물품,LHG,제1862부대,202212271030,L6DEA,주식회사 이지웨이,,이금이,0317647080,경기도 광주시 초월읍 숯골길17-40,88.003,23351007
3,LHG0102,2,59514,***,23년1월_부대계약식자재납품(어육가공품),물품,LHG,제1862부대,202212271030,BD26B,(주)코주부씨앤에프,kojubu c and f.co.ltd,김정일,0313766464,경기도 이천시 신둔면 경충대로3233번길 145(),88.119,29533650
19,LHG0101,2,59513,***,23년1월_부대계약_식자재납품_식육가공품(햄),물품,LHG,제1862부대,202212271030,J1935,파머스 미트,,조성겸,01075973832,"부산광역시 강서구 맥도강변길912-43, 별관 1층(대저2동)",88.087,17001800
18,LHG0100,2,59512,***,23년1월_부대계약_식자재납품_식육가공품(탕수육),물품,LHG,제1862부대,202212271030,L7CDA,이엠미트,,임은미,0519732536,부산광역시 강서구 대저중앙로172번길49-0 (대저1동),88.061,22103700
18,LHG0098,2,59510,***,23년1월부대계약식자재납품(식육가공품-소시지),물품,LHG,제1862부대,202212271030,L8DD1,주식회사 에바다,,허아람,0555479241,경상남도 창원시 진해구 안청남로6번길6-0 (안골동) 에바다축산,88.101,30534700
333,LHG0097,2,59509,***,23년1월부대계약식자재납품(식육가공품-불고기패티),물품,LHG,제1862부대,202212271030,K6691,도담,,김은숙,01089683868,"경기도 남양주시 다산지금로146번길67, 7405동 804호 (다산동, 다산 반도유보라 메이플타운 2.0)",88.011,10382522
303,LHG0096,2,59508,***,23년1월부대계약식자재납품(식육가공품-돈가스),물품,LHG,제1862부대,202212271030,LA4B4,주,,이찬주,010-8029-8985,"서울특별시 강남구 도곡로73길23-2,  101호 (대치동)",87.996,25118020
17,LHG0095,2,59507,***,23년1월부대계약식자재납품(빵류),물품,LHG,제1862부대,202212271030,L8DD1,주식회사 에바다,,허아람,0555479241,경상남도 창원시 진해구 안청남로6번길6-0 (안골동) 에바다축산,88.103,56067500
14,LDF0010,1,60231,***,18년 사이버 온라인 교육센터 유지보수,용역,LDF,육군정보통신학교,202212271030,B64B0,(주)이젠정보통신,EGENIC,이동필,028352993,"서울특별시 구로구 디지털로31길41-0 (구로동, 이앤씨벤처드림타워6차) 601호",88.217,41821758
12,LDF0011,1,60230,***,17년 사이버대응 훈련센터 구축 유지보수,용역,LDF,육군정보통신학교,202212271030,J0493,(주)플러스전기공사,,이해경,0426285700,"대전광역시 대덕구 동서대로1814, 402호 (비래동,신로얄빌딩)",88.252,39619944
11,LDF0009,1,60229,***,21년 사이버 온라인 교육센터 교체 유지보수 용역,용역,LDF,육군정보통신학교,202212271030,J0493,(주)플러스전기공사,,이해경,0426285700,"대전광역시 대덕구 동서대로1814, 402호 (비래동,신로얄빌딩)",87.954,21543539
6,LBA0184,1,60695,001,23년 1~3월 부대조달 부식(오색모듬어묵) 제조/구매,물품,LBA,제 2167부대,202212271030,ED9DD,(주)해도식품,haedofood,윤현주,0616427322,전라남도 여수시 국동남8길10(국동),88.563,3601
5,LBA0183,1,60687,001,23년 1~3월 부대조달 부식(부대찌개모듬햄)제조/구매,물품,LBA,제 2167부대,202212271030,BB64B,주식회사 하이푸드텍,"High Food Tech CO.,LTD",정화진,0417514511,충청남도 금산군 금성면 금성공단로41-0,88.438,10800.95
4,LBA0182,1,60684,001,'23년 1~3월 부대조달 부식(돈가스 3종) 제조/구매,물품,LBA,제 2167부대,202212271030,4653F,(주)디아이,"DI.CO.,LTD",이정완,0336448981,강원특별자치도 강릉시 주문진읍 농공단지길28-13,88.994,50680
20,UAB0143,1,61556,***,국군복지단 동여주체력단련장 전기안전관리 용역,용역,UAB,국군복지단,202212261700,GCA10,주식회사 도솔전기안전,"dosol co.,ltd",이남국,0317814455,"경기도 성남시 분당구 매화로92 (야탑동, 매화마을공무원아파트) 상가동 109호",88.4,4464767
8,LMK0092,1,58196,001,23년 식자재 다수품목 단가계약(중기간제외품목),물품,LMK,제6보병사단,202212261400,E4343,주식회사 현대그린푸드,HYUNDAI GREEN FOOD,박홍진,031-525-2325,경기도 광주시 도척면 진우리1004(경인식품가공센터),59.428,1113741
295,HDL0027,1,61105,***,경계작전 통합생활관 신축 공사(관급자재_내진철근),물품,HDL,공군제16전투비행단,202212261330,I959D,주식회사 최고내셔널,CHEGO,김인순,0312336577,"경기도 화성시 동탄첨단산업1로51-9, 515호(영천동, 엠타워)",87.996,114863360
161,HDL0026,1,61135,***,경계작전 통합생활관신축(관급자재_원격검침)제조설치,물품,HDL,공군제16전투비행단,202212261330,DDF9B,주식회사 케이엔,"KN CO.,LTD",강기주,0555333001,부산광역시 강서구 미음산단로105번길34 (구랑동),87.999,46844170
9,LMB0025,1,59815,***,23년도 음식물류 폐기물 처리용역,용역,LMB,제8278부대,202212261100,L8AA7,오션환경,,김진태,010-9439-9299,경기도 광명시 범안로1035-0 (하안동),84.263,101625500
15,LMP0094,1,61221,***,22-1차 내진성능평가 검증용역(4공구),용역,LMP,제3보병사단,202212261100,KBD2D,주식회사 나라구조,,이민수,0332563997,"강원특별자치도 춘천시 중앙로134번길14-0 (소양로4가), 2층",88.007,15122040
14,LMP0097,1,61222,***,22-1차 내진성능평가 검증용역(3공구),용역,LMP,제3보병사단,202212261100,JA121,주식회사 연이앤씨건축사사무소,,김창식,0337460076,"강원특별자치도 원주시 양지로80 (반곡동) , 9층 802호",88.109,15103112
